,dates,PM25,PM10,NO,NO2,NOx,Ozone,SO2,date,StationId,PM25clean,PM25_int,med,std,t,PM25_clean,PM25_clean_outliers,PM10clean,PM10_int,PM10_clean,PM10_clean_outliers,NO2clean,NO2_int,NO2_clean,NO2_clean_outliers,Ozoneclean,Ozone_int,Ozone_clean,Ozone_clean_outliers
0,2020-01-01 00:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
1,2020-01-01 00:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
2,2020-01-01 00:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
3,2020-01-01 00:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
4,2020-01-01 01:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
5,2020-01-01 01:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
6,2020-01-01 01:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
7,2020-01-01 01:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
8,2020-01-01 02:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
9,2020-01-01 02:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
10,2020-01-01 02:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
11,2020-01-01 02:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
12,2020-01-01 03:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
13,2020-01-01 03:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
14,2020-01-01 03:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
15,2020-01-01 03:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
16,2020-01-01 04:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
17,2020-01-01 04:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
18,2020-01-01 04:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
19,2020-01-01 04:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
20,2020-01-01 05:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
21,2020-01-01 05:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
22,2020-01-01 05:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
23,2020-01-01 05:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
24,2020-01-01 06:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
25,2020-01-01 06:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
26,2020-01-01 06:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
27,2020-01-01 06:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
28,2020-01-01 07:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
29,2020-01-01 07:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
30,2020-01-01 07:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
31,2020-01-01 07:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
32,2020-01-01 08:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
33,2020-01-01 08:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
34,2020-01-01 08:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
35,2020-01-01 08:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
36,2020-01-01 09:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
37,2020-01-01 09:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
38,2020-01-01 09:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
39,2020-01-01 09:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
40,2020-01-01 10:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
41,2020-01-01 10:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
42,2020-01-01 10:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
43,2020-01-01 10:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
44,2020-01-01 11:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
45,2020-01-01 11:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
46,2020-01-01 11:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
47,2020-01-01 11:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
48,2020-01-01 12:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
49,2020-01-01 12:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
50,2020-01-01 12:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
51,2020-01-01 12:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
52,2020-01-01 13:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
53,2020-01-01 13:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
54,2020-01-01 13:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
55,2020-01-01 13:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
56,2020-01-01 14:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
57,2020-01-01 14:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
58,2020-01-01 14:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
59,2020-01-01 14:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
60,2020-01-01 15:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
61,2020-01-01 15:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
62,2020-01-01 15:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
63,2020-01-01 15:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
64,2020-01-01 16:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
65,2020-01-01 16:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
66,2020-01-01 16:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
67,2020-01-01 16:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
68,2020-01-01 17:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
69,2020-01-01 17:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
70,2020-01-01 17:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
71,2020-01-01 17:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
72,2020-01-01 18:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
73,2020-01-01 18:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
74,2020-01-01 18:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
75,2020-01-01 18:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
76,2020-01-01 19:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
77,2020-01-01 19:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
78,2020-01-01 19:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
79,2020-01-01 19:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
80,2020-01-01 20:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
81,2020-01-01 20:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
82,2020-01-01 20:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
83,2020-01-01 20:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
84,2020-01-01 21:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
85,2020-01-01 21:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
86,2020-01-01 21:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
87,2020-01-01 21:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
88,2020-01-01 22:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
89,2020-01-01 22:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
90,2020-01-01 22:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
91,2020-01-01 22:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
92,2020-01-01 23:00:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
93,2020-01-01 23:15:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
94,2020-01-01 23:30:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
95,2020-01-01 23:45:00,,,,,,,,2020-01-01,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
96,2020-01-02 00:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
97,2020-01-02 00:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
98,2020-01-02 00:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
99,2020-01-02 00:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
100,2020-01-02 01:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
101,2020-01-02 01:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
102,2020-01-02 01:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
103,2020-01-02 01:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
104,2020-01-02 02:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
105,2020-01-02 02:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
106,2020-01-02 02:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
107,2020-01-02 02:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
108,2020-01-02 03:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
109,2020-01-02 03:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
110,2020-01-02 03:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
111,2020-01-02 03:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
112,2020-01-02 04:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
113,2020-01-02 04:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
114,2020-01-02 04:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
115,2020-01-02 04:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
116,2020-01-02 05:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
117,2020-01-02 05:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
118,2020-01-02 05:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
119,2020-01-02 05:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
120,2020-01-02 06:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
121,2020-01-02 06:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
122,2020-01-02 06:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
123,2020-01-02 06:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
124,2020-01-02 07:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
125,2020-01-02 07:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
126,2020-01-02 07:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
127,2020-01-02 07:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
128,2020-01-02 08:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
129,2020-01-02 08:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
130,2020-01-02 08:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
131,2020-01-02 08:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
132,2020-01-02 09:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
133,2020-01-02 09:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
134,2020-01-02 09:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
135,2020-01-02 09:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
136,2020-01-02 10:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
137,2020-01-02 10:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
138,2020-01-02 10:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
139,2020-01-02 10:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
140,2020-01-02 11:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
141,2020-01-02 11:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
142,2020-01-02 11:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
143,2020-01-02 11:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
144,2020-01-02 12:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
145,2020-01-02 12:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
146,2020-01-02 12:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
147,2020-01-02 12:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
148,2020-01-02 13:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
149,2020-01-02 13:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
150,2020-01-02 13:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
151,2020-01-02 13:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
152,2020-01-02 14:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
153,2020-01-02 14:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
154,2020-01-02 14:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
155,2020-01-02 14:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
156,2020-01-02 15:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
157,2020-01-02 15:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
158,2020-01-02 15:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
159,2020-01-02 15:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
160,2020-01-02 16:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
161,2020-01-02 16:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
162,2020-01-02 16:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
163,2020-01-02 16:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
164,2020-01-02 17:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
165,2020-01-02 17:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
166,2020-01-02 17:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
167,2020-01-02 17:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
168,2020-01-02 18:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
169,2020-01-02 18:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
170,2020-01-02 18:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
171,2020-01-02 18:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
172,2020-01-02 19:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
173,2020-01-02 19:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
174,2020-01-02 19:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
175,2020-01-02 19:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
176,2020-01-02 20:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
177,2020-01-02 20:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
178,2020-01-02 20:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
179,2020-01-02 20:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
180,2020-01-02 21:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
181,2020-01-02 21:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
182,2020-01-02 21:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
183,2020-01-02 21:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
184,2020-01-02 22:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
185,2020-01-02 22:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
186,2020-01-02 22:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
187,2020-01-02 22:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
188,2020-01-02 23:00:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
189,2020-01-02 23:15:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
190,2020-01-02 23:30:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
191,2020-01-02 23:45:00,,,,,,,,2020-01-02,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
192,2020-01-03 00:00:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
193,2020-01-03 00:15:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
194,2020-01-03 00:30:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
195,2020-01-03 00:45:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
196,2020-01-03 01:00:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
197,2020-01-03 01:15:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
198,2020-01-03 01:30:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
199,2020-01-03 01:45:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
200,2020-01-03 02:00:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
201,2020-01-03 02:15:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
202,2020-01-03 02:30:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
203,2020-01-03 02:45:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
204,2020-01-03 03:00:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
205,2020-01-03 03:15:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
206,2020-01-03 03:30:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
207,2020-01-03 03:45:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
208,2020-01-03 04:00:00,,,,,,,,2020-01-03,"Lodhi Road, Delhi - IITM",,,,,,,,,,,,,,,,,,,
