,dates,PM25,PM10,NO,NO2,NOx,Ozone,SO2,date,StationId
10230,2020-04-16 13:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10231,2020-04-16 13:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10232,2020-04-16 14:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10233,2020-04-16 14:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10234,2020-04-16 14:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10235,2020-04-16 14:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10236,2020-04-16 15:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10237,2020-04-16 15:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10238,2020-04-16 15:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10239,2020-04-16 15:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10240,2020-04-16 16:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10241,2020-04-16 16:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10242,2020-04-16 16:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10243,2020-04-16 16:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10244,2020-04-16 17:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10245,2020-04-16 17:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10246,2020-04-16 17:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10247,2020-04-16 17:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10248,2020-04-16 18:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10249,2020-04-16 18:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10250,2020-04-16 18:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10251,2020-04-16 18:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10252,2020-04-16 19:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10253,2020-04-16 19:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10254,2020-04-16 19:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10255,2020-04-16 19:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10256,2020-04-16 20:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10257,2020-04-16 20:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10258,2020-04-16 20:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10259,2020-04-16 20:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10260,2020-04-16 21:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10261,2020-04-16 21:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10262,2020-04-16 21:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10263,2020-04-16 21:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10264,2020-04-16 22:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10265,2020-04-16 22:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10266,2020-04-16 22:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10267,2020-04-16 22:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10268,2020-04-16 23:00:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10269,2020-04-16 23:15:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10270,2020-04-16 23:30:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10271,2020-04-16 23:45:00,,,,,,,,2020-04-16,"Mangala, Bilaspur - NTPC"
10272,2020-04-17 00:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10273,2020-04-17 00:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10274,2020-04-17 00:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10275,2020-04-17 00:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10276,2020-04-17 01:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10277,2020-04-17 01:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10278,2020-04-17 01:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10279,2020-04-17 01:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10280,2020-04-17 02:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10281,2020-04-17 02:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10282,2020-04-17 02:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10283,2020-04-17 02:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10284,2020-04-17 03:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10285,2020-04-17 03:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10286,2020-04-17 03:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10287,2020-04-17 03:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10288,2020-04-17 04:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10289,2020-04-17 04:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10290,2020-04-17 04:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10291,2020-04-17 04:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10292,2020-04-17 05:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10293,2020-04-17 05:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10294,2020-04-17 05:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10295,2020-04-17 05:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10296,2020-04-17 06:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10297,2020-04-17 06:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10298,2020-04-17 06:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10299,2020-04-17 06:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10300,2020-04-17 07:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10301,2020-04-17 07:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10302,2020-04-17 07:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10303,2020-04-17 07:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10304,2020-04-17 08:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10305,2020-04-17 08:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10306,2020-04-17 08:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10307,2020-04-17 08:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10308,2020-04-17 09:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10309,2020-04-17 09:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10310,2020-04-17 09:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10311,2020-04-17 09:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10312,2020-04-17 10:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10313,2020-04-17 10:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10314,2020-04-17 10:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10315,2020-04-17 10:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10316,2020-04-17 11:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10317,2020-04-17 11:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10318,2020-04-17 11:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10319,2020-04-17 11:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10320,2020-04-17 12:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10321,2020-04-17 12:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10322,2020-04-17 12:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10323,2020-04-17 12:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10324,2020-04-17 13:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10325,2020-04-17 13:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10326,2020-04-17 13:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10327,2020-04-17 13:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10328,2020-04-17 14:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10329,2020-04-17 14:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10330,2020-04-17 14:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10331,2020-04-17 14:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10332,2020-04-17 15:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10333,2020-04-17 15:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10334,2020-04-17 15:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10335,2020-04-17 15:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10336,2020-04-17 16:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10337,2020-04-17 16:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10338,2020-04-17 16:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10339,2020-04-17 16:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10340,2020-04-17 17:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10341,2020-04-17 17:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10342,2020-04-17 17:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10343,2020-04-17 17:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10344,2020-04-17 18:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10345,2020-04-17 18:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10346,2020-04-17 18:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10347,2020-04-17 18:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10348,2020-04-17 19:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10349,2020-04-17 19:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10350,2020-04-17 19:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10351,2020-04-17 19:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10352,2020-04-17 20:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10353,2020-04-17 20:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10354,2020-04-17 20:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10355,2020-04-17 20:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10356,2020-04-17 21:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10357,2020-04-17 21:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10358,2020-04-17 21:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10359,2020-04-17 21:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10360,2020-04-17 22:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10361,2020-04-17 22:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10362,2020-04-17 22:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10363,2020-04-17 22:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10364,2020-04-17 23:00:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10365,2020-04-17 23:15:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10366,2020-04-17 23:30:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10367,2020-04-17 23:45:00,,,,,,,,2020-04-17,"Mangala, Bilaspur - NTPC"
10368,2020-04-18 00:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10369,2020-04-18 00:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10370,2020-04-18 00:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10371,2020-04-18 00:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10372,2020-04-18 01:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10373,2020-04-18 01:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10374,2020-04-18 01:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10375,2020-04-18 01:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10376,2020-04-18 02:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10377,2020-04-18 02:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10378,2020-04-18 02:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10379,2020-04-18 02:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10380,2020-04-18 03:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10381,2020-04-18 03:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10382,2020-04-18 03:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10383,2020-04-18 03:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10384,2020-04-18 04:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10385,2020-04-18 04:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10386,2020-04-18 04:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10387,2020-04-18 04:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10388,2020-04-18 05:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10389,2020-04-18 05:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10390,2020-04-18 05:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10391,2020-04-18 05:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10392,2020-04-18 06:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10393,2020-04-18 06:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10394,2020-04-18 06:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10395,2020-04-18 06:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10396,2020-04-18 07:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10397,2020-04-18 07:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10398,2020-04-18 07:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10399,2020-04-18 07:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10400,2020-04-18 08:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10401,2020-04-18 08:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10402,2020-04-18 08:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10403,2020-04-18 08:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10404,2020-04-18 09:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10405,2020-04-18 09:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10406,2020-04-18 09:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10407,2020-04-18 09:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10408,2020-04-18 10:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10409,2020-04-18 10:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10410,2020-04-18 10:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10411,2020-04-18 10:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10412,2020-04-18 11:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10413,2020-04-18 11:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10414,2020-04-18 11:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10415,2020-04-18 11:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10416,2020-04-18 12:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10417,2020-04-18 12:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10418,2020-04-18 12:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10419,2020-04-18 12:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10420,2020-04-18 13:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10421,2020-04-18 13:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10422,2020-04-18 13:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10423,2020-04-18 13:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10424,2020-04-18 14:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10425,2020-04-18 14:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10426,2020-04-18 14:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10427,2020-04-18 14:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10428,2020-04-18 15:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10429,2020-04-18 15:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10430,2020-04-18 15:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10431,2020-04-18 15:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10432,2020-04-18 16:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10433,2020-04-18 16:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10434,2020-04-18 16:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10435,2020-04-18 16:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10436,2020-04-18 17:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10437,2020-04-18 17:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10438,2020-04-18 17:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10439,2020-04-18 17:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10440,2020-04-18 18:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10441,2020-04-18 18:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10442,2020-04-18 18:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10443,2020-04-18 18:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10444,2020-04-18 19:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10445,2020-04-18 19:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10446,2020-04-18 19:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10447,2020-04-18 19:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10448,2020-04-18 20:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10449,2020-04-18 20:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10450,2020-04-18 20:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10451,2020-04-18 20:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10452,2020-04-18 21:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10453,2020-04-18 21:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10454,2020-04-18 21:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10455,2020-04-18 21:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10456,2020-04-18 22:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10457,2020-04-18 22:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10458,2020-04-18 22:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10459,2020-04-18 22:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10460,2020-04-18 23:00:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10461,2020-04-18 23:15:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10462,2020-04-18 23:30:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10463,2020-04-18 23:45:00,,,,,,,,2020-04-18,"Mangala, Bilaspur - NTPC"
10464,2020-04-19 00:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10465,2020-04-19 00:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10466,2020-04-19 00:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10467,2020-04-19 00:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10468,2020-04-19 01:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10469,2020-04-19 01:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10470,2020-04-19 01:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10471,2020-04-19 01:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10472,2020-04-19 02:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10473,2020-04-19 02:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10474,2020-04-19 02:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10475,2020-04-19 02:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10476,2020-04-19 03:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10477,2020-04-19 03:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10478,2020-04-19 03:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10479,2020-04-19 03:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10480,2020-04-19 04:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10481,2020-04-19 04:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10482,2020-04-19 04:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10483,2020-04-19 04:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10484,2020-04-19 05:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10485,2020-04-19 05:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10486,2020-04-19 05:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10487,2020-04-19 05:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10488,2020-04-19 06:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10489,2020-04-19 06:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10490,2020-04-19 06:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10491,2020-04-19 06:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10492,2020-04-19 07:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10493,2020-04-19 07:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10494,2020-04-19 07:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10495,2020-04-19 07:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10496,2020-04-19 08:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10497,2020-04-19 08:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10498,2020-04-19 08:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10499,2020-04-19 08:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10500,2020-04-19 09:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10501,2020-04-19 09:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10502,2020-04-19 09:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10503,2020-04-19 09:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10504,2020-04-19 10:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10505,2020-04-19 10:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10506,2020-04-19 10:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10507,2020-04-19 10:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10508,2020-04-19 11:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10509,2020-04-19 11:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10510,2020-04-19 11:30:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10511,2020-04-19 11:45:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10512,2020-04-19 12:00:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
10513,2020-04-19 12:15:00,,,,,,,,2020-04-19,"Mangala, Bilaspur - NTPC"
