From Date,To Date,NO,NO2,Ozone,NOx,SO2,PM25,PM10
01-01-2019 00:00,01-01-2019 00:15,59.19,60.97,12.85,120.16,8.77,73.56,210.25
01-01-2019 00:15,01-01-2019 00:30,34.51,60.45,11.43,94.96,8.47,72.63,208.99
01-01-2019 00:30,01-01-2019 00:45,24.57,61.68,11.02,86.26,8.26,72.63,208.99
01-01-2019 00:45,01-01-2019 01:00,44.62,58.01,10.17,102.63,8.99,72.63,208.99
01-01-2019 01:00,01-01-2019 01:15,60.03,56.36,11.04,116.39,None,74.67,182.26
01-01-2019 01:15,01-01-2019 01:30,57.45,52.28,10.43,109.73,9.25,75.01,182.26
01-01-2019 01:30,01-01-2019 01:45,37.04,56.5,9.71,93.54,9.32,75.01,182.26
01-01-2019 01:45,01-01-2019 02:00,54.95,51.24,8.12,106.19,9.05,75.01,182.26
01-01-2019 02:00,01-01-2019 02:15,43.72,53.32,7.32,97.03,8.92,63.38,176.51
01-01-2019 02:15,01-01-2019 02:30,34.69,51.53,5.78,86.22,9.12,60.67,176.31
01-01-2019 02:30,01-01-2019 02:45,37.04,56.5,9.71,93.54,9.32,75.01,182.26
01-01-2019 02:45,01-01-2019 03:00,27.3,50.39,5.75,77.69,10.07,60.67,176.31
01-01-2019 03:00,01-01-2019 03:15,24.31,48.34,5.18,72.65,10.51,54.68,160.08
01-01-2019 03:15,01-01-2019 03:30,29.27,48.76,5.48,78.03,11.24,53.39,159.32
01-01-2019 03:30,01-01-2019 03:45,28.74,52.45,6.08,81.19,9.56,60.67,176.31
01-01-2019 03:45,01-01-2019 04:00,18.48,45.61,5.75,64.1,12.44,53.39,158.8
01-01-2019 04:00,01-01-2019 04:15,14.05,43.18,5.23,57.23,13.11,34.14,112.54
01-01-2019 04:15,01-01-2019 04:30,9.85,42.53,4.29,52.38,12.97,31.18,112.54
01-01-2019 04:30,01-01-2019 04:45,21.61,47.22,5.2,68.83,12.03,53.39,159.32
01-01-2019 04:45,01-01-2019 05:00,13.34,44.92,6.28,58.26,9.55,31.18,112.54
01-01-2019 05:00,01-01-2019 05:15,14.71,41.54,4.58,56.25,None,38.06,108.38
01-01-2019 05:15,01-01-2019 05:30,16.71,43.69,4.03,60.4,8.46,39.66,108.23
01-01-2019 05:30,01-01-2019 05:45,15.77,45.1,5.17,60.86,11.36,31.18,112.54
01-01-2019 05:45,01-01-2019 06:00,19.18,42.58,5.58,61.77,10.16,39.66,108.23
01-01-2019 06:00,01-01-2019 06:15,14.15,41.1,4.56,55.25,10.57,32.51,98.2
01-01-2019 06:15,01-01-2019 06:30,15.63,41.17,4.17,56.8,8.94,31.31,97.73
01-01-2019 06:30,01-01-2019 06:45,14.96,41.43,3.64,56.39,9.07,39.66,108.23
01-01-2019 06:45,01-01-2019 07:00,34.95,44.23,3.1,79.18,6.6,31.31,97.73
01-01-2019 07:00,01-01-2019 07:15,40.17,45.87,4.69,86.04,6.49,51.77,169.97
01-01-2019 07:15,01-01-2019 07:30,41.61,47.72,6.43,89.33,6.63,54.91,169.97
01-01-2019 07:30,01-01-2019 07:45,20.84,39.69,3.97,60.53,6.7,31.31,97.73
01-01-2019 07:45,01-01-2019 08:00,26.36,44.17,8.27,70.53,6.64,54.91,169.97
01-01-2019 08:00,01-01-2019 08:15,55.93,51.04,8.79,106.97,6.84,56.53,186.33
01-01-2019 08:15,01-01-2019 08:30,78.67,68.06,21.58,146.73,7.29,56.91,186.9
01-01-2019 08:30,01-01-2019 08:45,31.73,48.99,8.01,80.72,6.64,54.91,169.97
01-01-2019 08:45,01-01-2019 09:00,58.21,85.9,18.18,144.11,6.74,56.91,186.9
01-01-2019 09:00,01-01-2019 09:15,39.31,100.5,17.76,139.81,None,76.15,270.77
01-01-2019 09:15,01-01-2019 09:30,23.86,87.5,10.08,111.36,7.37,79.4,274.67
01-01-2019 09:30,01-01-2019 09:45,70.74,78.21,23.04,148.95,7.13,56.91,186.9
01-01-2019 09:45,01-01-2019 10:00,5.51,51.9,31.64,57.41,12.2,79.4,274.23
01-01-2019 10:00,01-01-2019 10:15,5.58,44.29,49.05,49.87,20.6,71.69,234.72
01-01-2019 10:15,01-01-2019 10:30,4.53,52.27,55.9,56.8,36.24,70.03,234.72
01-01-2019 10:30,01-01-2019 10:45,10.69,69.21,15.17,79.9,8.72,79.4,274.67
01-01-2019 10:45,01-01-2019 11:00,3.52,48.04,68.2,51.56,45.82,70.03,234.72
01-01-2019 11:00,01-01-2019 11:15,2.99,43.74,81.62,46.73,40.68,52.19,170.17
01-01-2019 11:15,01-01-2019 11:30,2.04,33.48,90.17,35.53,32.37,48.03,167.17
01-01-2019 11:30,01-01-2019 11:45,2.76,47,62.78,49.76,49.35,70.03,234.72
01-01-2019 11:45,01-01-2019 12:00,1.84,27.64,93.79,29.47,26.09,48.03,167.17
01-01-2019 12:00,01-01-2019 12:15,1.91,26.52,93.8,28.44,27.08,50.74,146.43
01-01-2019 12:15,01-01-2019 12:30,2.02,26.32,93.32,28.34,27.97,51.19,145.47
01-01-2019 12:30,01-01-2019 12:45,1.9,31.14,91.85,33.04,26.59,48.03,167.17
01-01-2019 12:45,01-01-2019 13:00,3.31,26.22,94.77,29.53,28.37,51.19,144.85
01-01-2019 13:00,01-01-2019 13:15,2,25.53,106.29,27.53,None,35.63,89.39
01-01-2019 13:15,01-01-2019 13:30,2.23,23.79,109.58,26.02,30.62,32,89.39
01-01-2019 13:30,01-01-2019 13:45,1.84,24.17,102.54,26.01,30.81,51.19,145.47
01-01-2019 13:45,01-01-2019 14:00,1.86,26.83,100.26,28.69,35.62,32,89.39
01-01-2019 14:00,01-01-2019 14:15,1.29,28.98,100.87,30.26,38.05,23.58,73.27
01-01-2019 14:15,01-01-2019 14:30,2.42,32.31,86.48,34.73,34.82,21.62,72.72
01-01-2019 14:30,01-01-2019 14:45,2.35,23.75,108.25,26.09,34.9,32,89.39
01-01-2019 14:45,01-01-2019 15:00,2.58,31.28,91.34,33.85,20.24,21.62,72.72
01-01-2019 15:00,01-01-2019 15:15,2.49,30.71,90.54,33.2,16.64,17.46,60.96
01-01-2019 15:15,01-01-2019 15:30,1.85,32.03,90.29,33.88,13.53,16.82,60.41
01-01-2019 15:30,01-01-2019 15:45,2.53,30.74,97.28,33.27,24.65,21.62,72.72
01-01-2019 15:45,01-01-2019 16:00,4.06,47.57,61.93,51.63,16.55,16.82,60.45
01-01-2019 16:00,01-01-2019 16:15,3.28,36.75,75.77,40.03,18.72,23.83,63.26
01-01-2019 16:15,01-01-2019 16:30,3.39,41.45,69.55,44.83,18.85,25.46,63.26
01-01-2019 16:30,01-01-2019 16:45,2.22,37.63,75.64,39.86,15.98,16.82,60.41
01-01-2019 16:45,01-01-2019 17:00,4.69,61.59,41.43,66.29,14.43,25.46,63.26
01-01-2019 17:00,01-01-2019 17:15,28.91,91.58,16.14,120.49,None,18.64,54.61
01-01-2019 17:15,01-01-2019 17:30,74.68,105.63,7.75,180.32,12.94,17.49,54.31
01-01-2019 17:30,01-01-2019 17:45,3.91,48.62,60.7,52.52,16.23,25.46,63.26
01-01-2019 17:45,01-01-2019 18:00,64.34,100.06,5.71,164.41,12.84,17.49,54.31
01-01-2019 18:00,01-01-2019 18:15,35.56,99.66,6.07,135.22,11.95,35.8,86.19
01-01-2019 18:15,01-01-2019 18:30,72.89,99.68,7.76,172.58,11.98,38.62,86.19
01-01-2019 18:30,01-01-2019 18:45,64.94,105.07,5.25,170,12.91,17.49,54.31
01-01-2019 18:45,01-01-2019 19:00,117.65,95.17,13.41,212.81,12.85,38.62,87.2
01-01-2019 19:00,01-01-2019 19:15,159.85,96.8,16.7,256.66,12.91,58.35,177.15
01-01-2019 19:15,01-01-2019 19:30,173.76,97.43,23.61,271.18,13.73,62.94,177.15
01-01-2019 19:30,01-01-2019 19:45,115.14,103.96,11.38,219.11,13.23,38.62,86.19
01-01-2019 19:45,01-01-2019 20:00,146.87,86.71,24.4,233.58,13.24,62.94,177.15
01-01-2019 20:00,01-01-2019 20:15,178.72,91.07,22.13,269.79,12.96,77.45,250.61
01-01-2019 20:15,01-01-2019 20:30,194.4,88.42,19.93,282.82,12.35,79.9,254.03
01-01-2019 20:30,01-01-2019 20:45,180.48,92.47,23.79,272.94,14.3,62.94,177.15
01-01-2019 20:45,01-01-2019 21:00,83.13,89.37,13.57,172.5,11.75,79.9,253.81
01-01-2019 21:00,01-01-2019 21:15,178.32,82.08,13.5,260.4,None,70.21,234.67
01-01-2019 21:15,01-01-2019 21:30,128.57,83.35,15.78,211.93,10.06,68.12,234.67
01-01-2019 21:30,01-01-2019 21:45,134.11,85.56,15.36,219.67,12.69,79.9,254.03
01-01-2019 21:45,01-01-2019 22:00,70.11,86.07,11.32,156.18,10.15,68.12,234.48
01-01-2019 22:00,01-01-2019 22:15,84.43,84.56,10.44,169,9.84,76.08,217.73
01-01-2019 22:15,01-01-2019 22:30,67.64,80.26,9.21,147.9,10.02,77.93,217.73
01-01-2019 22:30,01-01-2019 22:45,93.72,82.8,15.24,176.52,10.04,68.12,234.67
01-01-2019 22:45,01-01-2019 23:00,43.79,81.43,8.14,125.21,9.36,77.93,217.73
01-01-2019 23:00,01-01-2019 23:15,45.57,78.76,7.06,124.33,9.2,58.3,193.13
01-01-2019 23:15,01-01-2019 23:30,45.32,76.11,6.33,121.43,9.52,55.28,192.28
01-01-2019 23:30,01-01-2019 23:45,59.17,78.87,9.36,138.04,9.62,77.93,217.73
01-01-2019 23:45,02-01-2019 00:00,None,None,None,None,None,None,None
02-01-2019 00:00,02-01-2019 00:15,44.07,66.82,8.2,110.89,8.49,60.22,156.24
02-01-2019 00:15,02-01-2019 00:30,39.28,60.39,9.59,99.67,7.8,59.04,156.24
02-01-2019 00:30,02-01-2019 00:45,26.51,58.73,9.31,85.24,8.12,59.04,156.24
02-01-2019 00:45,02-01-2019 01:00,19.95,56.35,7.68,76.3,9.15,59.04,155.85
02-01-2019 01:00,02-01-2019 01:15,28.1,51.33,7.49,79.43,None,52.78,121.15
02-01-2019 01:15,02-01-2019 01:30,41.65,51.24,8.88,92.89,7.49,51.32,121.15
02-01-2019 01:30,02-01-2019 01:45,24.75,49.26,8.8,74.01,7.82,51.32,121.15
02-01-2019 01:45,02-01-2019 02:00,16.52,48.52,8.4,65.04,6.22,51.32,121.15
02-01-2019 02:00,02-01-2019 02:15,15.04,47.26,8.69,62.31,4.21,48.66,107.6
02-01-2019 02:15,02-01-2019 02:30,15.61,44,10.36,59.61,3.71,48.25,106.97
02-01-2019 02:30,02-01-2019 02:45,24.75,49.26,8.8,74.01,7.82,51.32,121.15
02-01-2019 02:45,02-01-2019 03:00,13.37,42.3,12.42,55.67,3.54,48.25,106.97
02-01-2019 03:00,02-01-2019 03:15,11.73,40.61,10.12,52.35,3.13,43.62,109.65
02-01-2019 03:15,02-01-2019 03:30,11.61,41.17,10.41,52.79,3.03,42.54,109.65
02-01-2019 03:30,02-01-2019 03:45,12.44,45.07,12.58,57.51,3.73,48.25,106.97
02-01-2019 03:45,02-01-2019 04:00,6.53,36.95,8.17,43.47,2.48,42.54,109.48
02-01-2019 04:00,02-01-2019 04:15,6.76,33.92,9.32,40.68,3.18,40.31,94.4
02-01-2019 04:15,02-01-2019 04:30,11.77,35.38,11.57,47.15,4.17,39.93,94.4
02-01-2019 04:30,02-01-2019 04:45,8.9,38.69,8.75,47.59,2.84,42.54,109.65
02-01-2019 04:45,02-01-2019 05:00,5,32.87,7.79,37.87,3.64,39.93,94.4
02-01-2019 05:00,02-01-2019 05:15,6.91,33.73,10.03,40.64,None,42.71,76.33
02-01-2019 05:15,02-01-2019 05:30,6.08,33.14,7.99,39.22,4.96,43.14,75.49
02-01-2019 05:30,02-01-2019 05:45,7.52,33.33,8.5,40.85,4.6,39.93,94.4
02-01-2019 05:45,02-01-2019 06:00,11.71,36.06,7.88,47.77,4.94,43.14,75.49
02-01-2019 06:00,02-01-2019 06:15,8.28,36.98,8.71,45.26,4.86,40.43,83.13
02-01-2019 06:15,02-01-2019 06:30,9.71,38.88,8.28,48.59,5.1,39.8,83.13
02-01-2019 06:30,02-01-2019 06:45,10.94,34.24,7.97,45.19,5,43.14,75.49
02-01-2019 06:45,02-01-2019 07:00,46.81,44.23,11,91.05,5.35,39.8,83.13
02-01-2019 07:00,02-01-2019 07:15,54.32,50.98,12.71,105.23,5.35,30.77,85.46
02-01-2019 07:15,02-01-2019 07:30,43.74,45.12,12.9,88.86,5.41,29.39,85.51
02-01-2019 07:30,02-01-2019 07:45,31.47,40.07,9.91,71.53,5.08,39.8,83.13
02-01-2019 07:45,02-01-2019 08:00,53.7,48.33,10.75,102.03,5.2,29.39,85.51
02-01-2019 08:00,02-01-2019 08:15,68.61,56.53,13.47,125.14,5,52.88,237.02
02-01-2019 08:15,02-01-2019 08:30,88.53,65.3,9.81,153.83,5.49,57.96,244.07
02-01-2019 08:30,02-01-2019 08:45,41.33,46.71,12.42,88.03,5.16,29.39,85.51
02-01-2019 08:45,02-01-2019 09:00,37.86,86.27,12.01,124.12,6.74,57.96,244.41
02-01-2019 09:00,02-01-2019 09:15,38.59,95.19,10.27,133.79,None,76.12,274.51
02-01-2019 09:15,02-01-2019 09:30,43.14,111.45,14.67,154.59,7.28,80.35,274.51
02-01-2019 09:30,02-01-2019 09:45,69.26,76.23,10.57,145.49,6.06,57.96,244.07
02-01-2019 09:45,02-01-2019 10:00,8.59,74.9,28.99,83.49,13.87,80.35,274.51
02-01-2019 10:00,02-01-2019 10:15,6.45,71.5,43.59,77.95,14.5,72.16,251.89
02-01-2019 10:15,02-01-2019 10:30,7.43,84.16,52.54,91.59,14.97,70.77,250.84
02-01-2019 10:30,02-01-2019 10:45,15.84,90.2,16.34,106.05,10.51,80.35,274.51
02-01-2019 10:45,02-01-2019 11:00,5.26,63.94,72.75,69.2,29.98,70.77,250.84
02-01-2019 11:00,02-01-2019 11:15,4.84,52.54,83.65,57.38,26.99,76.74,232.58
02-01-2019 11:15,02-01-2019 11:30,4.14,47.67,87.95,51.8,25.08,78.13,231.73
02-01-2019 11:30,02-01-2019 11:45,7.5,85.65,65.71,93.15,23.68,70.77,250.84
02-01-2019 11:45,02-01-2019 12:00,1.02,22.32,89.88,23.34,7.57,78.13,231.73
02-01-2019 12:00,02-01-2019 12:15,0.87,None,None,None,None,None,None
02-01-2019 12:15,02-01-2019 12:30,2.56,25.9,88.81,28.46,8.11,49.88,173.74
02-01-2019 12:30,02-01-2019 12:45,2.19,23.54,89.72,25.74,9.56,78.13,231.73
02-01-2019 12:45,02-01-2019 13:00,2.4,24.29,87.56,26.69,7.48,49.88,173.74
02-01-2019 13:00,02-01-2019 13:15,2.59,23.67,86.34,26.27,None,44.96,98.06
02-01-2019 13:15,02-01-2019 13:30,1.73,19.39,94.94,21.13,10.82,44.2,95.45
02-01-2019 13:30,02-01-2019 13:45,2.97,23.21,90.36,26.18,7.13,49.88,173.74
02-01-2019 13:45,02-01-2019 14:00,1.49,16.34,99.78,17.83,7.8,44.2,95.45
02-01-2019 14:00,02-01-2019 14:15,None,None,None,0,None,None,None
02-01-2019 14:15,02-01-2019 14:30,2.17,15.19,92.25,17.36,6.41,31.63,83.26
02-01-2019 14:30,02-01-2019 14:45,2.13,20.24,97.36,22.37,10.89,44.2,95.45
02-01-2019 14:45,02-01-2019 15:00,2.66,20.25,84.59,22.91,6.44,31.63,83.08
02-01-2019 15:00,02-01-2019 15:15,2.44,19.8,82.89,22.24,7.4,25.44,66.99
02-01-2019 15:15,02-01-2019 15:30,1.79,22.11,79.25,23.89,6.88,24.39,47.53
02-01-2019 15:30,02-01-2019 15:45,2.06,16.84,92.6,18.9,6.19,31.63,83.26
02-01-2019 15:45,02-01-2019 16:00,1.49,20.11,77.58,21.6,4.62,24.39,40.45
02-01-2019 16:00,02-01-2019 16:15,1.38,19.74,80.74,21.12,4.72,22.06,165.12
02-01-2019 16:15,02-01-2019 16:30,1.93,25.09,75.77,27.02,4.44,21.7,169.41
02-01-2019 16:30,02-01-2019 16:45,1.6,19.96,81.07,21.57,5.44,24.39,40.45
02-01-2019 16:45,02-01-2019 17:00,4.56,40.7,45.96,45.26,4.12,21.7,169.41
02-01-2019 17:00,02-01-2019 17:15,6.66,57.51,34.03,64.18,None,20.7,122.71
02-01-2019 17:15,02-01-2019 17:30,11.42,75.15,21.99,86.57,6.45,29.65,120.54
02-01-2019 17:30,02-01-2019 17:45,1.87,27.52,70.51,29.39,4.29,21.7,169.41
02-01-2019 17:45,02-01-2019 18:00,96.24,91.02,7.24,187.26,8.3,29.65,120.44
02-01-2019 18:00,02-01-2019 18:15,81.81,87.36,6.89,169.16,8.93,34.62,111.83
02-01-2019 18:15,02-01-2019 18:30,72.59,87.75,7.53,160.34,8.98,35.46,111.83
02-01-2019 18:30,02-01-2019 18:45,39.81,89.37,9.32,129.18,7.01,29.65,120.54
02-01-2019 18:45,02-01-2019 19:00,107.54,87.08,9.73,194.62,10.64,35.46,137.58
02-01-2019 19:00,02-01-2019 19:15,109.34,84.44,12.19,193.78,9.87,54.98,137.58
02-01-2019 19:15,02-01-2019 19:30,141.19,84.6,14.09,225.79,10.11,59.2,805.63
02-01-2019 19:30,02-01-2019 19:45,106.53,89.08,8.26,195.61,10.39,35.46,121.27
02-01-2019 19:45,02-01-2019 20:00,155.63,81.4,20.6,237.03,10.94,59.2,None
02-01-2019 20:00,02-01-2019 20:15,141.31,78.87,20.56,220.18,10.47,None,None
02-01-2019 20:15,02-01-2019 20:30,151.44,77.15,19.58,228.59,10.91,None,None
02-01-2019 20:30,02-01-2019 20:45,148.68,87.26,19.21,235.95,None,59.2,999.99
02-01-2019 20:45,02-01-2019 21:00,144.2,73.2,18.88,217.4,11.06,None,None
02-01-2019 21:00,02-01-2019 21:15,None,None,None,None,None,None,None
02-01-2019 21:15,02-01-2019 21:30,84.08,69.87,10.88,153.95,7.09,91.88,242.51
02-01-2019 21:30,02-01-2019 21:45,171.33,75.45,20.57,246.77,11.14,None,None
02-01-2019 21:45,02-01-2019 22:00,56.73,67.8,6.86,124.53,6.64,91.88,242.51
02-01-2019 22:00,02-01-2019 22:15,38.06,67.68,5.35,105.74,5.88,75.14,198.96
02-01-2019 22:15,02-01-2019 22:30,50.1,66.49,4.87,116.59,6.07,71.24,178.25
02-01-2019 22:30,02-01-2019 22:45,83.74,68.59,8.61,152.33,7.22,91.88,242.51
02-01-2019 22:45,02-01-2019 23:00,33.89,61.65,3.03,95.54,6.68,71.24,178.25
02-01-2019 23:00,02-01-2019 23:15,33.86,60.02,3.22,93.88,7.79,55.82,137.44
02-01-2019 23:15,02-01-2019 23:30,23.79,58.76,2.9,82.56,9.1,52.22,121.75
02-01-2019 23:30,02-01-2019 23:45,40.49,63.11,4.19,103.6,6.03,71.24,178.25
02-01-2019 23:45,03-01-2019 00:00,None,None,None,None,None,None,None
03-01-2019 00:00,03-01-2019 00:15,23.91,52.76,7.18,76.66,9.56,40.67,108.7
03-01-2019 00:15,03-01-2019 00:30,4.14,43.15,18.17,47.29,7.67,38.89,102.81
03-01-2019 00:30,03-01-2019 00:45,1.56,27.26,41.93,28.82,6.25,38.89,102.81
03-01-2019 00:45,03-01-2019 01:00,1.86,27.87,41.16,29.73,5.54,38.89,102.81
03-01-2019 01:00,03-01-2019 01:15,3.26,27.22,32.46,30.48,None,35.03,89.47
03-01-2019 01:15,03-01-2019 01:30,3.51,28.72,32.39,32.23,4.92,34.2,83.13
03-01-2019 01:30,03-01-2019 01:45,7.16,30.3,10.09,37.46,4.86,34.2,83.13
03-01-2019 01:45,03-01-2019 02:00,7.02,30.56,10.08,37.58,4.69,34.2,83.13
03-01-2019 02:00,03-01-2019 02:15,6.24,25.15,10.33,31.39,4.83,43.86,81.53
03-01-2019 02:15,03-01-2019 02:30,6.59,26.53,9.86,33.11,5.71,45.35,80.92
03-01-2019 02:30,03-01-2019 02:45,7.16,30.3,10.09,37.46,4.86,34.2,83.13
03-01-2019 02:45,03-01-2019 03:00,5.28,26.66,12.71,31.94,5.14,45.35,80.92
03-01-2019 03:00,03-01-2019 03:15,11.18,43.32,8.2,54.5,4.78,36.36,66.49
03-01-2019 03:15,03-01-2019 03:30,25.07,69.75,3.71,94.82,4.71,34.98,59.97
03-01-2019 03:30,03-01-2019 03:45,5.66,27.65,11.64,33.31,6.25,45.35,80.92
03-01-2019 03:45,03-01-2019 04:00,6.64,48.04,9.49,54.67,4.56,34.98,59.97
03-01-2019 04:00,03-01-2019 04:15,6.12,40.42,10.01,46.54,4.32,50.02,79.21
03-01-2019 04:15,03-01-2019 04:30,6.48,36.11,12.38,42.59,3.93,53.52,88.36
03-01-2019 04:30,03-01-2019 04:45,14.32,65.26,4.15,79.58,4.49,34.98,59.97
03-01-2019 04:45,03-01-2019 05:00,6.48,34.64,9.05,41.11,4.03,53.52,88.36
03-01-2019 05:00,03-01-2019 05:15,6.4,30.11,11.09,36.51,None,53.29,81.08
03-01-2019 05:15,03-01-2019 05:30,6.56,28.14,11.44,34.7,4.9,53.25,78.28
03-01-2019 05:30,03-01-2019 05:45,6.82,37.06,10.41,43.88,3.82,53.52,88.36
03-01-2019 05:45,03-01-2019 06:00,7.57,34.71,12.36,42.28,4.76,53.25,78.75
03-01-2019 06:00,03-01-2019 06:15,3.16,36.32,28.2,39.52,4.2,55.71,96.52
03-01-2019 06:15,03-01-2019 06:30,3.77,40.06,22.59,43.82,4.35,56.24,95.89
03-01-2019 06:30,03-01-2019 06:45,6.85,29.67,12.4,36.52,5.01,53.25,78.28
03-01-2019 06:45,03-01-2019 07:00,3.85,45.95,16.2,49.8,6.29,56.24,95.89
03-01-2019 07:00,03-01-2019 07:15,5.49,49.97,14.05,55.45,7.11,48.5,124.08
03-01-2019 07:15,03-01-2019 07:30,2.6,39.28,20.96,41.88,6.65,46.69,137.48
03-01-2019 07:30,03-01-2019 07:45,4.08,47.75,15.72,51.83,4.95,56.24,95.89
03-01-2019 07:45,03-01-2019 08:00,7.55,49.04,13.2,56.59,5.05,46.69,137.48
03-01-2019 08:00,03-01-2019 08:15,22.08,57.55,10.35,79.63,5.22,76.84,210.89
03-01-2019 08:15,03-01-2019 08:30,25.17,60.25,16.06,85.42,4.9,81.93,237.59
03-01-2019 08:30,03-01-2019 08:45,6.32,51.85,11.35,58.17,5.46,46.69,137.48
03-01-2019 08:45,03-01-2019 09:00,15.32,67.14,22.26,82.46,5.03,81.93,237.59
03-01-2019 09:00,03-01-2019 09:15,8.52,62.05,34.5,70.57,None,96.33,260.65
03-01-2019 09:15,03-01-2019 09:30,6.44,62.33,40.1,68.77,6.6,99.45,271.62
03-01-2019 09:30,03-01-2019 09:45,37.16,66.46,13.72,103.61,5.28,81.93,237.59
03-01-2019 09:45,03-01-2019 10:00,6.2,65.12,62.04,71.32,8.19,99.45,271.62
03-01-2019 10:00,03-01-2019 10:15,4.34,51.11,77.33,55.45,9.43,73.45,255.37
03-01-2019 10:15,03-01-2019 10:30,3.92,46.68,81.22,50.6,10.8,67.4,247.64
03-01-2019 10:30,03-01-2019 10:45,5.25,56.02,62.59,61.27,7.44,99.45,271.62
03-01-2019 10:45,03-01-2019 11:00,1.22,21.4,69.7,22.62,7.2,67.4,247.64
03-01-2019 11:00,03-01-2019 11:15,1.59,16.52,72.33,18.11,6.42,61.24,190.58
03-01-2019 11:15,03-01-2019 11:30,1.85,18.41,73.9,20.26,6.34,60.29,169.84
03-01-2019 11:30,03-01-2019 11:45,2.26,26.49,67.61,28.75,8.63,67.4,247.64
03-01-2019 11:45,03-01-2019 12:00,1.33,18.41,87.46,19.74,7.49,60.29,169.84
03-01-2019 12:00,03-01-2019 12:15,1.34,16.04,87.11,17.38,7.44,45.61,129.83
03-01-2019 12:15,03-01-2019 12:30,1.53,14.97,84.75,16.5,6.69,42.43,110.81
03-01-2019 12:30,03-01-2019 12:45,1.16,15.52,76.66,16.68,6.81,60.29,169.84
03-01-2019 12:45,03-01-2019 13:00,1.59,14.49,87.92,16.08,6.24,42.43,110.81
03-01-2019 13:00,03-01-2019 13:15,1.63,17.74,90.5,19.37,None,33.8,80.2
03-01-2019 13:15,03-01-2019 13:30,2.83,14.41,85.24,17.25,8.09,32.47,67.76
03-01-2019 13:30,03-01-2019 13:45,2.01,15.5,91.62,17.51,6.4,42.43,110.81
03-01-2019 13:45,03-01-2019 14:00,None,None,None,0,None,None,None
03-01-2019 14:00,03-01-2019 14:15,None,None,None,0,None,None,None
03-01-2019 14:15,03-01-2019 14:30,None,None,None,0,None,None,None
03-01-2019 14:30,03-01-2019 14:45,1.16,16.77,90.53,17.93,None,32.47,67.76
03-01-2019 14:45,03-01-2019 15:00,0.7,18.18,92.63,18.78,6.57,33.59,54.21
03-01-2019 15:00,03-01-2019 15:15,1.54,13.17,92.68,14.69,5.97,29.9,57.33
03-01-2019 15:15,03-01-2019 15:30,1.15,14.81,92.73,15.95,5.81,29.04,58.8
03-01-2019 15:30,03-01-2019 15:45,0.98,17.18,95.88,18.16,None,33.59,54.21
03-01-2019 15:45,03-01-2019 16:00,1.93,17.83,83.8,19.75,5.48,29.04,58.8
03-01-2019 16:00,03-01-2019 16:15,2.54,22.43,73.74,24.97,5.57,24.64,45.56
03-01-2019 16:15,03-01-2019 16:30,2.7,24.33,71.17,27.02,5.32,23.83,40.18
03-01-2019 16:30,03-01-2019 16:45,1.58,18.3,85.33,19.87,5.92,29.04,58.8
03-01-2019 16:45,03-01-2019 17:00,6.32,47.2,36.4,53.52,4.94,23.83,40.18
03-01-2019 17:00,03-01-2019 17:15,11.62,65.21,20.97,76.83,None,22.42,44.38
03-01-2019 17:15,03-01-2019 17:30,26.98,78.71,9.61,105.69,5.98,22.18,45.91
03-01-2019 17:30,03-01-2019 17:45,4.3,38.82,51.69,43.11,5.45,23.83,40.18
03-01-2019 17:45,03-01-2019 18:00,45.36,81.92,6.47,127.28,7.1,22.18,45.91
03-01-2019 18:00,03-01-2019 18:15,43.62,81.33,5.61,124.95,6.62,35.24,78.13
03-01-2019 18:15,03-01-2019 18:30,73.63,81,5.63,154.63,7.35,38.28,93.45
03-01-2019 18:30,03-01-2019 18:45,50.6,85.54,5.66,136.13,6.22,22.18,45.91
03-01-2019 18:45,03-01-2019 19:00,59.68,78.37,7.94,138.06,7.56,38.28,93.45
03-01-2019 19:00,03-01-2019 19:15,95.07,79.66,9.91,174.73,7.85,52.77,116.4
03-01-2019 19:15,03-01-2019 19:30,59.05,80.02,10.95,139.07,8.17,55.22,125.22
03-01-2019 19:30,03-01-2019 19:45,56.73,78.5,7.16,135.23,7.46,38.28,93.45
03-01-2019 19:45,03-01-2019 20:00,15.12,75.08,11.28,90.19,7.33,55.22,125.22
03-01-2019 20:00,03-01-2019 20:15,32.88,72.91,12.36,105.79,7.18,79.77,151.67
03-01-2019 20:15,03-01-2019 20:30,18.73,72.5,11.32,91.23,6.75,85.49,161.29
03-01-2019 20:30,03-01-2019 20:45,66.11,75.9,15.82,142,8.4,55.22,125.22
03-01-2019 20:45,03-01-2019 21:00,31.71,73.95,5.52,105.66,5.9,85.49,161.29
03-01-2019 21:00,03-01-2019 21:15,36.22,77.17,4.66,113.39,None,76.27,133.45
03-01-2019 21:15,03-01-2019 21:30,31.18,None,5.85,None,None,74.63,122.04
03-01-2019 21:30,03-01-2019 21:45,28.44,74.73,8.5,103.16,6.18,85.49,161.29
03-01-2019 21:45,03-01-2019 22:00,24.56,72.43,7.41,96.99,5.16,74.63,122.04
03-01-2019 22:00,03-01-2019 22:15,11.48,68.99,11.11,80.47,3.98,83.28,126.52
03-01-2019 22:15,03-01-2019 22:30,10.75,68.8,9.11,79.55,4.05,84.61,128.34
03-01-2019 22:30,03-01-2019 22:45,26.88,68.98,5.42,95.86,5.4,74.63,122.04
