From Date,To Date,NO,NO2,Ozone,NOx,SO2,PM25,PM10
07-05-2019 17:15,07-05-2019 17:30,6.48,12.38,84.49,18.86,3.04,55.95,103.72
07-05-2019 17:30,07-05-2019 17:45,7,8.76,87.35,15.76,3.14,55.57,113.41
07-05-2019 17:45,07-05-2019 18:00,6.35,14.82,86.99,21.17,3.18,56.18,98.63
07-05-2019 18:00,07-05-2019 18:15,6.47,12.66,92.39,19.13,None,56.18,98.63
07-05-2019 18:15,07-05-2019 18:30,6.49,15.17,84.87,21.66,4.68,49.23,83.45
07-05-2019 18:30,07-05-2019 18:45,6.51,12.12,85.13,18.64,3.21,56.18,98.63
07-05-2019 18:45,07-05-2019 19:00,6.89,20.58,80.76,27.47,4.88,45.93,76.23
07-05-2019 19:00,07-05-2019 19:15,7.71,19.61,76.72,27.32,4.85,45.93,76.23
07-05-2019 19:15,07-05-2019 19:30,7.82,28.71,64.18,36.53,5.1,47.14,86.57
07-05-2019 19:30,07-05-2019 19:45,7.35,20.94,77.82,28.29,4.75,45.93,76.23
07-05-2019 19:45,07-05-2019 20:00,7.2,31.01,59.06,38.21,4.79,47.88,92.85
07-05-2019 20:00,07-05-2019 20:15,7.74,29.03,32.2,36.77,4.92,47.88,92.85
07-05-2019 20:15,07-05-2019 20:30,7.51,32.11,29.91,39.62,5.07,50.9,88.79
07-05-2019 20:30,07-05-2019 20:45,6.91,29.91,63.6,36.82,4.64,47.88,92.85
07-05-2019 20:45,07-05-2019 21:00,7.52,34.22,27.56,41.73,5.29,52.49,86.76
07-05-2019 21:00,07-05-2019 21:15,7.31,31.37,31.39,38.68,7.42,52.49,86.76
07-05-2019 21:15,07-05-2019 21:30,6.9,25.54,33.24,32.44,9.42,48,81.66
07-05-2019 21:30,07-05-2019 21:45,6.94,32.73,27.91,39.67,4.92,52.49,86.76
07-05-2019 21:45,07-05-2019 22:00,7.23,22.93,35.02,30.16,4.96,45.86,79.23
07-05-2019 22:00,07-05-2019 22:15,7.09,18.07,37.28,25.16,None,45.86,79.23
07-05-2019 22:15,07-05-2019 22:30,6.95,17.93,36.91,24.88,4.97,40.72,80.68
07-05-2019 22:30,07-05-2019 22:45,7.4,26.67,33.46,34.07,8.15,45.86,79.23
07-05-2019 22:45,07-05-2019 23:00,6.64,12.6,40.4,19.23,4.88,37.59,81.56
07-05-2019 23:00,07-05-2019 23:15,6.49,10.99,41.75,17.48,4.75,37.59,81.56
07-05-2019 23:15,07-05-2019 23:30,6.97,10.57,37.03,17.54,4.48,44.63,85.07
07-05-2019 23:30,07-05-2019 23:45,7.1,12.97,40.99,20.07,4.67,37.59,81.56
07-05-2019 23:45,08-05-2019 00:00,None,None,None,None,None,None,None
08-05-2019 00:00,08-05-2019 00:15,6.71,8.3,16.18,15.01,5.3,48.33,86.92
08-05-2019 00:15,08-05-2019 00:30,6.36,7.93,15.69,14.29,5.13,41.87,87.88
08-05-2019 00:30,08-05-2019 00:45,6.65,7.57,15.17,14.21,5.11,37.95,88.46
08-05-2019 00:45,08-05-2019 01:00,6.71,7.27,14.99,13.98,4.94,37.95,88.46
08-05-2019 01:00,08-05-2019 01:15,6.62,7.25,14.81,13.87,4.81,37.95,88.46
08-05-2019 01:15,08-05-2019 01:30,6.64,6.59,15.13,13.23,4.98,35.39,87.64
08-05-2019 01:30,08-05-2019 01:45,6.33,6.69,15.29,13.02,4.61,33.83,87.15
08-05-2019 01:45,08-05-2019 02:00,6.56,6.98,15.71,13.54,4.76,33.83,87.15
08-05-2019 02:00,08-05-2019 02:15,6.49,7.4,15.29,13.89,None,33.83,87.15
08-05-2019 02:15,08-05-2019 02:30,6.66,7,14.41,13.66,6.06,38.71,99.59
08-05-2019 02:30,08-05-2019 02:45,6.33,6.69,15.29,13.02,4.61,33.83,87.15
08-05-2019 02:45,08-05-2019 03:00,6.84,12.78,10.34,19.62,7.42,41.15,105.81
08-05-2019 03:00,08-05-2019 03:15,6.58,11.38,9.77,17.96,7.04,41.15,105.81
08-05-2019 03:15,08-05-2019 03:30,5.65,8.79,9.45,14.43,5.71,57.46,165.56
08-05-2019 03:30,08-05-2019 03:45,7.23,9.92,11.6,17.15,7.27,41.15,105.81
08-05-2019 03:45,08-05-2019 04:00,6.88,9.02,9.08,15.9,6.67,67.36,201.84
08-05-2019 04:00,08-05-2019 04:15,6.78,8.45,9.01,15.23,6.53,67.36,201.84
08-05-2019 04:15,08-05-2019 04:30,6.72,10.01,8.58,16.72,7.02,96,260.76
08-05-2019 04:30,08-05-2019 04:45,6.62,8.79,9.25,15.41,6.18,67.36,201.84
08-05-2019 04:45,08-05-2019 05:00,7.84,23.42,5.62,31.25,7.81,113.38,296.53
08-05-2019 05:00,08-05-2019 05:15,6.96,22.98,5.99,29.94,7.29,113.38,296.53
08-05-2019 05:15,08-05-2019 05:30,7.02,24.89,9.78,31.9,6.6,130.85,354.14
08-05-2019 05:30,08-05-2019 05:45,6.8,14.47,7.16,21.27,7.45,113.38,296.53
08-05-2019 05:45,08-05-2019 06:00,6.68,15.94,17.45,22.62,6.87,139.59,382.95
08-05-2019 06:00,08-05-2019 06:15,6.96,14.95,19.09,21.91,None,139.59,382.95
08-05-2019 06:15,08-05-2019 06:30,7.06,12.79,20.85,19.85,5.23,138.99,370.01
08-05-2019 06:30,08-05-2019 06:45,5.66,23.2,14.22,28.86,6.53,139.59,382.95
08-05-2019 06:45,08-05-2019 07:00,7.85,11.96,21.67,19.82,5.45,138.63,362.52
08-05-2019 07:00,08-05-2019 07:15,8.1,14.66,20.85,22.75,5.11,107.57,277.25
08-05-2019 07:15,08-05-2019 07:30,7.06,12.24,35.04,19.3,5.52,91.53,235.74
08-05-2019 07:30,08-05-2019 07:45,6.9,11.28,21.44,18.18,5.22,138.63,362.52
08-05-2019 07:45,08-05-2019 08:00,7.44,10.69,56.89,18.13,5.16,87.66,224.39
08-05-2019 08:00,08-05-2019 08:15,7.93,11.68,57.44,19.6,4.84,87.66,224.39
08-05-2019 08:15,08-05-2019 08:30,8.05,13.04,58.08,21.09,4.71,82.55,206.77
08-05-2019 08:30,08-05-2019 08:45,7.55,12.43,54.85,19.99,5.44,87.66,224.39
08-05-2019 08:45,08-05-2019 09:00,8.29,15.29,55.44,23.58,5.21,80.13,198.39
08-05-2019 09:00,08-05-2019 09:15,8.1,13.95,59.25,22.05,5.63,80.13,198.39
08-05-2019 09:15,08-05-2019 09:30,7.71,12.91,63.76,20.62,4.83,76.47,183.61
08-05-2019 09:30,08-05-2019 09:45,8.08,13.8,56.77,21.88,5.34,80.13,198.39
08-05-2019 09:45,08-05-2019 10:00,7.27,11.78,69.04,19.05,4.69,74.25,174.64
08-05-2019 10:00,08-05-2019 10:15,6.96,9.66,72.33,16.62,None,74.25,174.64
08-05-2019 10:15,08-05-2019 10:30,7.67,9.61,73.18,17.28,4.22,69.72,153.29
08-05-2019 10:30,08-05-2019 10:45,7.64,12.9,66.58,20.54,5.29,74.25,174.64
08-05-2019 10:45,08-05-2019 11:00,7.28,11.4,74.96,18.68,4.1,67.45,140.33
08-05-2019 11:00,08-05-2019 11:15,6.92,10.4,76.62,17.31,4.68,67.45,140.33
08-05-2019 11:15,08-05-2019 11:30,7.69,12.34,76.62,20.04,5.22,58.96,121.69
08-05-2019 11:30,08-05-2019 11:45,7.91,10.35,74.49,18.27,4.47,67.45,140.33
08-05-2019 11:45,08-05-2019 12:00,7.19,11.26,80.31,18.46,5.06,53.8,112.37
08-05-2019 12:00,08-05-2019 12:15,7.27,11.46,82.73,18.73,5.41,53.8,112.37
08-05-2019 12:15,08-05-2019 12:30,7.52,11.93,79.06,19.45,5.48,56.15,111.6
08-05-2019 12:30,08-05-2019 12:45,7.49,10.68,77.62,18.17,5.33,53.8,112.37
08-05-2019 12:45,08-05-2019 13:00,6.99,10.17,83.27,17.16,5.17,57.59,111.13
08-05-2019 13:00,08-05-2019 13:15,8.08,11.76,80.93,19.84,5.2,57.59,111.13
08-05-2019 13:15,08-05-2019 13:30,7.94,11.68,81.43,19.63,4.89,52.06,99.24
08-05-2019 13:30,08-05-2019 13:45,7.77,11.74,80.97,19.51,5.42,57.59,111.13
08-05-2019 13:45,08-05-2019 14:00,7.54,14.81,82.3,22.35,4.81,49.3,93.3
08-05-2019 14:00,08-05-2019 14:15,7.34,11.46,84.75,18.8,None,49.3,93.3
08-05-2019 14:15,08-05-2019 14:30,7.9,12.38,82.81,20.28,4.93,47.71,93.67
08-05-2019 14:30,08-05-2019 14:45,7.31,12.56,80.4,19.87,4.8,49.3,93.3
08-05-2019 14:45,08-05-2019 15:00,6.95,10.38,84.16,17.34,4.83,46.75,93.85
08-05-2019 15:00,08-05-2019 15:15,7.12,9.32,84.29,16.44,4.37,46.75,93.85
08-05-2019 15:15,08-05-2019 15:30,7.2,11.09,84.5,18.3,4.17,46.49,90.03
08-05-2019 15:30,08-05-2019 15:45,6.74,10.88,84.28,17.62,5.42,46.75,93.85
08-05-2019 15:45,08-05-2019 16:00,7.5,11.18,85.41,18.68,3.88,46.36,87.71
08-05-2019 16:00,08-05-2019 16:15,8.03,14.05,83.45,22.08,4.15,46.36,87.71
08-05-2019 16:15,08-05-2019 16:30,6.82,14.35,87.22,21.17,4.31,46.36,86.73
08-05-2019 16:30,08-05-2019 16:45,7.29,11.37,85.38,18.66,3.98,46.36,87.71
08-05-2019 16:45,08-05-2019 17:00,5.73,15.54,86.39,21.27,4.65,46.36,86.24
08-05-2019 17:00,08-05-2019 17:15,6.89,13.15,87.42,20.04,4.28,46.36,86.24
08-05-2019 17:15,08-05-2019 17:30,7.04,17.19,89.59,24.23,4.6,46.22,87.8
08-05-2019 17:30,08-05-2019 17:45,7.16,12.9,86.62,20.06,4.57,46.36,86.24
08-05-2019 17:45,08-05-2019 18:00,6.86,16.69,80.87,23.55,4.74,46.13,88.54
08-05-2019 18:00,08-05-2019 18:15,7.08,17.22,78.29,24.29,None,46.13,88.54
08-05-2019 18:15,08-05-2019 18:30,7.42,25.02,68.21,32.44,5.26,35.69,81.74
08-05-2019 18:30,08-05-2019 18:45,6.18,15.81,83.53,21.98,4.73,46.13,88.54
08-05-2019 18:45,08-05-2019 19:00,7.43,23.12,68.11,30.55,5.83,30.47,77.6
08-05-2019 19:00,08-05-2019 19:15,8.46,26.55,60.97,35.01,6.12,30.47,77.6
08-05-2019 19:15,08-05-2019 19:30,7.23,30.25,56.58,37.48,5.98,35.72,74.06
08-05-2019 19:30,08-05-2019 19:45,7.29,21.39,71.34,28.68,6.53,30.47,77.6
08-05-2019 19:45,08-05-2019 20:00,7.13,36.3,23.74,43.43,7.61,38.21,72.29
08-05-2019 20:00,08-05-2019 20:15,7.61,38.4,20.65,46.01,7.66,38.21,72.29
08-05-2019 20:15,08-05-2019 20:30,7.71,35.49,25.43,43.2,7.65,33.25,78.58
08-05-2019 20:30,08-05-2019 20:45,7.21,32.83,51.51,40.04,6.84,38.21,72.29
08-05-2019 20:45,08-05-2019 21:00,8.15,31.74,25.69,39.89,8.01,30.24,81.57
08-05-2019 21:00,08-05-2019 21:15,7.61,30.99,26.58,38.59,8.77,30.24,81.57
08-05-2019 21:15,08-05-2019 21:30,7.26,32.32,24.66,39.58,10.79,35.5,78.8
08-05-2019 21:30,08-05-2019 21:45,6.89,30.74,28.08,37.64,7.67,30.24,81.57
08-05-2019 21:45,08-05-2019 22:00,6.44,22.86,30.99,29.31,8.14,38.13,77.12
08-05-2019 22:00,08-05-2019 22:15,6.94,21.78,32.32,28.72,None,38.13,77.12
08-05-2019 22:15,08-05-2019 22:30,6.89,21.56,32.2,28.45,6.02,32.73,68.23
08-05-2019 22:30,08-05-2019 22:45,6.96,28.6,28.43,35.56,9.9,38.13,77.12
08-05-2019 22:45,08-05-2019 23:00,6.48,12.44,29.84,18.93,3.67,35.62,78.09
08-05-2019 23:00,08-05-2019 23:15,7.4,21.15,15.65,28.55,5.7,41.24,91.12
08-05-2019 23:15,08-05-2019 23:30,7.17,16.11,17.23,23.28,3.63,49.43,102.36
08-05-2019 23:30,08-05-2019 23:45,5.94,15.33,38.51,21.28,4.71,29.46,63.79
08-05-2019 23:45,09-05-2019 00:00,None,None,None,None,None,None,None
09-05-2019 00:00,09-05-2019 00:15,8.35,43.71,6.26,52.06,3.81,54.4,107.98
09-05-2019 00:15,09-05-2019 00:30,7.75,40.29,7.41,48.04,4.52,52.86,112.88
09-05-2019 00:30,09-05-2019 00:45,7.4,44.18,5.43,51.58,5.01,52.1,115.86
09-05-2019 00:45,09-05-2019 01:00,7.74,46.65,4.86,54.39,4.63,52.1,115.86
09-05-2019 01:00,09-05-2019 01:15,6.92,41.71,5.27,48.63,4.63,52.1,115.86
09-05-2019 01:15,09-05-2019 01:30,6.33,33.55,6.36,39.89,4.23,50.66,122.74
09-05-2019 01:30,09-05-2019 01:45,6.76,24.01,8.15,30.78,3.86,49.79,126.19
09-05-2019 01:45,09-05-2019 02:00,7.29,22.95,8.02,30.25,3.66,49.79,126.19
09-05-2019 02:00,09-05-2019 02:15,6.53,20.77,8.7,27.29,None,49.79,126.19
09-05-2019 02:15,09-05-2019 02:30,6.01,18.08,9.84,24.09,6.31,71.62,181.1
09-05-2019 02:30,09-05-2019 02:45,6.76,24.01,8.15,30.78,3.86,49.79,126.19
09-05-2019 02:45,09-05-2019 03:00,6.91,11.69,10.78,18.6,5.96,84.27,214.44
09-05-2019 03:00,09-05-2019 03:15,6.76,11.5,10.72,18.26,5.51,84.27,214.44
09-05-2019 03:15,09-05-2019 03:30,6.67,11.41,10.56,18.09,5.46,126.8,333.29
09-05-2019 03:30,09-05-2019 03:45,6.54,13.78,10.48,20.32,6.12,84.27,214.44
09-05-2019 03:45,09-05-2019 04:00,6.76,13.82,9.31,20.58,4.73,147.03,405.45
09-05-2019 04:00,09-05-2019 04:15,7.7,31.85,3.33,39.55,5.39,147.03,405.45
09-05-2019 04:15,09-05-2019 04:30,8.24,35.68,1.8,43.92,6.26,160.82,471.43
09-05-2019 04:30,09-05-2019 04:45,6.8,10.61,11.16,17.4,4.86,147.03,405.45
09-05-2019 04:45,09-05-2019 05:00,7.81,29.16,3.65,36.97,6.39,169.19,504.42
09-05-2019 05:00,09-05-2019 05:15,6.99,24.41,5.97,31.4,6.52,169.19,504.42
09-05-2019 05:15,09-05-2019 05:30,7.07,18.49,7.65,25.56,6.29,178.76,521.27
09-05-2019 05:30,09-05-2019 05:45,7.76,32.59,2.64,40.35,6.46,169.19,504.42
09-05-2019 05:45,09-05-2019 06:00,6.88,11.65,19.94,18.53,6.23,145.49,395.81
09-05-2019 06:00,09-05-2019 06:15,6.78,10.65,41.73,17.44,None,78.77,159.45
09-05-2019 06:15,09-05-2019 06:30,6.89,9.31,45.07,16.2,4.28,72.7,154.85
09-05-2019 06:30,09-05-2019 06:45,7.17,13.88,8.67,21.05,6.14,183.79,531.49
09-05-2019 06:45,09-05-2019 07:00,6.64,9.04,48.35,15.68,3.79,69.82,152.05
09-05-2019 07:00,09-05-2019 07:15,7.09,9.79,51.4,16.88,3.44,69.82,152.05
09-05-2019 07:15,09-05-2019 07:30,6.88,9.23,57.35,16.11,3.16,65.5,133.09
09-05-2019 07:30,09-05-2019 07:45,7.03,9.28,47.09,16.32,3.84,69.82,152.05
09-05-2019 07:45,09-05-2019 08:00,7.46,8.25,62.14,15.72,2.87,62.87,123.62
09-05-2019 08:00,09-05-2019 08:15,7.15,8.5,61.28,15.65,3.24,62.87,123.62
09-05-2019 08:15,09-05-2019 08:30,6.92,9.92,57.4,16.83,3.87,85.23,173.98
09-05-2019 08:30,09-05-2019 08:45,7.23,8.7,59.95,15.93,2.79,62.87,123.62
09-05-2019 08:45,09-05-2019 09:00,7.43,11.55,58.86,18.98,4.11,116.27,242.13
09-05-2019 09:00,09-05-2019 09:15,7.9,11.38,63.37,19.29,3.95,116.27,242.13
09-05-2019 09:15,09-05-2019 09:30,7.61,9.69,66.56,17.3,3.44,108.38,210.4
09-05-2019 09:30,09-05-2019 09:45,7.15,11.49,56.81,18.64,4.51,116.27,242.13
09-05-2019 09:45,09-05-2019 10:00,7.15,9.7,67.41,16.85,3.5,103.59,191.13
09-05-2019 10:00,09-05-2019 10:15,7.08,10.38,68.44,17.47,None,103.59,191.13
09-05-2019 10:15,09-05-2019 10:30,6.84,11,69.13,17.84,4.9,93.1,160.02
09-05-2019 10:30,09-05-2019 10:45,7.56,9.23,67.57,16.79,3.23,103.59,191.13
09-05-2019 10:45,09-05-2019 11:00,7.17,9.69,75.81,16.87,5.11,86.73,145.23
09-05-2019 11:00,09-05-2019 11:15,6.82,10.75,77.52,17.56,4.85,86.73,145.23
09-05-2019 11:15,09-05-2019 11:30,6.8,11.24,79.34,18.05,4.72,83.18,136.39
09-05-2019 11:30,09-05-2019 11:45,7.09,11.06,71.48,18.14,5.25,86.73,145.23
09-05-2019 11:45,09-05-2019 12:00,6.75,11.1,82.13,17.85,5.36,81.41,131.02
09-05-2019 12:00,09-05-2019 12:15,7.02,11.64,82.55,18.65,5.38,81.41,131.02
09-05-2019 12:15,09-05-2019 12:30,7.2,12.17,82.73,19.38,5.37,75.55,110.22
09-05-2019 12:30,09-05-2019 12:45,6.66,10.51,81.22,17.17,4.75,81.41,131.02
09-05-2019 12:45,09-05-2019 13:00,6.97,10.78,81.53,17.75,4.89,71.99,98.74
09-05-2019 13:00,09-05-2019 13:15,8.11,14.25,81.9,22.36,4.93,71.99,98.74
09-05-2019 13:15,09-05-2019 13:30,7.49,11.98,82.72,19.47,4.75,57.44,88.59
09-05-2019 13:30,09-05-2019 13:45,6.85,11.55,81.24,18.39,4.86,71.99,98.74
09-05-2019 13:45,09-05-2019 14:00,6.99,11.4,86.43,18.4,5.36,50.16,83.77
09-05-2019 14:00,09-05-2019 14:15,7.12,11.8,86.22,18.93,None,50.16,83.77
09-05-2019 14:15,09-05-2019 14:30,7.87,11.36,90.88,19.23,4.08,47.33,82.59
09-05-2019 14:30,09-05-2019 14:45,7.19,12.07,83,19.25,5.59,50.16,83.77
09-05-2019 14:45,09-05-2019 15:00,7.42,10.57,98.53,17.99,4.17,45.99,81.88
09-05-2019 15:00,09-05-2019 15:15,7.67,13.08,96.6,20.74,4.16,45.99,81.88
09-05-2019 15:15,09-05-2019 15:30,6.93,11.81,99.49,18.73,3.93,48.73,74.97
09-05-2019 15:30,09-05-2019 15:45,7.51,10.57,95.13,18.08,4.01,45.99,81.88
09-05-2019 15:45,09-05-2019 16:00,7.24,13.07,100.26,20.31,4.27,50.4,71.34
09-05-2019 16:00,09-05-2019 16:15,7.08,14.88,93.85,21.96,4.32,50.4,71.34
09-05-2019 16:15,09-05-2019 16:30,6.97,11.81,92.84,18.78,3.92,43.65,67.39
09-05-2019 16:30,09-05-2019 16:45,7.81,9.81,97.57,17.61,3.98,50.4,71.34
09-05-2019 16:45,09-05-2019 17:00,6.28,12.24,95.93,18.53,4.12,40.28,65.51
09-05-2019 17:00,09-05-2019 17:15,6.72,12.8,97.28,19.52,4.17,40.28,65.51
09-05-2019 17:15,09-05-2019 17:30,6.92,12.06,94.11,18.98,5.1,47.85,53.31
09-05-2019 17:30,09-05-2019 17:45,6.84,12.61,93.75,19.45,3.81,40.28,65.51
09-05-2019 17:45,09-05-2019 18:00,7.53,18.88,85.02,26.41,5.35,44.95,66.93
09-05-2019 18:00,09-05-2019 18:15,7.35,20.58,82.35,27.93,None,44.95,66.93
09-05-2019 18:15,09-05-2019 18:30,7.24,20.36,81.19,27.61,4.92,46.94,71.36
09-05-2019 18:30,09-05-2019 18:45,6.93,15.06,91.87,21.99,5.16,47.17,60.51
09-05-2019 18:45,09-05-2019 19:00,7.37,18.13,79.74,25.5,5.19,48.2,73.57
09-05-2019 19:00,09-05-2019 19:15,6.77,22.73,76.27,29.5,5.78,48.2,73.57
09-05-2019 19:15,09-05-2019 19:30,7.18,22.45,76.42,29.63,6.2,47.56,82.06
09-05-2019 19:30,09-05-2019 19:45,7,17.29,83.6,24.29,5.44,48.2,73.57
09-05-2019 19:45,09-05-2019 20:00,7.06,28.54,34.28,35.6,5.77,47.23,86.09
09-05-2019 20:00,09-05-2019 20:15,6.25,26.85,34.35,33.09,5.6,47.23,86.09
09-05-2019 20:15,09-05-2019 20:30,7.2,25.72,35.15,32.92,5.63,44.25,84.83
09-05-2019 20:30,09-05-2019 20:45,7.38,28.4,34.61,35.77,6.22,47.23,86.09
09-05-2019 20:45,09-05-2019 21:00,7.34,25.43,31.17,32.77,5.41,42.44,84.02
09-05-2019 21:00,09-05-2019 21:15,7.21,24.19,34.46,31.4,5.99,42.44,84.02
09-05-2019 21:15,09-05-2019 21:30,6.93,21.34,36.71,28.28,6.35,39.03,80.52
09-05-2019 21:30,09-05-2019 21:45,7.18,21.59,39.12,28.76,6.06,42.44,84.02
09-05-2019 21:45,09-05-2019 22:00,7.73,39.8,22.44,47.53,7.02,36.96,78.76
09-05-2019 22:00,09-05-2019 22:15,6.33,42.42,21.5,48.75,None,36.96,78.76
09-05-2019 22:15,09-05-2019 22:30,6.18,24.55,32.61,30.74,4.83,36.23,94.08
09-05-2019 22:30,09-05-2019 22:45,7.09,20.56,36.91,27.64,6.11,36.96,78.76
09-05-2019 22:45,09-05-2019 23:00,6.82,15.17,38.14,21.99,4.35,35.86,102.14
09-05-2019 23:00,09-05-2019 23:15,6.87,15.19,35.95,22.07,4.6,35.86,102.14
09-05-2019 23:15,09-05-2019 23:30,6.64,12.87,36.53,19.52,4.39,35.73,96.72
09-05-2019 23:30,09-05-2019 23:45,6.67,17.15,35.86,23.82,4.61,35.86,102.14
09-05-2019 23:45,10-05-2019 00:00,None,None,None,None,None,None,None
10-05-2019 00:00,10-05-2019 00:15,6.35,10.32,22.4,16.66,5.27,41.59,93.43
10-05-2019 00:15,10-05-2019 00:30,6.58,9.91,22.75,16.49,4.33,34.79,93.72
10-05-2019 00:30,10-05-2019 00:45,6.37,12.17,21.83,18.53,4.64,31.39,93.87
10-05-2019 00:45,10-05-2019 01:00,6.2,14.42,20.11,20.62,5.2,31.39,93.87
10-05-2019 01:00,10-05-2019 01:15,6.82,13.62,21.57,20.44,4.92,31.39,93.87
10-05-2019 01:15,10-05-2019 01:30,6.68,12.29,21.07,18.97,5.07,29.63,78.64
10-05-2019 01:30,10-05-2019 01:45,6.99,10.61,21.27,17.6,4.98,28.8,69.4
10-05-2019 01:45,10-05-2019 02:00,6.74,10.67,21.52,17.41,4.76,28.8,69.4
10-05-2019 02:00,10-05-2019 02:15,7.26,21.93,15.83,29.19,None,28.8,69.4
10-05-2019 02:15,10-05-2019 02:30,7.46,35.05,10.27,42.51,6.13,36.62,78.85
10-05-2019 02:30,10-05-2019 02:45,6.99,10.61,21.27,17.6,4.98,28.8,69.4
10-05-2019 02:45,10-05-2019 03:00,7.16,33.73,11.15,40.89,6.7,41.36,84.59
10-05-2019 03:00,10-05-2019 03:15,6.85,31.87,11.8,38.72,7.07,41.36,84.59
10-05-2019 03:15,10-05-2019 03:30,8.11,34.84,11.26,42.95,7.85,36.1,83.9
10-05-2019 03:30,10-05-2019 03:45,7.1,36.84,10.02,43.93,6.58,41.36,84.59
10-05-2019 03:45,10-05-2019 04:00,7.35,53.25,4.74,60.6,8.99,33.46,83.55
10-05-2019 04:00,10-05-2019 04:15,6.64,28.07,12.5,34.71,8.81,33.46,83.55
10-05-2019 04:15,10-05-2019 04:30,6.83,17.53,15.69,24.36,8.83,31.09,89.65
10-05-2019 04:30,10-05-2019 04:45,7.92,49.45,6.52,57.37,8.75,33.46,83.55
10-05-2019 04:45,10-05-2019 05:00,6.72,13.04,17.01,19.76,8.75,29.65,93.19
10-05-2019 05:00,10-05-2019 05:15,6.84,11.38,17.37,18.22,8.12,29.65,93.19
10-05-2019 05:15,10-05-2019 05:30,6.27,12.16,16.99,18.43,7.39,30.59,103.97
10-05-2019 05:30,10-05-2019 05:45,6.38,14.21,16.41,20.59,8.8,29.65,93.19
10-05-2019 05:45,10-05-2019 06:00,6.83,20.24,12.25,27.07,7.38,31.17,110.51
10-05-2019 06:00,10-05-2019 06:15,7.16,34.75,7.53,41.91,None,31.17,110.51
10-05-2019 06:15,10-05-2019 06:30,7.69,25.76,9.76,33.46,6.89,35.85,124.85
10-05-2019 06:30,10-05-2019 06:45,6.61,12.9,15.76,19.51,7.01,31.17,110.51
10-05-2019 06:45,10-05-2019 07:00,7.36,15.1,13.63,22.46,6.67,38.08,132.02
10-05-2019 07:00,10-05-2019 07:15,7.58,14.51,13.04,22.09,5.8,38.08,132.02
10-05-2019 07:15,10-05-2019 07:30,8.24,14.26,12.12,22.5,5.46,43.77,142.45
10-05-2019 07:30,10-05-2019 07:45,6.95,18.62,14.09,25.57,6.58,38.08,132.02
10-05-2019 07:45,10-05-2019 08:00,8.96,15.87,20.66,24.83,4.83,47.91,148.78
10-05-2019 08:00,10-05-2019 08:15,9.09,16.67,36.24,25.76,4.78,67.46,148.78
10-05-2019 08:15,10-05-2019 08:30,9.72,19.98,32.08,29.7,4.82,60.45,161.9
10-05-2019 08:30,10-05-2019 08:45,8.22,15.49,11.23,23.71,4.81,47.22,148.78
10-05-2019 08:45,10-05-2019 09:00,12.53,22.93,26.59,35.46,5.12,56.77,169.87
10-05-2019 09:00,10-05-2019 09:15,11.96,21.54,27.48,33.5,5.48,56.77,169.87
10-05-2019 09:15,10-05-2019 09:30,9.21,15.33,36.48,24.54,5.08,81.91,191.25
10-05-2019 09:30,10-05-2019 09:45,10.93,23.71,29.54,34.64,5.53,56.77,169.87
10-05-2019 09:45,10-05-2019 10:00,8.44,12.25,43.67,20.69,4.09,93.86,201.42
10-05-2019 10:00,10-05-2019 10:15,7.71,11.87,46.74,19.49,None,93.86,201.42
10-05-2019 10:15,10-05-2019 10:30,None,None,47.05,None,2.93,71,184.17
10-05-2019 10:30,10-05-2019 10:45,8.82,13.25,40.51,22.07,5.19,93.86,201.42
10-05-2019 10:45,10-05-2019 11:00,None,None,None,None,4.75,57.13,174.23
10-05-2019 11:00,10-05-2019 11:15,None,None,None,None,5.24,57.13,174.23
10-05-2019 11:15,10-05-2019 11:30,None,None,None,None,5.68,74.6,152.9
10-05-2019 11:30,10-05-2019 11:45,None,None,None,None,3.99,57.13,174.23
10-05-2019 11:45,10-05-2019 12:00,None,None,None,None,6.28,None,None
10-05-2019 12:00,10-05-2019 12:15,None,None,None,None,7.06,None,None
10-05-2019 12:15,10-05-2019 12:30,None,None,None,None,6.54,None,None
10-05-2019 12:30,10-05-2019 12:45,None,None,None,None,5.88,81.61,137.79
10-05-2019 12:45,10-05-2019 13:00,None,None,75.46,None,8.1,None,None
10-05-2019 13:00,10-05-2019 13:15,None,None,78.61,None,6.77,None,None
10-05-2019 13:15,10-05-2019 13:30,None,None,79.95,None,6.39,None,None
10-05-2019 13:30,10-05-2019 13:45,None,None,69.05,None,8.14,None,None
10-05-2019 13:45,10-05-2019 14:00,None,None,77.87,None,5.32,None,None
10-05-2019 14:00,10-05-2019 14:15,None,None,80.12,None,None,4.45,71.1
10-05-2019 14:15,10-05-2019 14:30,None,None,80.3,None,6.04,4.45,74.4
10-05-2019 14:30,10-05-2019 14:45,None,None,77.48,None,5.63,None,None
10-05-2019 14:45,10-05-2019 15:00,10.07,6.34,82.43,15.68,5.46,4.64,74.4
10-05-2019 15:00,10-05-2019 15:15,7.69,9.23,81.35,16.92,5.34,21.08,62.83
10-05-2019 15:15,10-05-2019 15:30,6.11,7.21,84.39,13.33,5.25,21.08,62.83
10-05-2019 15:30,10-05-2019 15:45,None,None,81.29,None,6.29,4.45,74.4
10-05-2019 15:45,10-05-2019 16:00,5.81,9.54,79.84,15.34,5.95,21.08,62.83
10-05-2019 16:00,10-05-2019 16:15,5.59,11.83,82.61,17.42,5.49,12.51,60.14
