dates,PM25,PM10,NO,NO2,NOx,Ozone
21-09-2020 07:45,2.8,14.7,5.4,5.9,11.5,1.5
21-09-2020 08:00,2.8,14.8,5.1,5,10.4,1.5
21-09-2020 08:15,2.6,21.1,5.2,5.5,10.9,1.5
21-09-2020 08:30,2.6,21.1,5.1,5.5,10.8,1.5
21-09-2020 08:45,2.6,21.1,5.2,5.5,10.9,1.5
21-09-2020 09:00,2.6,21,5.6,6.4,12.2,1.5
21-09-2020 09:15,2.6,17.8,5.1,5.8,11.2,1.5
21-09-2020 09:30,2.6,17.8,5.2,7.3,12.6,1.5
21-09-2020 09:45,2.6,17.8,5.1,7.5,12.8,1.5
21-09-2020 10:00,2.6,17.9,5.2,8.7,14.1,1.5
21-09-2020 10:15,2.7,23,5.2,8.6,14,1.5
21-09-2020 10:30,2.7,23,5,8.2,13.5,1.5
21-09-2020 10:45,2.7,23,5.2,10.1,15.5,1.5
21-09-2020 11:00,2.7,23,5.3,10.5,16,1.5
21-09-2020 11:15,2.8,21.5,5.5,11.5,17.2,1.52
21-09-2020 11:30,2.8,21.5,5.8,10.4,16.3,1.5
21-09-2020 11:45,2.8,21.5,6.2,10.5,16.9,1.5
21-09-2020 12:00,2.8,21.5,5.9,9.1,15.2,1.5
21-09-2020 12:15,4.1,18.9,6.4,10.4,17,1.5
21-09-2020 12:30,None,None,6.1,10.4,16.7,None
21-09-2020 12:45,None,None,6.1,10.6,16.9,None
21-09-2020 13:00,None,None,None,None,None,None
21-09-2020 13:15,None,None,None,None,None,19.08
21-09-2020 13:30,None,None,None,None,None,20.69
21-09-2020 13:45,None,None,None,None,None,23.56
21-09-2020 14:00,19.1,39.1,None,None,None,21.97
21-09-2020 14:15,19.1,39.1,None,None,None,19.98
21-09-2020 14:30,19.1,39.1,None,None,None,22.91
21-09-2020 14:45,18.9,38.8,4.5,9.4,14.1,24.01
21-09-2020 15:00,14.7,34.9,4.8,6.9,11.8,25.98
21-09-2020 15:15,14.7,34.9,4.7,6.4,11.3,29.08
21-09-2020 15:30,14.7,34.9,4.9,7,12.1,25.25
21-09-2020 15:45,None,34.5,5.2,7.6,13,23.95
21-09-2020 16:00,None,27,5.1,7.2,12.5,22.6
21-09-2020 16:15,None,27,4.9,6.6,11.7,23.42
21-09-2020 16:30,None,27,4.9,6.9,12,20.19
21-09-2020 16:45,None,27.2,5.1,8.5,13.7,18.15
21-09-2020 17:00,None,29.7,4.9,8.2,13.4,17.53
21-09-2020 17:15,None,29.7,7.1,8.2,15.6,18.95
21-09-2020 17:30,None,29.7,5.5,9.4,15.1,16.87
21-09-2020 17:45,None,29.6,5.1,9.4,14.7,18.04
21-09-2020 18:00,7.9,29,4.8,9.3,14.3,18.17
21-09-2020 18:15,7.9,29,4.9,10,15.1,20.42
21-09-2020 18:30,7.9,29,4.9,10.4,15.5,16.44
21-09-2020 18:45,7.8,29.2,5,11.4,16.7,12.47
21-09-2020 19:00,7,32,5,11.3,16.5,14.1
21-09-2020 19:15,7,32,4.9,11.5,16.6,14.93
21-09-2020 19:30,7,32,4.9,11.7,16.8,13.24
21-09-2020 19:45,7,31.6,5.2,11.8,17.2,12.21
21-09-2020 20:00,7.5,25.1,5.1,11.5,16.8,12.24
21-09-2020 20:15,7.5,25.1,5.2,12.2,17.7,13.88
21-09-2020 20:30,7.5,25.1,5.3,12.3,17.8,9.16
21-09-2020 20:45,7.5,25,5.4,12.6,18.2,8.96
21-09-2020 21:00,6.2,22.5,5.3,12.6,18,8.73
21-09-2020 21:15,6.2,22.5,4.7,9.9,15,10.56
21-09-2020 21:30,6.2,22.5,4,10.7,14.9,10.08
21-09-2020 21:45,6.1,22.9,3.6,9.6,13.3,11.88
21-09-2020 22:00,4.9,29.7,3.3,8.3,11.8,12.68
21-09-2020 22:15,4.9,29.7,3.3,8.3,11.8,13.46
21-09-2020 22:30,4.9,29.7,3.3,8.1,11.6,11.14
21-09-2020 22:45,4.9,29.4,3.2,7.1,10.5,2.22
21-09-2020 23:00,5.1,24.7,3.2,6.4,9.8,11.67
21-09-2020 23:15,5.1,24.7,3.1,6.1,9.4,14.74
21-09-2020 23:30,5.1,24.7,3.1,4.9,8.2,12.66
21-09-2020 23:45,5.1,24.4,3.1,4.1,7.4,13.34
22-09-2020 00:00,None,None,None,None,None,None
22-09-2020 00:15,4.7,20.2,3,3.8,7.1,16.15
22-09-2020 00:30,4.7,20.2,3.1,3.6,6.9,13.36
22-09-2020 00:45,4.7,20,3,3.4,6.6,13.55
22-09-2020 01:00,4.3,17.8,3,2.9,6.1,14.47
22-09-2020 01:15,4.3,17.8,3.6,3.9,7.8,18.81
22-09-2020 01:30,4.3,17.8,3.6,3.2,7,15.99
22-09-2020 01:45,4.3,18,3.6,2.7,6.5,17.58
22-09-2020 02:00,4.5,21.5,3.6,2.6,6.3,19.46
22-09-2020 02:15,4.5,21.5,3.5,2.5,6.3,21.25
22-09-2020 02:30,4.5,21.5,3.5,2.4,6.1,19.88
22-09-2020 02:45,4.5,21.5,3.5,2.4,6.1,20.15
22-09-2020 03:00,4,20,3.5,2.2,6,21.55
22-09-2020 03:15,4,20,3.5,2.1,5.8,26.42
22-09-2020 03:30,4,20,3.5,2.3,6.1,21.56
22-09-2020 03:45,4,20,3.6,2.3,6.1,20.23
22-09-2020 04:00,4,19.7,3.6,2.5,6.3,19.13
22-09-2020 04:15,4,19.7,3.6,3.2,7,22.21
22-09-2020 04:30,4,19.7,3.6,3.4,7.2,18.49
22-09-2020 04:45,4,19.7,3.6,3.6,7.5,18.68
22-09-2020 05:00,3.7,18.9,3.6,4,7.8,18.3
22-09-2020 05:15,3.7,18.9,4.9,3.5,8.7,26.31
22-09-2020 05:30,3.7,18.9,4.6,3.6,8.3,25.4
22-09-2020 05:45,3.7,19.1,4.5,4.1,8.8,24.29
22-09-2020 06:00,3.6,22.3,4.5,5.2,10,22.79
22-09-2020 06:15,3.6,22.3,4.6,5.7,10.5,23.66
22-09-2020 06:30,3.6,22.3,4.6,5.9,10.7,22.13
22-09-2020 06:45,3.6,22.1,4.7,5.9,10.8,21.82
22-09-2020 07:00,3.5,19.8,4.8,7,12,18.32
22-09-2020 07:15,3.5,19.8,4.8,7.1,12.1,21.94
22-09-2020 07:30,3.5,19.8,4.9,6.8,11.9,19.13
22-09-2020 07:45,3.5,19.9,5.1,7.2,12.6,18.55
22-09-2020 08:00,3.5,21,5.1,7.1,12.4,21.51
22-09-2020 08:15,3.5,21,5.1,6.8,12.1,27.93
22-09-2020 08:30,3.5,21,5.2,7.3,12.7,24.55
22-09-2020 08:45,3.5,21.1,5.4,7.8,13.3,21.04
22-09-2020 09:00,3.6,22.8,5.7,8.6,14.5,22.65
22-09-2020 09:15,3.6,22.8,5,8.5,13.9,24.98
22-09-2020 09:30,3.6,22.8,4.9,7.5,12.5,26.6
22-09-2020 09:45,3.6,23.3,4.7,6.5,11.4,29.5
22-09-2020 10:00,3.6,31.7,4.7,5.7,10.5,29.78
22-09-2020 10:15,3.6,31.7,4.7,5.8,10.7,32.02
22-09-2020 10:30,3.6,31.7,4.9,6.3,11.4,27.35
22-09-2020 10:45,3.6,31.5,5,7.3,12.5,42.65
22-09-2020 11:00,3.6,28.2,4.6,6.2,11,36.41
22-09-2020 11:15,3.6,28.2,4.4,5.9,10.5,42.19
22-09-2020 11:30,3.6,28.2,4.5,7.3,12,40.73
22-09-2020 11:45,3.6,28.1,4.4,7.1,11.7,38.93
22-09-2020 12:00,3.6,26.1,4.3,7.7,12.2,35.53
22-09-2020 12:15,3.6,26.1,4.3,7.2,11.6,40.86
22-09-2020 12:30,3.6,26.1,4.2,6.4,10.8,41.11
22-09-2020 12:45,3.6,26.3,4.2,5.5,9.9,45.74
22-09-2020 13:00,3.5,28.8,4.2,6.3,10.7,41.07
22-09-2020 13:15,3.5,28.8,5.9,7.6,13.8,42.81
22-09-2020 13:30,3.5,28.8,5.4,7.2,12.8,42.53
22-09-2020 13:45,3.5,28.7,5.3,8,13.5,47.3
22-09-2020 14:00,3.5,27,5.3,9.3,14.8,47.54
22-09-2020 14:15,3.5,27,5.3,9.9,15.4,45.73
22-09-2020 14:30,3.5,27,5.3,10.2,15.7,42.39
22-09-2020 14:45,3.5,27,5.3,9.4,14.9,40.39
22-09-2020 15:00,3.5,26.9,6,10,16.2,35.36
22-09-2020 15:15,3.5,26.9,5.9,11.5,17.6,31.75
22-09-2020 15:30,3.5,26.9,5.8,12.6,18.6,27.08
22-09-2020 15:45,3.5,27.3,5.8,12.7,18.8,24.3
22-09-2020 16:00,4.1,34,7,14.5,21.6,22.29
22-09-2020 16:15,4.1,34,9.7,19.5,29.4,21.38
22-09-2020 16:30,4.1,34,10,21.2,31.5,16.39
22-09-2020 16:45,4.1,34.3,10.2,21.6,32,15.07
22-09-2020 17:00,4.1,37.9,8.1,17,25.3,18.98
22-09-2020 17:15,4.1,37.9,4.8,16.7,22,17.46
22-09-2020 17:30,4.1,37.9,5.1,18.4,23.7,11.83
22-09-2020 17:45,4.2,37.7,5,18.2,23.4,9.98
22-09-2020 18:00,5.1,34.2,4.7,18.6,23.6,7.98
22-09-2020 18:15,5.1,34.2,5.8,20.5,26.5,10.19
22-09-2020 18:30,5.1,34.2,6.5,21.4,28.1,5.34
22-09-2020 18:45,5.1,34.4,6.2,20.6,27,6.13
22-09-2020 19:00,4.8,38.1,6.7,21.6,28.5,5.76
22-09-2020 19:15,4.8,38.1,6.4,21.4,28,9.86
22-09-2020 19:30,4.8,38.1,5.2,18.1,23.5,8.08
22-09-2020 19:45,5.2,38.5,5.2,18.2,23.6,7.56
22-09-2020 20:00,11.3,45.6,5,17.7,22.8,8.33
22-09-2020 20:15,11.3,45.6,4.8,16.4,21.4,12.23
22-09-2020 20:30,11.3,45.6,4.7,15.9,20.8,8.61
22-09-2020 20:45,11.2,45.2,4.1,14.1,18.4,11.46
22-09-2020 21:00,9.2,37.8,3.4,11.8,15.4,14.97
22-09-2020 21:15,9.2,37.8,5.8,11.9,18.2,17.16
22-09-2020 21:30,9.2,37.8,4.4,12.7,17.4,15.96
22-09-2020 21:45,9.2,37.8,4.1,11.5,15.9,14.95
22-09-2020 22:00,9.6,38.3,3.9,10.1,14.2,14.74
22-09-2020 22:15,9.6,38.3,3.9,9.9,14,17.36
22-09-2020 22:30,9.6,38.3,3.9,10.3,14.5,13.21
22-09-2020 22:45,9.6,38.1,3.9,10,14.1,12.79
22-09-2020 23:00,9.8,34.4,3.8,8.3,12.3,14.89
22-09-2020 23:15,9.8,34.4,3.8,7,11,19.53
22-09-2020 23:30,9.8,34.4,3.7,6.6,10.5,16.23
22-09-2020 23:45,9.8,34.6,3.7,6,9.9,17.04
23-09-2020 00:00,None,None,None,None,None,None
23-09-2020 00:15,10.9,39.4,3.6,5.5,9.4,19.56
23-09-2020 00:30,10.9,39.4,3.6,4.7,8.5,17.55
23-09-2020 00:45,10.9,38.9,3.6,4.5,8.3,16.98
23-09-2020 01:00,10.9,30.3,3.6,4.7,8.5,17.06
23-09-2020 01:15,10.9,30.3,4.6,5.7,10.5,19.7
23-09-2020 01:30,10.9,30.3,4.2,5.1,9.6,17.81
23-09-2020 01:45,10.8,30,4.2,4.5,8.9,15.98
23-09-2020 02:00,8.7,24.1,4.3,4.2,8.7,16.17
23-09-2020 02:15,8.7,24.1,4.2,3.8,8.2,18.8
23-09-2020 02:30,8.7,24.1,4.3,3.6,8.1,None
23-09-2020 02:45,8.6,24,4.3,3.8,8.3,13.52
23-09-2020 03:00,7,21.5,4.3,4.2,8.7,12.35
23-09-2020 03:15,7,21.5,4.3,4.5,9,10.45
23-09-2020 03:30,7,21.5,4.3,4.8,9.2,11.3
23-09-2020 03:45,6.9,22.5,4.3,4.5,9,11.84
23-09-2020 04:00,5.6,39.4,4.2,4.2,8.6,9.23
23-09-2020 04:15,5.6,39.4,4.3,4.4,8.9,20.69
23-09-2020 04:30,5.6,39.4,4.3,4.7,9.3,3.11
23-09-2020 04:45,5.5,39.1,4.4,4.7,9.2,8.1
23-09-2020 05:00,4.8,33.7,4.4,4.4,9,29.54
23-09-2020 05:15,4.8,33.7,5.1,3.7,9,10.32
23-09-2020 05:30,4.8,33.7,4.3,4.1,8.6,27.65
23-09-2020 05:45,4.8,33.3,4.1,4.8,9.1,8.75
23-09-2020 06:00,4.8,26.9,4.1,4.3,8.6,10.87
23-09-2020 06:15,4.8,26.9,4.1,4.6,8.9,26.9
23-09-2020 06:30,4.8,26.9,4.3,6.1,10.6,18.48
23-09-2020 06:45,4.9,26.7,4.2,5.4,9.8,17.87
23-09-2020 07:00,6.4,23.2,4.2,5.7,10.1,12.42
23-09-2020 07:15,6.4,23.2,4.3,6.7,11.2,19.56
23-09-2020 07:30,6.4,23.2,4.5,7.1,11.8,11.7
23-09-2020 07:45,8.4,23,4.9,8.1,13.2,13.41
23-09-2020 08:00,None,19.3,5.2,9.4,14.8,11.54
23-09-2020 08:15,None,19.3,5.6,9.8,15.5,25.28
23-09-2020 08:30,None,19.3,5.5,9.6,15.3,9.26
23-09-2020 08:45,None,19.4,5.9,11.5,17.6,13.53
23-09-2020 09:00,1.5,21.1,9.2,13.5,22.8,4.92
23-09-2020 09:15,1.5,21.1,5,11.7,17.1,16.53
23-09-2020 09:30,1.5,21.1,4.6,11.4,16.2,15.19
23-09-2020 09:45,1.6,21.1,7.5,14.5,22.1,4.41
23-09-2020 10:00,2.4,20.9,5.7,12.9,18.7,22.35
23-09-2020 10:15,2.4,20.9,4.3,10.8,15.3,14.25
23-09-2020 10:30,2.4,20.9,4.6,10.6,15.4,9.53
23-09-2020 10:45,2.4,20.7,6.9,15.1,22.2,6.8
23-09-2020 11:00,2.6,17.3,7.5,15.8,23.5,10.44
23-09-2020 11:15,2.6,17.3,6.3,13.9,20.4,13.47
23-09-2020 11:30,2.6,17.3,4.4,11.1,15.7,15.41
23-09-2020 11:45,2.5,17.2,4.5,9.9,14.6,11.53
23-09-2020 12:00,2,14.7,4.8,9.9,14.9,16.84
23-09-2020 12:15,2,14.7,4.6,9.3,14,12.47
23-09-2020 12:30,2,14.7,4,7.9,12.1,17.55
23-09-2020 12:45,2.1,15.1,3.7,7.1,11.1,22.5
23-09-2020 13:00,2.7,20.8,3.4,6.1,9.8,18.15
23-09-2020 13:15,2.7,20.8,6.4,6,12.6,28.33
23-09-2020 13:30,2.7,20.8,5.5,7.8,13.5,14.78
23-09-2020 13:45,3.8,21.1,5,7.5,12.7,24.68
23-09-2020 14:00,22.1,27,4.9,7.4,12.5,24.23
23-09-2020 14:15,22.1,27,4.5,6.5,11.2,26.77
23-09-2020 14:30,22.1,27,4.6,6.3,11.1,23.66
23-09-2020 14:45,21.2,26.8,4.6,5.7,10.5,26.2
23-09-2020 15:00,5.6,23.8,4.4,5.1,9.7,22.32
23-09-2020 15:15,5.6,23.8,4.3,4.6,9.2,29.07
23-09-2020 15:30,5.6,23.8,4.4,4.4,9,22.67
23-09-2020 15:45,5.5,23.7,4.4,4.7,9.3,22.76
23-09-2020 16:00,4.1,21.2,4.3,4.7,9.2,23.05
23-09-2020 16:15,4.1,21.2,4.2,4.9,9.2,28.92
23-09-2020 16:30,4.1,21.2,4.1,4.8,9.2,24.49
23-09-2020 16:45,4,21.4,4.1,4.8,9.1,26.78
23-09-2020 17:00,2.9,23.6,4.1,5.4,9.6,26.34
23-09-2020 17:15,2.9,23.6,4.5,6.5,11.4,26.84
23-09-2020 17:30,2.9,23.6,4.6,8.7,13.5,19.34
23-09-2020 17:45,3,23.6,5.4,13.6,19.2,15.64
23-09-2020 18:00,4.4,23.5,5.8,15.2,21.2,10.66
23-09-2020 18:15,4.4,23.5,5.4,14.9,20.5,12.19
23-09-2020 18:30,4.4,23.5,5.5,15.5,21.2,7.13
23-09-2020 18:45,4.4,24.1,5.2,15.2,20.6,10.87
23-09-2020 19:00,3.6,33.7,4.8,13.1,18.1,11.87
23-09-2020 19:15,3.6,33.7,4.7,11.3,16.2,16.19
23-09-2020 19:30,3.6,33.7,4.5,9.6,14.3,13.18
23-09-2020 19:45,4.4,33.3,4.6,9.7,14.5,13.16
23-09-2020 20:00,18,27,4.5,9.8,14.5,12.4
23-09-2020 20:15,18,27,4.6,9.8,14.6,17.24
23-09-2020 20:30,18,27,4.6,10.5,15.3,14.35
23-09-2020 20:45,17.3,27,5,13.6,18.7,8.59
23-09-2020 21:00,5.6,27.1,4.8,13.9,18.9,14.47
23-09-2020 21:15,5.6,27.1,4,10.4,14.6,12.98
23-09-2020 21:30,5.6,27.1,3.6,9.4,13.2,16.47
23-09-2020 21:45,5.5,27.6,3.4,7.8,11.4,18.45
23-09-2020 22:00,4.1,34.8,3.4,6.9,10.5,24.17
23-09-2020 22:15,4.1,34.8,3.4,5.9,9.5,22.71
23-09-2020 22:30,4.1,34.8,3.4,5.6,9.1,19.14
23-09-2020 22:45,4,34.7,3.3,5.6,9.1,18.03
23-09-2020 23:00,2.7,33,3.3,5,8.5,20.31
23-09-2020 23:15,2.7,33,3.3,4.7,8.3,23.11
23-09-2020 23:30,2.7,33,3.3,4.4,8,20.24
23-09-2020 23:45,3,32.6,3.3,4.2,7.7,20.21
24-09-2020 00:00,None,None,None,None,None,None
24-09-2020 00:15,8.2,26,3.3,4.4,7.9,20.11
24-09-2020 00:30,8.2,26,3.3,4,7.5,20.15
24-09-2020 00:45,8.4,26.2,3.3,4.3,7.8,19.4
24-09-2020 01:00,11.5,28.2,3.3,4.6,8.1,18.99
24-09-2020 01:15,11.5,28.2,4.1,5.9,10.2,17.37
24-09-2020 01:30,11.5,28.2,3.8,5.9,9.9,13.75
24-09-2020 01:45,11.2,28,3.8,4.9,8.9,13.6
24-09-2020 02:00,6.3,25,3.8,3.8,7.8,18.92
24-09-2020 02:15,6.3,25,3.8,3.1,7.1,19.46
24-09-2020 02:30,6.3,25,3.8,2.7,6.7,28.22
24-09-2020 02:45,6.2,24.8,3.8,2.8,6.8,25.63
24-09-2020 03:00,4.3,20.9,3.8,3.4,7.4,23.37
24-09-2020 03:15,4.3,20.9,3.8,3.6,7.7,30.07
24-09-2020 03:30,4.3,20.9,3.8,3.2,7.2,26.48
24-09-2020 03:45,4.2,20.9,3.7,2.9,6.8,25.94
24-09-2020 04:00,2.7,20.5,3.7,2.9,6.9,22.95
24-09-2020 04:15,2.7,20.5,3.7,3.4,7.3,24.81
24-09-2020 04:30,2.7,20.5,3.8,3.7,7.6,22.7
24-09-2020 04:45,2.7,20.4,3.8,3.5,7.5,20.47
24-09-2020 05:00,3.3,17.9,3.8,3.3,7.3,24.88
24-09-2020 05:15,3.3,17.9,5.2,2.7,8.2,27.69
24-09-2020 05:30,3.3,17.9,4.3,3.3,7.8,23.36
24-09-2020 05:45,3.5,18.1,4.1,3.3,7.6,22.34
24-09-2020 06:00,5.7,23,4,3.4,7.7,21.33
24-09-2020 06:15,5.7,23,4,3.5,7.8,24.34
24-09-2020 06:30,5.7,23,4.1,3.9,8.2,20.5
24-09-2020 06:45,5.6,22.9,4.1,4.6,8.9,21.35
24-09-2020 07:00,4.6,21.5,4.2,5.3,9.7,20.73
24-09-2020 07:15,4.6,21.5,4.3,5.7,10.2,23.74
24-09-2020 07:30,4.6,21.5,4.3,5.9,10.4,22.5
24-09-2020 07:45,4.7,21.4,4.3,5.8,10.3,20.66
24-09-2020 08:00,7,20.9,4.4,6.2,10.8,16.62
24-09-2020 08:15,7,20.9,4.7,7.5,12.3,18.46
24-09-2020 08:30,7,20.9,4.6,7.2,12,17.16
24-09-2020 08:45,6.9,21.4,4.7,7.5,12.4,17.23
24-09-2020 09:00,4.9,29.3,4.9,7.9,13,17.31
24-09-2020 09:15,4.9,29.3,6.6,12.1,19.1,13.42
24-09-2020 09:30,4.9,29.3,5.9,11.7,17.7,12.86
24-09-2020 09:45,4.9,30.1,5.1,9.9,15.2,14.77
24-09-2020 10:00,6,43.7,5.2,10.5,15.8,15.87
24-09-2020 10:15,6,43.7,4.8,10,15,23.14
24-09-2020 10:30,6,43.7,4.4,8.2,12.9,21.82
24-09-2020 10:45,5.9,43.3,4.1,7.7,12,None
24-09-2020 11:00,4.1,37.3,3.9,7.2,11.3,None
24-09-2020 11:15,4.1,37.3,None,None,None,27.95
24-09-2020 11:30,4.1,37.3,None,None,None,32.01
24-09-2020 11:45,4.1,37.3,None,None,None,30.82
24-09-2020 12:00,5.3,36.8,None,None,None,32.37
24-09-2020 12:15,5.3,36.8,None,None,None,35.42
24-09-2020 12:30,5.3,36.8,None,None,None,35.37
24-09-2020 12:45,5.7,37,None,None,None,37.81
24-09-2020 13:00,13.3,40.6,None,None,None,39.28
24-09-2020 13:15,13.3,40.6,None,None,None,47.03
24-09-2020 13:30,13.3,40.6,None,None,None,45.82
24-09-2020 13:45,13.5,40.4,None,None,None,40.89
24-09-2020 14:00,16.5,36.7,5.6,1.5,7.3,42.27
24-09-2020 14:15,16.5,36.7,5.5,4.9,10.6,53.09
24-09-2020 14:30,16.5,36.7,5.2,6.6,12.1,49.04
24-09-2020 14:45,16.7,36.8,5.2,6.7,12.1,47.1
24-09-2020 15:00,21.6,38.9,5.3,7.1,12.5,49.03
24-09-2020 15:15,21.6,38.9,5.2,6.8,12.2,53.57
24-09-2020 15:30,21.6,38.9,5.2,7.4,12.7,48.6
24-09-2020 15:45,21.3,38.5,5.2,7.8,13.2,45.78
24-09-2020 16:00,15.7,32,5.2,8.5,13.9,43.72
24-09-2020 16:15,15.7,32,5.1,9.7,15,40.82
24-09-2020 16:30,15.7,32,5.1,9.6,14.9,38.48
24-09-2020 16:45,15.5,32.3,5,9.1,14.3,36.51
24-09-2020 17:00,11.2,38,5.1,9.8,15.1,33.67
24-09-2020 17:15,11.2,38,4.8,8,13.2,30.52
24-09-2020 17:30,11.2,38,4.5,9.9,14.6,26.29
24-09-2020 17:45,11.1,38,4.4,10.6,15.2,25.71
24-09-2020 18:00,9,37.8,4.5,10.7,15.4,24.58
24-09-2020 18:15,9,37.8,4.5,10.7,15.5,28.32
24-09-2020 18:30,9,37.8,4.5,9.5,14.2,25.05
24-09-2020 18:45,8.9,38,4.5,8.7,13.4,24.65
24-09-2020 19:00,7.2,40.3,4.5,9,13.7,19.93
24-09-2020 19:15,7.2,40.3,4.6,10.7,15.5,23.01
24-09-2020 19:30,7.2,40.3,4.5,10.2,14.9,20.31
24-09-2020 19:45,7.5,40,4.5,8.9,13.6,21.54
24-09-2020 20:00,12.2,36.2,4.5,8.5,13.2,17.59
24-09-2020 20:15,None,None,None,None,None,None
24-09-2020 20:30,12.2,36.2,4.4,7.3,11.9,19.85
24-09-2020 20:45,12,35.9,4.4,6.5,11,23.61
24-09-2020 21:00,None,None,None,None,None,None
24-09-2020 21:15,9.1,29.9,5.3,4.5,10.1,24.14
24-09-2020 21:30,None,None,None,None,None,None
24-09-2020 21:45,None,None,None,None,None,None
24-09-2020 22:00,None,None,None,None,None,None
24-09-2020 22:15,None,None,None,None,None,None
24-09-2020 22:30,11.3,24.3,4,5,9.2,23.26
24-09-2020 22:45,11.2,24.6,4.1,5.2,9.4,23.51
24-09-2020 23:00,10.7,29.6,4,5.5,9.7,22.96
24-09-2020 23:15,10.7,29.6,4.1,5.8,10.2,21.12
24-09-2020 23:30,10.7,29.6,4.1,5.8,10.1,22.05
24-09-2020 23:45,10.6,29.5,4.1,5.2,9.5,23.32
25-09-2020 00:00,None,None,None,None,None,None
25-09-2020 00:15,8.4,28.4,4,4.7,9,21.56
25-09-2020 00:30,8.4,28.4,4,5.9,10.1,23.23
25-09-2020 00:45,8.4,28.6,4,6.7,10.9,23.88
25-09-2020 01:00,8.6,31.7,4,5.6,9.8,25.51
25-09-2020 01:15,8.6,31.7,5.1,3,8.2,33.03
25-09-2020 01:30,8.6,31.7,4,3.7,7.9,29.69
25-09-2020 01:45,8.9,32.2,3.7,3.5,7.4,28.82
25-09-2020 02:00,13.6,41.1,3.6,3.2,6.9,30.97
25-09-2020 02:15,13.6,41.1,3.6,3,6.8,32.1
25-09-2020 02:30,13.6,41.1,3.6,3.1,6.9,28.47
25-09-2020 02:45,13.5,41.1,3.6,3.2,7.1,30.12
25-09-2020 03:00,12.4,41.1,3.6,3.4,7.2,28.87
25-09-2020 03:15,12.4,41.1,3.6,3.8,7.6,30.9
25-09-2020 03:30,12.4,41.1,3.6,4,7.8,27.32
25-09-2020 03:45,12.3,40.5,3.6,4.1,7.9,30.24
25-09-2020 04:00,11,31.7,3.6,4.2,7.9,29.27
25-09-2020 04:15,11,31.7,3.6,4.1,7.9,30.47
25-09-2020 04:30,11,31.7,3.6,4.4,8.2,26.47
25-09-2020 04:45,10.9,31.9,3.6,4.5,8.4,30.45
25-09-2020 05:00,9.8,36,3.6,4.7,8.5,29.52
25-09-2020 05:15,9.8,36,3.9,4.7,8.9,30.24
25-09-2020 05:30,9.8,36,3.7,4.8,8.8,29.85
25-09-2020 05:45,10.3,36.2,3.7,4.6,8.5,27.78
25-09-2020 06:00,17.7,38.4,3.8,4.6,8.6,31.24
25-09-2020 06:15,17.7,38.4,3.8,4.7,8.7,29.94
25-09-2020 06:30,17.7,38.4,3.8,4.8,8.8,27.49
25-09-2020 06:45,17.4,38.2,3.9,4.9,9,28.63
25-09-2020 07:00,13.3,34,3.9,4.7,8.8,29.6
25-09-2020 07:15,13.3,34,3.9,4.5,8.7,36
25-09-2020 07:30,13.3,34,3.9,4.5,8.6,34.6
25-09-2020 07:45,13.6,34.5,3.8,4.6,8.6,34.22
25-09-2020 08:00,18.8,43.8,3.9,4.9,9,32.22
25-09-2020 08:15,18.8,43.8,4,5.2,9.4,34.03
25-09-2020 08:30,18.8,43.8,4.2,5.7,10.1,31.95
25-09-2020 08:45,18.6,43.3,4.1,6.1,10.4,35.38
25-09-2020 09:00,14.4,34.9,4.3,6.4,10.9,30.66
25-09-2020 09:15,14.4,34.9,6.1,5.6,12.1,38.9
25-09-2020 09:30,14.4,34.9,5,6,11.2,37.85
25-09-2020 09:45,14.4,35.3,4.5,5.6,10.2,36.79
25-09-2020 10:00,14.2,42.2,4.5,5.4,10.1,36.38
25-09-2020 10:15,14.2,42.2,4.8,8.8,13.8,31.81
25-09-2020 10:30,14.2,42.2,4.3,7.3,11.8,32.09
25-09-2020 10:45,14.1,41.9,4.4,8.2,12.8,29.37
25-09-2020 11:00,12,36.4,4.6,9.3,14,27.15
25-09-2020 11:15,12,36.4,4.9,11,16.2,28.01
25-09-2020 11:30,12,36.4,5.6,13,18.8,21.86
25-09-2020 11:45,12.1,36.5,6.1,16.5,22.8,16.81
25-09-2020 12:00,13.2,36.6,5.7,16.1,22,19.46
25-09-2020 12:15,13.2,36.6,5.7,15.1,21,23.57
25-09-2020 12:30,13.2,36.6,6.3,16.8,23.3,None
25-09-2020 12:45,13.1,36.7,7.9,21.3,29.4,12.81
25-09-2020 13:00,11.9,38.2,7.6,21.4,29.2,12.54
25-09-2020 13:15,11.9,38.2,9.3,24.6,34.6,12.02
25-09-2020 13:30,11.9,38.2,9,25.3,34.6,9.01
25-09-2020 13:45,12.2,39.2,8.2,23,31.4,8.36
25-09-2020 14:00,17.4,56.4,6.6,19.8,26.6,12.21
25-09-2020 14:15,17.4,56.4,4.2,14.3,18.7,21.66
25-09-2020 14:30,17.4,56.4,3.1,10.9,14.1,26.1
25-09-2020 14:45,17.2,55.5,2.5,8.3,10.9,31.1
25-09-2020 15:00,14.7,40.8,2.1,7.5,9.8,32.96
25-09-2020 15:15,14.7,40.8,2.2,8.7,11.1,31.09
25-09-2020 15:30,14.7,40.8,2.3,9.4,11.9,27.69
25-09-2020 15:45,14.5,40.8,2.1,8.7,11.1,27.86
25-09-2020 16:00,11.4,40.7,2.1,9.1,11.4,28.26
25-09-2020 16:15,11.4,40.7,2,10.1,12.2,31.71
