dates,PM25,PM10,NO,NO2,NOx,Ozone
01-01-2020 00:15,184,308.1,172.5,57.8,230.6,6.06
01-01-2020 00:30,175,298.7,158.3,57.2,215.8,5.62
01-01-2020 00:45,175,298.7,137.6,57.8,195.8,5.31
01-01-2020 01:00,175,298.7,117.1,57.6,175,4.88
01-01-2020 01:15,167,291.6,121,59.9,182.9,4.83
01-01-2020 01:30,158.6,284.2,120.3,60,180.6,5.19
01-01-2020 01:45,158.6,284.2,114.7,56.1,171.1,4.7
01-01-2020 02:00,158.6,284.2,112.7,55.8,168.7,4.91
01-01-2020 02:15,157.5,275.5,121.4,55.5,177.2,4.85
01-01-2020 02:30,156.3,266.4,146.1,56.1,202.5,4.96
01-01-2020 02:45,156.3,266.4,152,54.3,206.5,5.16
01-01-2020 03:00,156.3,266.4,136,52,188.3,4.71
01-01-2020 03:15,150.6,267.9,130.7,49.5,180.4,4.37
01-01-2020 03:30,144.6,269.4,107.4,50.7,158.4,3.37
01-01-2020 03:45,144.6,269.4,70.3,49.8,120.4,3.71
01-01-2020 04:00,144.6,269.4,50.6,46.8,97.7,4.79
01-01-2020 04:15,134.1,255.6,44.2,45.7,90.2,5.75
01-01-2020 04:30,123,241.3,39.8,44.4,84.6,5.87
01-01-2020 04:45,123,241.3,36.7,42.2,79.2,7.91
01-01-2020 05:00,123,241.3,34.6,40.6,75.5,9.78
01-01-2020 05:15,113.4,221.1,34.1,33,67.7,10.35
01-01-2020 05:30,103.3,200.1,32.3,37,69.6,9.4
01-01-2020 05:45,103.3,200.1,31.9,37.4,69.6,7.45
01-01-2020 06:00,103.3,200.1,33.3,38.9,72.4,5.91
01-01-2020 06:15,97.6,185.2,37.9,42.8,80.9,9.08
01-01-2020 06:30,91.8,169.6,37.2,40.7,78.2,7.12
01-01-2020 06:45,91.8,169.6,36.1,38.9,75.2,8.23
01-01-2020 07:00,91.8,169.6,38.8,38.5,77.7,8.53
01-01-2020 07:15,94.9,193.3,40.4,38.5,79.2,7.24
01-01-2020 07:30,97.9,218.1,39.5,38.9,78.7,7.36
01-01-2020 07:45,97.9,218.1,49.2,42,91.6,7.38
01-01-2020 08:00,97.9,218.1,56.7,45.8,102.8,8.36
01-01-2020 08:15,100.8,224.5,51.2,47.3,98.8,8.47
01-01-2020 08:30,103.8,231.1,41.7,47.1,89.1,9.43
01-01-2020 08:45,103.8,231.1,34.9,47.6,82.8,12.51
01-01-2020 09:00,103.8,231.1,29.7,46,76,17.14
01-01-2020 09:15,107.8,238.5,21,35.1,57.4,28.15
01-01-2020 09:30,112,245.8,20.2,33.8,54.3,38.94
01-01-2020 09:45,112,245.8,18.9,31,50.2,44.9
01-01-2020 10:00,112,245.8,18.2,32.2,50.8,49.66
01-01-2020 10:15,111,226.9,17.8,35.1,53.2,49.74
01-01-2020 10:30,110,207.1,17.1,38.4,55.8,54.31
01-01-2020 10:45,110,207.1,16,37.6,53.9,59.6
01-01-2020 11:00,110,207.1,14.7,34.6,49.5,71.17
01-01-2020 11:15,97.3,210.9,14,31.6,45.9,71.16
01-01-2020 11:30,84.6,214.6,13.2,28.4,41.9,77.24
01-01-2020 11:45,84.6,214.6,12.4,29,41.7,83.92
01-01-2020 12:00,84.6,214.6,11.6,25,36.9,87.07
01-01-2020 12:15,84.5,202.2,10.6,24.4,35.3,89.39
01-01-2020 12:30,84.5,189.8,9.9,21.8,32,91.16
01-01-2020 12:45,84.5,189.8,9.4,23.7,33.3,93.1
01-01-2020 13:00,84.5,189.8,8.7,23,32.1,97.4
01-01-2020 13:15,80.5,184,10,21.3,32,100.82
01-01-2020 13:30,76.3,178.3,8.7,21.4,30.4,102.71
01-01-2020 13:45,76.3,178.3,8.2,21.9,30.4,96.22
01-01-2020 14:00,76.3,178.3,7.8,22.3,30.4,98.7
01-01-2020 14:15,75,164.7,7.6,20.3,28.2,102.4
01-01-2020 14:30,73.8,151.1,7.5,20.8,28.6,99.18
01-01-2020 14:45,73.8,151.1,7.3,21.8,29.4,96.4
01-01-2020 15:00,73.8,151.1,7.3,23.8,31.4,96.88
01-01-2020 15:15,71.2,152.2,7.2,23.2,30.7,103.16
01-01-2020 15:30,68.7,153.2,7.2,24.5,32,97.35
01-01-2020 15:45,68.7,153.2,7.3,28.6,36.2,85.58
01-01-2020 16:00,68.7,153.2,7.4,31.8,39.5,81.77
01-01-2020 16:15,68.5,151.9,7.4,32.9,40.5,63.16
01-01-2020 16:30,68.3,150.6,7.4,34,41.7,58.69
01-01-2020 16:45,68.3,150.6,7.6,40.3,48.2,56.57
01-01-2020 17:00,68.3,150.6,7.4,47.1,54.9,45.85
01-01-2020 17:15,67.9,154.7,8.6,56.4,65.3,35.11
01-01-2020 17:30,67.5,159,7.9,62.5,70.7,30.32
01-01-2020 17:45,67.5,159,7.9,63.3,71.4,25.64
01-01-2020 18:00,67.5,159,8.4,67.6,76.3,15.76
01-01-2020 18:15,72.7,163.9,12.4,81.3,94,6.85
01-01-2020 18:30,77.9,169.1,14.7,88.5,103.5,5.99
01-01-2020 18:45,77.9,169.1,26.4,81,107.7,5.26
01-01-2020 19:00,77.9,169.1,53.6,77.9,131.8,6.31
01-01-2020 19:15,83.9,187.7,69.7,77.9,147.9,6.53
01-01-2020 19:30,89.9,206.4,111.9,77.3,189.5,7.98
01-01-2020 19:45,89.9,206.4,115,75.9,191.2,7.12
01-01-2020 20:00,89.9,206.4,115.2,79.4,194.9,6.85
01-01-2020 20:15,122.5,315.7,150.9,80.1,231.3,14.03
01-01-2020 20:30,155.1,430,208.9,79.5,288.7,11.34
01-01-2020 20:45,155.1,430,209.3,84.4,293.9,10.65
01-01-2020 21:00,155.1,430,220.6,82.9,303.9,9.29
01-01-2020 21:15,173.6,425.4,171.4,71.6,245.9,8.44
01-01-2020 21:30,192.1,420.9,150.1,80,230.5,8.09
01-01-2020 21:45,192.1,420.9,126.2,78.6,205.1,7.3
01-01-2020 22:00,192.1,420.9,130.8,77.1,208.3,7.97
01-01-2020 22:15,196.5,391.4,109.2,73.4,183,6.51
01-01-2020 22:30,201,361.9,69.8,68.9,138.9,5.3
01-01-2020 22:45,None,None,None,None,123.4,None
01-01-2020 23:00,201,361.9,44.9,58.3,103.5,4.7
01-01-2020 23:15,189.4,315.4,35.8,52.2,88.3,5.46
01-01-2020 23:30,177.9,268.9,32.6,47.9,80.8,5.72
01-01-2020 23:45,177.9,268.9,33.2,45.7,79.2,5.25
02-01-2020 00:00,None,None,None,None,None,None
02-01-2020 00:15,173.7,251.4,28.7,40.9,70,5.01
02-01-2020 00:30,169.4,233.8,28,39.4,67.7,5.01
02-01-2020 00:45,169.4,233.8,26.7,37.8,64.8,5.15
02-01-2020 01:00,169.4,233.8,29.1,38.4,67.9,4.67
02-01-2020 01:15,163.9,209.2,31.7,36.2,69.1,4.24
02-01-2020 01:30,158.3,183.5,30,38.1,68.3,4.4
02-01-2020 01:45,158.3,183.5,29,36.2,65.5,4.15
02-01-2020 02:00,158.3,183.5,25.6,33.6,59.6,4.18
02-01-2020 02:15,156,197.6,23.6,32.5,56.4,4.01
02-01-2020 02:30,153.7,212.3,21.9,31.6,53.9,4.21
02-01-2020 02:45,153.7,212.3,20.9,30.9,52.1,4.38
02-01-2020 03:00,153.7,212.3,21.1,30.7,52.1,3.79
02-01-2020 03:15,147.6,215.7,22.8,31.9,55,3.23
02-01-2020 03:30,141.4,219.2,23.9,31.9,56.1,3.25
02-01-2020 03:45,141.4,219.2,25.5,31.3,57.1,3.17
02-01-2020 04:00,141.4,219.2,26.6,30.6,57.4,3.16
02-01-2020 04:15,138.3,208,31.9,30.7,62.9,3.29
02-01-2020 04:30,135.2,196.3,35.1,30.5,65.9,3.23
02-01-2020 04:45,135.2,196.3,35.3,29.6,65.2,3.14
02-01-2020 05:00,135.2,196.3,28.3,28.4,57,3.35
02-01-2020 05:15,134.9,191.5,22.2,22.5,45.5,3.31
02-01-2020 05:30,134.6,186.6,21.7,26.5,48.5,3.44
02-01-2020 05:45,134.6,186.6,22,27.5,49.7,3.8
02-01-2020 06:00,134.6,186.6,20.8,27.3,48.4,3.54
02-01-2020 06:15,128.4,183.4,21,27.8,49.1,3.53
02-01-2020 06:30,122.2,None,23.2,28.2,51.7,None
02-01-2020 06:45,122.2,180,24.4,28.5,53.2,4.18
02-01-2020 07:00,122.2,180,24,27.9,52.1,4.31
02-01-2020 07:15,122.7,191.7,23.8,27.8,52,4.28
02-01-2020 07:30,123.1,203.9,25.1,28.7,54.1,4.53
02-01-2020 07:45,123.1,203.9,25.5,28.7,54.5,5.78
02-01-2020 08:00,123.1,203.9,24.2,28.8,53.2,6.95
02-01-2020 08:15,125.7,206.1,23.3,29.4,52.9,6.66
02-01-2020 08:30,128.4,208.5,22.8,29.7,52.8,6.34
02-01-2020 08:45,128.4,208.5,22.1,29.1,51.5,6.44
02-01-2020 09:00,128.4,208.5,21.9,30,52.2,7.71
02-01-2020 09:15,127.1,206.6,21,29.9,51.9,9.07
02-01-2020 09:30,125.7,204.8,18.6,30.6,49.6,12.89
02-01-2020 09:45,125.7,204.8,16.7,28.6,45.6,16.88
02-01-2020 10:00,125.7,204.8,15.8,28.8,44.9,21.26
02-01-2020 10:15,127.4,196.4,14.8,29.6,44.7,25.12
02-01-2020 10:30,129.1,188.1,14.3,31,45.6,31.01
02-01-2020 10:45,None,None,None,None,None,36.63
02-01-2020 11:00,None,None,None,None,None,45.58
02-01-2020 11:15,None,None,None,None,None,64.4
02-01-2020 11:30,None,None,None,None,None,72.26
02-01-2020 11:45,None,None,None,None,None,70.26
02-01-2020 12:00,None,None,6.4,8.4,15,None
02-01-2020 12:15,None,None,6.8,16.3,23.4,None
02-01-2020 12:30,91.7,155.4,6.8,18.7,25.8,70.93
02-01-2020 12:45,91.7,155.4,6.8,17.9,24.9,86.15
02-01-2020 13:00,91.7,155.4,6.8,18.4,25.5,96.55
02-01-2020 13:15,94,155.1,6.3,16.7,23.6,105.5
02-01-2020 13:30,101.5,153.9,6.3,17.7,24.3,114.28
02-01-2020 13:45,101.5,153.9,6.4,19.6,26.3,111
02-01-2020 14:00,101.5,153.9,6.5,20.2,27,107.15
02-01-2020 14:15,99.4,151.9,6.5,20.4,27.1,111.24
02-01-2020 14:30,92.5,145.1,6.5,20,26.8,106.58
02-01-2020 14:45,92.5,145.1,6.4,18.3,25,108.52
02-01-2020 15:00,92.5,145.1,6.4,18.2,25,107.19
02-01-2020 15:15,89.1,142.5,6.5,22,28.9,96.47
02-01-2020 15:30,78.1,134,6.6,22.2,29.1,99.04
02-01-2020 15:45,78.1,134,6.6,22.7,29.6,85.1
02-01-2020 16:00,78.1,134,6.7,24.6,31.6,72.99
02-01-2020 16:15,78.2,135.2,6.8,27.5,34.6,59.56
02-01-2020 16:30,78.4,138.8,7,28.4,35.7,51.56
02-01-2020 16:45,78.4,138.8,7.3,34.9,42.4,35.86
02-01-2020 17:00,78.4,138.8,8.5,49,57.8,19.53
02-01-2020 17:15,80.3,140.4,9.2,44.1,54.7,27.44
02-01-2020 17:30,86.5,145.5,13.8,54.3,68.5,9.59
02-01-2020 17:45,86.5,145.5,28.8,63.9,93,6.27
02-01-2020 18:00,86.5,145.5,27.1,63.7,91.1,5.85
02-01-2020 18:15,91.5,154,28.8,65.6,94.7,5.49
02-01-2020 18:30,107.9,180.2,16.9,61,78.2,7.55
02-01-2020 18:45,107.9,180.2,17,58.4,75.7,8.41
02-01-2020 19:00,107.9,180.2,17.9,60.3,78.5,7.03
02-01-2020 19:15,111.2,184,21.3,61.2,82.8,7.08
02-01-2020 19:30,122.2,196.4,33.1,62.1,95.5,6.86
02-01-2020 19:45,122.2,196.4,63.8,64.2,128.3,6.71
02-01-2020 20:00,122.2,196.4,64.4,65.4,130.1,7.61
02-01-2020 20:15,125.5,201.9,80.8,65.4,146.5,6.42
02-01-2020 20:30,136.6,220.2,109,63.5,172.9,4.86
02-01-2020 20:45,136.6,220.2,126.8,64.2,191.3,5.51
02-01-2020 21:00,136.6,220.2,129.6,62.4,192.3,8.25
02-01-2020 21:15,139.2,228.5,124.1,56.7,183.1,5.84
02-01-2020 21:30,148,254.2,128.3,59.8,188.4,5.45
02-01-2020 21:45,148,254.2,161.9,61.7,223.9,5.36
02-01-2020 22:00,148,254.2,190.6,62.2,253.1,5.76
02-01-2020 22:15,150.5,254.9,217.1,59.7,277.1,6.33
02-01-2020 22:30,159,257.2,239.5,65.8,305.5,6.63
02-01-2020 22:45,159,257.2,200.7,66,267,5.65
02-01-2020 23:00,159,257.2,128,60,188.4,4.06
02-01-2020 23:15,159.7,261,82.9,54.5,137.7,3.46
02-01-2020 23:30,162,273.8,64.9,51.1,116.3,2.97
02-01-2020 23:45,162,273.8,54.7,47.7,102.8,2.74
03-01-2020 00:00,None,None,None,None,None,None
03-01-2020 00:15,157.7,269.5,38.5,43.2,82,3.38
03-01-2020 00:30,143.5,256.4,33.9,39.5,73.7,4.83
03-01-2020 00:45,143.5,256.4,30.7,34.9,65.9,6.81
03-01-2020 01:00,143.5,256.4,28.8,31.1,60.2,8.93
03-01-2020 01:15,139.7,245,25.5,25.4,51.2,10.37
03-01-2020 01:30,127.2,207.6,24.2,29.2,53.7,11.5
03-01-2020 01:45,127.2,207.6,23.3,28.4,52,11.95
03-01-2020 02:00,127.2,207.6,22.7,28.7,51.7,11.33
03-01-2020 02:15,122.6,197.6,22.5,29.7,52.6,8.49
03-01-2020 02:30,107.7,164.7,21.6,28.9,50.9,8.07
03-01-2020 02:45,107.7,164.7,20.3,26.2,46.8,12.41
03-01-2020 03:00,107.7,164.7,19.4,24.1,43.8,13.55
03-01-2020 03:15,107.2,164,18.6,23,41.9,13.64
03-01-2020 03:30,105.5,161.6,18.5,22.5,41.3,13.46
03-01-2020 03:45,105.5,161.6,18.4,22.5,41.2,14.4
03-01-2020 04:00,105.5,161.6,17.6,19.6,37.5,26.85
03-01-2020 04:15,102,163.5,16.6,17.3,34.2,28.05
03-01-2020 04:30,90.5,169.8,15.7,16.7,32.7,23.39
03-01-2020 04:45,90.5,169.8,15,16.1,31.4,22.93
03-01-2020 05:00,90.5,169.8,14.4,15.3,29.9,23.52
03-01-2020 05:15,87.7,160.5,13.6,14.5,28.7,24.69
03-01-2020 05:30,78.4,130,13.3,14.4,27.9,27.65
03-01-2020 05:45,78.4,130,12.9,14.8,28,29.83
03-01-2020 06:00,78.4,130,12.4,16.2,28.9,26.28
03-01-2020 06:15,72.9,123.7,11.8,15.6,27.7,25.37
03-01-2020 06:30,54.9,103,11.4,15.2,27,24.21
03-01-2020 06:45,54.9,103,11.2,15.7,27.2,21.33
03-01-2020 07:00,54.9,103,11.3,16.8,28.5,19.4
03-01-2020 07:15,53.9,94.4,10.9,16.7,27.9,20.82
03-01-2020 07:30,50.6,66,10.7,17.4,28.4,21.09
03-01-2020 07:45,50.6,66,10.4,18.3,29,22.51
03-01-2020 08:00,50.6,66,10.5,18.8,29.5,20.92
03-01-2020 08:15,49.6,64.6,10.3,18.5,29.1,23.87
03-01-2020 08:30,46.5,60.2,10.1,17.2,27.6,27.93
03-01-2020 08:45,46.5,60.2,10,16.9,27.2,29.72
03-01-2020 09:00,46.5,60.2,10.5,18.2,29,26.38
03-01-2020 09:15,45.8,56.6,12.4,14.4,27.5,27.46
03-01-2020 09:30,43.4,45,11,17.2,28.5,29.89
03-01-2020 09:45,43.4,45,10.3,17.1,27.7,30.27
03-01-2020 10:00,43.4,45,10.8,19.1,30.2,27.42
03-01-2020 10:15,40.4,43.7,11.3,17.9,29.4,33.27
03-01-2020 10:30,30.5,39.2,10.4,16.8,27.5,34.18
03-01-2020 10:45,30.5,39.2,10.7,18.2,29.3,32.31
03-01-2020 11:00,30.5,39.2,10.4,18.2,28.9,33.57
03-01-2020 11:15,28.6,38,10,17.5,27.8,35.45
03-01-2020 11:30,22.5,34.2,9.8,17.3,27.4,30.22
03-01-2020 11:45,22.5,34.2,10.6,21.2,32.1,21.34
03-01-2020 12:00,22.5,34.2,10.4,22.1,32.8,20.84
03-01-2020 12:15,24.4,36.6,10.5,22.1,32.8,20.17
03-01-2020 12:30,30.9,44.4,11.4,23.1,34.8,19.87
03-01-2020 12:45,30.9,44.4,14.1,25.8,40.2,16.76
03-01-2020 13:00,30.9,44.4,14.8,25.7,40.8,14.99
03-01-2020 13:15,28.9,44.9,10.1,19.9,30.9,21.86
03-01-2020 13:30,22.1,46.6,10.1,18.4,28.8,27.69
03-01-2020 13:45,22.1,46.6,10.1,15.9,26.3,35.71
03-01-2020 14:00,22.1,46.6,9.7,14.8,24.8,33.28
03-01-2020 14:15,21.8,43.9,10,17.5,27.8,28.69
03-01-2020 14:30,20.5,35.3,9.9,18.1,28.4,29.43
03-01-2020 14:45,20.5,35.3,9.4,16.9,26.7,27.26
03-01-2020 15:00,20.5,35.3,9.5,17.3,27.1,27.22
03-01-2020 15:15,21.4,35.4,9.6,17.2,27.1,27.86
03-01-2020 15:30,24,35.8,9.7,17.7,27.7,26.03
03-01-2020 15:45,24,35.8,9.5,16.3,26.1,26.26
03-01-2020 16:00,24,35.8,9.5,16.9,26.6,25.64
03-01-2020 16:15,23.9,38.4,9.3,16.3,25.8,24.06
03-01-2020 16:30,23.5,46.4,9.6,18.4,28.2,18.2
03-01-2020 16:45,23.5,46.4,10.1,21.1,31.4,19.24
03-01-2020 17:00,23.5,46.4,10.1,21.8,32.2,14.39
03-01-2020 17:15,23.2,44.6,12.4,22.1,35.2,10.02
03-01-2020 17:30,22.1,38.4,10.4,24,34.7,13.1
03-01-2020 17:45,22.1,38.4,10,23.1,33.4,12.9
03-01-2020 18:00,22.1,38.4,10.4,22.9,33.6,12.5
03-01-2020 18:15,21.3,38.8,10.6,22.6,33.6,10.86
03-01-2020 18:30,18.6,40,10.3,21.4,32,13.42
03-01-2020 18:45,18.6,40,10.1,19.8,30.1,10.8
03-01-2020 19:00,18.6,40,12,24.7,37,6.34
03-01-2020 19:15,19.8,40.6,17.8,28.6,46.7,4.06
03-01-2020 19:30,23.8,42.3,31,30.7,62,4.55
03-01-2020 19:45,23.8,42.3,38.8,32,71.2,4.04
03-01-2020 20:00,23.8,42.3,37,32.3,69.6,3.43
03-01-2020 20:15,28.1,44.6,45.2,32.4,77.9,2.99
03-01-2020 20:30,42.1,51.8,47.9,31.3,79.5,3.01
03-01-2020 20:45,42.1,51.8,47.7,30.4,78.4,3.6
03-01-2020 21:00,42.1,51.8,42.5,30.3,73.1,3.24
03-01-2020 21:15,41.3,51.2,28.1,25.2,54.2,2.8
03-01-2020 21:30,38.5,49.4,23.8,27.3,51.3,3.96
03-01-2020 21:45,38.5,49.4,18.3,26.1,44.8,4.28
03-01-2020 22:00,38.5,49.4,15.6,23.7,39.5,6.2
03-01-2020 22:15,37.6,48.3,13.5,20.5,34.3,11.71
03-01-2020 22:30,34.9,44.8,13,19.9,33.2,10.02
03-01-2020 22:45,34.9,44.8,12.9,18.8,32,10.67
03-01-2020 23:00,34.9,44.8,13.2,18.5,32,7.3
03-01-2020 23:15,32.9,43.7,13.9,19.3,33.5,5.36
03-01-2020 23:30,26.3,40.4,14.1,21.6,36,4.73
03-01-2020 23:45,26.3,40.4,14.1,22,36.4,6.08
04-01-2020 00:00,None,None,None,None,None,None
04-01-2020 00:15,27.1,42.2,20.7,24.7,45.7,3.32
04-01-2020 00:30,29.5,47.8,25.3,24.9,50.5,2.78
04-01-2020 00:45,29.5,47.8,29.7,24.2,54.2,2.47
04-01-2020 01:00,29.5,47.8,30.3,24.2,54.8,2.62
04-01-2020 01:15,29.2,46,30.7,19.5,51,2.59
04-01-2020 01:30,28,40,31.1,21.1,52.6,2.55
04-01-2020 01:45,28,40,32.7,21.2,54.2,2.4
04-01-2020 02:00,28,40,31.8,21.7,53.8,2.47
04-01-2020 02:15,29,39.6,31.8,20.8,52.9,2.42
04-01-2020 02:30,32.1,38.3,33.6,21,54.9,2.24
04-01-2020 02:45,32.1,38.3,32.9,21.2,54.4,2.28
04-01-2020 03:00,32.1,38.3,29.9,21.1,51.2,2.44
04-01-2020 03:15,31.2,40.4,31.4,19.5,51.2,2.55
04-01-2020 03:30,28.3,47.4,30.4,19.1,49.8,2.62
04-01-2020 03:45,28.3,47.4,27.5,18.4,46.3,2.57
04-01-2020 04:00,28.3,47.4,27.9,18.9,47.1,2.61
04-01-2020 04:15,27.4,50,27.9,21.3,49.4,2.94
04-01-2020 04:30,24.5,58.8,22.3,21.2,43.8,3.32
04-01-2020 04:45,24.5,58.8,18.1,19.6,37.9,4.17
04-01-2020 05:00,24.5,58.8,16.1,20.5,37,4.69
04-01-2020 05:15,24.3,57.9,14.6,21.6,36.9,5.18
04-01-2020 05:30,23.3,55,15.4,21.7,37.4,4.42
04-01-2020 05:45,23.3,55,21.9,22.4,44.6,3.18
04-01-2020 06:00,23.3,55,30.8,22.4,53.6,2.72
04-01-2020 06:15,26,53.9,30.1,22,52.3,2.38
04-01-2020 06:30,34.9,50.4,21.9,21.3,43.4,3.56
04-01-2020 06:45,34.9,50.4,20.8,21.3,42.3,5.05
04-01-2020 07:00,34.9,50.4,20.2,20.4,40.8,5.65
04-01-2020 07:15,37.2,51.1,21.6,21.8,43.7,5.46
04-01-2020 07:30,44.7,53.5,25.2,22,47.5,4.65
04-01-2020 07:45,44.7,53.5,25.8,23.5,49.6,4.62
04-01-2020 08:00,44.7,53.5,27.1,26,53.4,4.9
04-01-2020 08:15,41.7,59.4,31,27.1,58.4,4.77
04-01-2020 08:30,32,79,28.3,28.7,57.2,5.58
04-01-2020 08:45,32,79,22.6,28,50.9,8.62
04-01-2020 09:00,32,79,19.1,28.2,47.6,9.37
04-01-2020 09:15,37.6,79.4,19.9,26.8,47.6,9.17
04-01-2020 09:30,55.8,80.6,17.7,30.3,48.3,12.47
04-01-2020 09:45,55.8,80.6,18.7,26.8,45.8,10.43
04-01-2020 10:00,55.8,80.6,18.6,25,43.9,10.3
04-01-2020 10:15,50.9,80.2,17.1,24.4,41.8,14.29
04-01-2020 10:30,34.6,79.1,15.4,22,37.7,20.24
04-01-2020 10:45,34.6,79.1,15.5,21.9,37.7,13.37
04-01-2020 11:00,34.6,79.1,12.9,25.5,38.7,13.65
04-01-2020 11:15,31.8,76.5,11,24.6,35.9,16.5
04-01-2020 11:30,22.3,67.9,11.3,25.2,36.8,15.63
04-01-2020 11:45,22.3,67.9,11.6,25.3,37.2,15.78
04-01-2020 12:00,22.3,67.9,11.7,24.5,36.5,16.84
04-01-2020 12:15,21.6,67.9,11.2,24.1,35.6,16.87
04-01-2020 12:30,19.2,67.6,10.5,22.8,33.6,18.74
04-01-2020 12:45,19.2,67.6,10.5,22.9,33.7,17.77
04-01-2020 13:00,19.2,67.6,9.4,20.4,30.1,27.17
04-01-2020 13:15,20.8,66.1,9.3,17.5,27.5,22.1
04-01-2020 13:30,26.1,61.1,8.9,16,25.2,30.83
04-01-2020 13:45,26.1,61.1,8.3,14,22.6,35.1
04-01-2020 14:00,26.1,61.1,8,14.6,22.9,30.83
04-01-2020 14:15,24.8,58,7.9,15.7,23.9,31.82
04-01-2020 14:30,20.6,47.8,8,16.1,24.4,26.28
04-01-2020 14:45,20.6,47.8,8.7,18.8,27.8,20.61
04-01-2020 15:00,20.6,47.8,8.2,17.9,26.4,26.58
04-01-2020 15:15,20.3,46.6,8.3,18.1,26.7,25.31
04-01-2020 15:30,19.5,42.7,8.9,19.8,29,19.69
04-01-2020 15:45,19.5,42.7,8.9,20.1,29.3,20.73
04-01-2020 16:00,19.5,42.7,8.7,20,29,25.44
04-01-2020 16:15,22.9,45,8.9,20.9,30.1,19.23
04-01-2020 16:30,34,52.6,9.4,22.8,32.4,14.72
04-01-2020 16:45,34,52.6,11.1,26.9,38.3,9.87
04-01-2020 17:00,34,52.6,14,30.1,44.4,5.95
04-01-2020 17:15,34.9,55,22.5,27.8,51.2,4.03
04-01-2020 17:30,37.9,63,25.7,30,56,3.64
04-01-2020 17:45,37.9,63,35.5,29.8,65.6,3.46
04-01-2020 18:00,37.9,63,48.5,28.2,77,3.02
04-01-2020 18:15,38,65.2,76.2,28.6,105.1,3.44
04-01-2020 18:30,38.1,72,72,29.5,101.8,3.29
04-01-2020 18:45,38.1,72,79.3,29.7,109.3,3.39
04-01-2020 19:00,38.1,72,81.7,31,112.9,6.39
04-01-2020 19:15,42.9,75.7,88.1,30.5,118.9,4.84
04-01-2020 19:30,58.7,86.9,106.2,30.1,136.6,5.13
04-01-2020 19:45,58.7,86.9,109.3,28.6,138.2,3.98
04-01-2020 20:00,58.7,86.9,117.9,29,147.2,3.74
04-01-2020 20:15,64.3,95,129.7,29.7,159.7,4.17
04-01-2020 20:30,82.8,121.4,138.9,30.5,169.6,5.29
04-01-2020 20:45,82.8,121.4,146.4,28.3,175,5.28
04-01-2020 21:00,82.8,121.4,158.4,26.8,185.5,4.21
04-01-2020 21:15,86.6,126.8,231.4,25.2,257.6,5.07
04-01-2020 21:30,99.3,143.4,236.1,27.8,264.2,5.74
04-01-2020 21:45,99.3,143.4,240.5,27,267.8,6.2
04-01-2020 22:00,99.3,143.4,243.1,24.2,267.6,5.35
04-01-2020 22:15,102.9,152.1,252.4,23.1,275.8,4.22
04-01-2020 22:30,115,180.9,254.5,21.9,276.8,6.39
04-01-2020 22:45,115,180.9,256.6,20.3,277.2,7.27
04-01-2020 23:00,115,180.9,250.9,21.7,273,4.99
04-01-2020 23:15,118.2,183.9,233.8,21.4,255.4,4.07
04-01-2020 23:30,128.8,193.6,240.9,20.8,262,3.65
04-01-2020 23:45,128.8,193.6,256.6,21.7,278.6,3.69
05-01-2020 00:00,None,None,None,None,None,None
05-01-2020 00:15,128,192.2,263.8,19.6,283.7,3.14
05-01-2020 00:30,125.4,187.9,258.4,20.3,279,3.26
05-01-2020 00:45,125.4,187.9,260.1,20.7,281.1,3.25
05-01-2020 01:00,125.4,187.9,263.1,20.8,284.2,3.2
05-01-2020 01:15,126.2,185.6,248.9,18.1,267.3,3.17
05-01-2020 01:30,128.9,178.1,250.5,20.2,271,3.19
05-01-2020 01:45,128.9,178.1,236.1,19.8,256.2,3.35
05-01-2020 02:00,128.9,178.1,223.5,20.8,244.5,3.02
05-01-2020 02:15,127.5,174.8,211,21.4,232.7,3.07
05-01-2020 02:30,123,164.1,193.7,22.7,216.7,3.32
05-01-2020 02:45,123,164.1,170.4,24,194.8,3.43
05-01-2020 03:00,123,164.1,151.5,23,174.8,3.16
05-01-2020 03:15,121.8,163.6,136.4,22.2,158.9,2.86
05-01-2020 03:30,118.1,162.2,128,19.9,148.2,2.62
05-01-2020 03:45,118.1,162.2,107.2,20.6,128.1,2.48
05-01-2020 04:00,118.1,162.2,76,21.5,97.8,2.51
05-01-2020 04:15,115.1,158.8,62.5,20.5,83.3,2.47
05-01-2020 04:30,105.2,147.9,56.3,20.1,76.7,2.4
05-01-2020 04:45,105.2,147.9,50.8,19.6,70.8,2.59
05-01-2020 05:00,105.2,147.9,48.8,19.6,68.7,2.75
05-01-2020 05:15,101.9,138.6,51.8,19,71.3,2.85
05-01-2020 05:30,90.8,108.1,50.1,20.5,70.9,2.86
05-01-2020 05:45,90.8,108.1,46.8,20.5,67.6,2.71
05-01-2020 06:00,90.8,108.1,45,20.2,65.4,2.8
05-01-2020 06:15,88.3,108.1,44.5,18.3,63.1,2.69
05-01-2020 06:30,80,108.2,42.4,17.6,60.3,2.66
05-01-2020 06:45,80,108.2,47.5,18,65.8,8.42
05-01-2020 07:00,80,108.2,46.3,20.2,66.9,6.4
05-01-2020 07:15,82.8,109.5,39.3,20.2,59.8,4.77
05-01-2020 07:30,91.8,113.7,38.2,20.5,59,4.09
05-01-2020 07:45,91.8,113.7,33.7,20.1,54.1,3.8
05-01-2020 08:00,91.8,113.7,32.3,20.5,53.1,4.48
