dates,PM25,PM10,NO,NO2,NOx,SO2,Ozone
01-01-2020 00:15,None,None,None,None,None,None,None
01-01-2020 00:30,87.3,148.2,3.97,25.07,29.04,8.03,27.17
01-01-2020 00:45,87.3,148.2,4,27.04,31.04,8.22,26.9
01-01-2020 01:00,87.3,148.2,3.35,25.12,28.47,8.13,30.4
01-01-2020 01:15,90.9,149.4,3.02,22.63,25.65,7.91,32.87
01-01-2020 01:30,100.8,153,2.88,21.44,24.31,7.62,36.42
01-01-2020 01:45,100.8,153,3.06,20.4,23.46,7.47,41.36
01-01-2020 02:00,100.8,153,3.3,19.91,23.21,7.27,46.87
01-01-2020 02:15,98.1,152.9,3.05,19.36,22.41,7.37,45.47
01-01-2020 02:30,91.1,152.8,2.77,18.95,21.73,7.06,42.18
01-01-2020 02:45,91.1,152.8,3.04,18.79,21.83,7.27,39.43
01-01-2020 03:00,91.1,152.8,2.54,17.1,19.64,6.89,47.05
01-01-2020 03:15,91.8,150.7,2.72,16.8,19.52,6.94,38.68
01-01-2020 03:30,93.3,145.6,2.7,17.42,20.12,6.79,40.33
01-01-2020 03:45,93.3,145.6,3,17.27,20.28,7.07,38.65
01-01-2020 04:00,93.3,145.6,3.27,16.67,19.94,7.28,39.22
01-01-2020 04:15,93.1,143.5,3.08,17.05,20.14,None,39.59
01-01-2020 04:30,92.5,137.3,3.37,16.52,19.89,8.56,35.41
01-01-2020 04:45,92.5,137.3,2.77,16.45,19.22,8.99,35.8
01-01-2020 05:00,92.5,137.3,3.02,17.16,20.18,8.79,35.4
01-01-2020 05:15,90.9,136.7,3.31,16.76,20.07,9.28,37.73
01-01-2020 05:30,86.5,134.8,2.95,16.38,19.33,9.13,42.13
01-01-2020 05:45,86.5,134.8,3,16.9,19.9,9.32,42.83
01-01-2020 06:00,86.5,134.8,2.95,16.15,19.1,9.37,46.03
01-01-2020 06:15,87.8,140.4,3.2,16.38,19.58,9.21,48.3
01-01-2020 06:30,90.8,153.5,2.93,16.23,19.15,9.86,45.82
01-01-2020 06:45,90.8,153.5,3.27,16.68,19.95,9.65,43.36
01-01-2020 07:00,90.8,153.5,3.28,17.55,20.83,9.74,42.4
01-01-2020 07:15,95.8,157.4,3.1,18.18,21.28,9.74,42.49
01-01-2020 07:30,108.7,168.6,3.38,19.55,22.92,9.72,34.82
01-01-2020 07:45,108.7,168.6,3.61,20.33,23.95,9.82,39.82
01-01-2020 08:00,108.7,168.6,2.99,20.72,23.71,9.76,41.93
01-01-2020 08:15,111.2,178.5,3.23,22.77,26,None,41.51
01-01-2020 08:30,117.2,201.6,3.71,25.43,29.14,8.27,37.88
01-01-2020 08:45,117.2,201.6,3.87,27.06,30.92,8.02,44.21
01-01-2020 09:00,117.2,201.6,2.94,24.5,27.44,8.46,55.81
01-01-2020 09:15,119.3,201.1,3.71,21.21,24.92,9.77,57.87
01-01-2020 09:30,123.9,199.8,3.66,20.98,24.64,7.65,57.73
01-01-2020 09:45,123.9,199.8,3.64,21.87,25.51,7.6,60.69
01-01-2020 10:00,123.9,199.8,3.89,20.87,24.76,7.71,64.08
01-01-2020 10:15,123.1,198.6,3.73,19.93,23.65,7.31,66.41
01-01-2020 10:30,121,195.2,3.85,20.95,24.8,7.16,72.39
01-01-2020 10:45,121,195.2,3.73,20.93,24.66,7.6,78.13
01-01-2020 11:00,121,195.2,3.25,20.55,23.8,7.89,78.45
01-01-2020 11:15,117.7,191.2,2.76,17.58,20.34,7.49,77.86
01-01-2020 11:30,110.2,181.9,3.4,16.79,20.19,7.61,81.18
01-01-2020 11:45,110.2,181.9,2.81,16.95,19.76,7.5,84.15
01-01-2020 12:00,110.2,181.9,3.84,17.3,21.13,7.58,79.85
01-01-2020 12:15,105.3,172.1,3.42,17.18,20.61,None,97.33
01-01-2020 12:30,92,150.6,3.79,17.83,21.63,7.28,92.52
01-01-2020 12:45,92,150.6,3.31,17.07,20.38,7.79,93.17
01-01-2020 13:00,92,150.6,3.29,17.6,20.89,7.6,98.21
01-01-2020 13:15,91.6,150.5,3.58,17.13,20.71,7.39,98.78
01-01-2020 13:30,90.4,150.3,3.52,17.41,20.92,7.45,97.93
01-01-2020 13:45,90.4,150.3,3.67,17.72,21.39,7.61,107.88
01-01-2020 14:00,90.4,150.3,3.07,17.29,20.36,7.93,102.5
01-01-2020 14:15,87,143.8,3.26,15.23,18.49,7.47,102.53
01-01-2020 14:30,79.3,127.6,3.39,15.71,19.1,7.7,101.98
01-01-2020 14:45,79.3,127.6,3.04,15.9,18.94,7.69,102.47
01-01-2020 15:00,79.3,127.6,3.48,16.54,20.01,8.61,105.1
01-01-2020 15:15,81,128.8,3.46,15.88,19.35,8.22,105.31
01-01-2020 15:30,85.6,131.6,3.5,14.88,18.38,8.96,113.2
01-01-2020 15:45,85.6,131.6,3.11,15.82,18.93,8.85,108.88
01-01-2020 16:00,85.6,131.6,2.7,15.89,18.59,8.89,112.94
01-01-2020 16:15,85.7,132.1,2.42,16.21,18.63,None,117.8
01-01-2020 16:30,85.8,133.6,2.97,17.3,20.27,8.78,112.24
01-01-2020 16:45,85.8,133.6,3,17.28,20.28,9.63,116
01-01-2020 17:00,85.8,133.6,2.72,18.36,21.08,9.17,115.95
01-01-2020 17:15,83,135.5,2.72,18.53,21.25,9.28,117.21
01-01-2020 17:30,76.8,140.1,3.06,20.11,23.16,9.45,112.93
01-01-2020 17:45,76.8,140.1,3.35,19.86,23.21,9.56,118.61
01-01-2020 18:00,76.8,140.1,3.24,23.67,26.91,9.44,109.2
01-01-2020 18:15,80.8,141,3.45,27.03,30.48,10,107.48
01-01-2020 18:30,90.4,143.5,3.52,24.27,27.79,9.66,114.48
01-01-2020 18:45,90.4,143.5,2.94,24.97,27.9,9.96,115.55
01-01-2020 19:00,90.4,143.5,2.68,24.37,27.06,9.65,116
01-01-2020 19:15,92.1,143.3,2.75,25.2,27.95,9.93,113.29
01-01-2020 19:30,96.1,142.6,2.84,23.77,26.61,10.22,123.87
01-01-2020 19:45,96.1,142.6,2.59,21.76,24.36,10.43,118.67
01-01-2020 20:00,96.1,142.6,2.35,20.21,22.55,10.58,116.3
01-01-2020 20:15,95.9,144.2,2.84,18.71,21.55,None,114.75
01-01-2020 20:30,95.6,148.3,3.41,20.61,24.02,10.28,105.86
01-01-2020 20:45,95.6,148.3,3.3,20.51,23.8,10.4,66.9
01-01-2020 21:00,95.6,148.3,2.98,17.61,20.59,10.15,57.27
01-01-2020 21:15,96.6,151.5,3.09,18.08,21.17,9.84,55.35
01-01-2020 21:30,99.7,160.8,2.76,16.19,18.95,9.76,55.63
01-01-2020 21:45,99.7,160.8,3.08,16.73,19.82,9.77,55.41
01-01-2020 22:00,99.7,160.8,2.85,16.19,19.04,10.24,56.56
01-01-2020 22:15,96.7,159.9,2.82,16.68,19.5,10.04,55.58
01-01-2020 22:30,89.7,157.5,3.66,16.64,20.29,9.96,52.83
01-01-2020 22:45,89.7,157.5,3.22,15.15,18.37,9.96,52.75
01-01-2020 23:00,89.7,157.5,3.38,14.4,17.77,9.64,50.28
01-01-2020 23:15,91,156.5,2.77,14.17,16.94,10.02,51.89
01-01-2020 23:30,94.7,154.1,2.79,14.62,17.41,9.69,48.19
01-01-2020 23:45,94.7,154.1,2.96,13.38,16.33,9.21,51.55
02-01-2020 00:00,None,None,None,None,None,None,None
02-01-2020 00:15,93.8,154.7,2.02,13.94,15.96,None,33.26
02-01-2020 00:30,91.6,156.4,2.99,12.77,15.76,11.12,21.14
02-01-2020 00:45,91.6,156.4,3.62,12.62,16.24,11.2,20.4
02-01-2020 01:00,91.6,156.4,2.99,13.12,16.11,11.22,20.89
02-01-2020 01:15,93.6,157.1,3.06,13.17,16.23,11.22,19.91
02-01-2020 01:30,98,159.1,3.51,13.33,16.84,11.3,19.53
02-01-2020 01:45,98,159.1,3.5,13.72,17.22,11.14,19.48
02-01-2020 02:00,98,159.1,2.89,14.97,17.85,10.68,18.75
02-01-2020 02:15,99.7,162.5,2.7,15.11,17.82,10.67,18.98
02-01-2020 02:30,104.7,170,3.11,14.53,17.64,10.44,18.77
02-01-2020 02:45,104.7,170,2.67,13.55,16.22,10.39,17.91
02-01-2020 03:00,104.7,170,2.54,13.97,16.51,10.02,18.08
02-01-2020 03:15,104,162.6,2.74,13.8,16.54,10.49,17.57
02-01-2020 03:30,102.5,135.3,2.96,13.66,16.61,10.19,18.46
02-01-2020 03:45,102.5,135.3,3.18,13.76,16.95,10.16,17.35
02-01-2020 04:00,102.5,135.3,2.63,14.37,17,10.11,16.39
02-01-2020 04:15,100.2,132.8,2.66,14.6,17.26,None,16.01
02-01-2020 04:30,95.1,126.2,2.67,14.7,17.36,7.82,16.31
02-01-2020 04:45,95.1,126.2,2.68,15.5,18.19,7.81,14.67
02-01-2020 05:00,95.1,126.2,3.03,15.72,18.75,7.52,15.04
02-01-2020 05:15,93.5,129.7,3.02,15.55,18.57,7.85,14.58
02-01-2020 05:30,89.2,137.4,3.44,15.58,19.01,8.12,13.49
02-01-2020 05:45,89.2,137.4,3.41,15.72,19.13,8.02,12.77
02-01-2020 06:00,89.2,137.4,3.47,16.15,19.62,7.61,12.48
02-01-2020 06:15,88.1,135.9,3.11,16.15,19.26,7.37,11.84
02-01-2020 06:30,85.8,130.1,2.31,17.24,19.56,7.73,12.19
02-01-2020 06:45,85.8,130.1,2.49,18.73,21.21,7.95,12.13
02-01-2020 07:00,85.8,130.1,3.11,23.03,26.14,7.43,10.71
02-01-2020 07:15,86.7,131.7,2.79,23.41,26.21,7.54,11.53
02-01-2020 07:30,89.3,135.5,2.91,23.72,26.63,7.25,11.3
02-01-2020 07:45,89.3,135.5,2.97,23.52,26.49,6.99,11.37
02-01-2020 08:00,89.3,135.5,3,22.36,25.36,7.47,18.53
02-01-2020 08:15,92.2,138,3.66,23.98,27.65,None,59.45
02-01-2020 08:30,100.5,143.6,3.58,26.79,30.38,7.99,56.34
02-01-2020 08:45,100.5,143.6,3.97,27.72,31.69,7.61,61.91
02-01-2020 09:00,100.5,143.6,3.95,28.42,32.37,9.07,60.84
02-01-2020 09:15,102.2,148.5,4.03,27.59,31.62,9.19,61.2
02-01-2020 09:30,106.2,167,3.73,28.23,31.96,7.54,59.22
02-01-2020 09:45,106.2,167,3.36,26.2,29.56,7.47,74.78
02-01-2020 10:00,106.2,167,3.88,27.64,31.52,7.71,65.38
02-01-2020 10:15,103.7,167.8,3.9,30.16,34.06,7.18,68.87
02-01-2020 10:30,96.6,169.8,3.61,21.89,25.51,7.62,79.99
02-01-2020 10:45,96.6,169.8,4.47,26.46,30.92,7.59,72.67
02-01-2020 11:00,96.6,169.8,4.11,24.36,28.47,7.3,76.49
02-01-2020 11:15,95,169.8,3.72,24.04,27.76,7.94,81.82
02-01-2020 11:30,91.3,170,3.38,21.23,24.62,8.06,81.93
02-01-2020 11:45,91.3,170,4.06,20.81,24.87,8.08,80.12
02-01-2020 12:00,91.3,170,3.84,21.95,25.79,8.18,80.49
02-01-2020 12:15,92.7,164.9,6.33,37.72,44.04,None,60.36
02-01-2020 12:30,95.9,146,4.96,29.73,34.7,7.65,68.13
02-01-2020 12:45,95.9,146,6.2,39.56,45.77,7.72,60.85
02-01-2020 13:00,95.9,146,5.44,27.08,32.51,7.83,80.21
02-01-2020 13:15,96.3,150.3,5.13,28.22,33.35,8.18,69.41
02-01-2020 13:30,97.7,160.2,4.77,26.86,31.63,7.89,73.42
02-01-2020 13:45,97.7,160.2,4.11,28.8,32.9,8.13,73.33
02-01-2020 14:00,97.7,160.2,4.44,27.56,31.99,8.91,74.38
02-01-2020 14:15,98.5,160.5,3.96,23.69,27.65,8.39,76
02-01-2020 14:30,100.6,161.7,3.28,18.85,22.13,8.14,80.76
02-01-2020 14:45,100.6,161.7,2.68,21.43,24.11,7.76,82.31
02-01-2020 15:00,100.6,161.7,3.7,22.2,25.9,7.74,81.39
02-01-2020 15:15,97.7,157.3,2.99,15.69,18.68,7.43,90.26
02-01-2020 15:30,90.2,140.5,3.57,21.61,25.18,7.14,82.52
02-01-2020 15:45,90.2,140.5,5.04,34.87,39.91,7.65,73.05
02-01-2020 16:00,90.2,140.5,3.91,28.75,32.65,7.29,78
02-01-2020 16:15,89.3,141.9,3.89,23.47,27.36,None,77.93
02-01-2020 16:30,86.7,145.2,5.02,30.6,35.62,8.42,64.12
02-01-2020 16:45,86.7,145.2,3,23.82,26.82,8.57,77.37
02-01-2020 17:00,86.7,145.2,3.28,23.09,26.37,8.81,74.67
02-01-2020 17:15,83.5,143.2,3.02,21.27,24.29,8.53,73.49
02-01-2020 17:30,76.4,180.4,3.22,21.8,25.02,8.19,71.81
02-01-2020 17:45,76.4,714.2,3.3,25.67,28.97,8.62,55.35
02-01-2020 18:00,76.4,714.2,4.23,28.68,32.92,8.56,46.46
02-01-2020 18:15,None,None,None,None,None,None,None
02-01-2020 18:30,74.4,423.2,13.87,61.13,75,9.97,12.49
02-01-2020 18:45,74.4,423.2,23.32,64.1,87.42,11.95,8.25
02-01-2020 19:00,74.4,423.2,55.88,69.31,125.18,14.91,7.91
02-01-2020 19:15,83.9,393.8,50.57,68.92,119.49,14.62,8.91
02-01-2020 19:30,107.1,325.3,70.26,67.31,137.56,15.39,9.61
02-01-2020 19:45,107.1,325.3,69.99,65.54,135.53,16.04,10.96
02-01-2020 20:00,61.5,186.7,91.96,62.07,154.03,16.5,20.06
02-01-2020 20:15,59,161.6,114.77,57.53,172.3,None,17.06
02-01-2020 20:30,71.1,158.7,115.35,63.74,179.09,13.12,20
02-01-2020 20:45,71.1,158.7,112.91,62.14,175.05,13.68,15.52
02-01-2020 21:00,71.1,158.7,109.24,64.68,173.93,13.23,16.54
02-01-2020 21:15,76,159.8,116.72,60.79,177.51,12.93,12.75
02-01-2020 21:30,88,163,95.72,62.37,158.09,12.06,10.15
02-01-2020 21:45,88,163,100.11,56.86,156.97,11.59,8.48
02-01-2020 22:00,88,163,108.3,52.62,160.92,11.21,7.34
02-01-2020 22:15,85.4,159.4,95.23,48.65,143.88,10.97,6.59
02-01-2020 22:30,79.1,151.3,81.41,44.86,126.28,10.54,6.73
02-01-2020 22:45,79.1,151.3,67.86,44.44,112.3,9.61,8.44
02-01-2020 23:00,79.1,151.3,73.44,40.06,113.5,9.2,3.83
02-01-2020 23:15,75.3,143.8,73.55,39.81,113.37,8.44,2.31
02-01-2020 23:30,66.9,122.1,38.55,39.27,77.83,8.04,2.52
02-01-2020 23:45,66.9,122.1,24.99,38.62,63.61,7.19,3.61
03-01-2020 00:00,None,None,None,None,None,None,None
03-01-2020 00:15,61.2,114.8,12.54,37.06,49.6,None,2.83
03-01-2020 00:30,48.5,92.1,9.49,33.79,43.28,7.09,5.84
03-01-2020 00:45,48.5,92.1,10.32,31.86,42.18,7.48,4.18
03-01-2020 01:00,48.5,92.1,10.16,30.81,40.97,7.3,7.45
03-01-2020 01:15,47.3,87.5,10.2,29.91,40.11,7.56,4.74
03-01-2020 01:30,44.5,76.7,7.32,29.29,36.61,7.18,5.56
03-01-2020 01:45,44.5,76.7,7.57,31.51,39.09,7.59,4.33
03-01-2020 02:00,44.5,76.7,7.32,29.95,37.27,7.48,10.46
03-01-2020 02:15,44.2,77.5,7.05,27.51,34.56,7.04,5.29
03-01-2020 02:30,43.4,79.8,6.29,26.79,33.08,7.13,11.08
03-01-2020 02:45,43.4,79.8,5.27,21.65,26.92,6.91,9.89
03-01-2020 03:00,43.4,79.8,5.08,20.9,25.98,7.03,9.84
03-01-2020 03:15,42.2,73.8,4.35,19.87,24.21,6.56,13.53
03-01-2020 03:30,39.2,59.2,4.18,20.17,24.34,6.49,19.93
03-01-2020 03:45,39.2,59.2,5.7,25.16,30.86,7.08,12.04
03-01-2020 04:00,39.2,59.2,4.66,22.65,27.31,6.26,14.56
03-01-2020 04:15,36.3,57.7,3.5,19.74,23.24,None,12.89
03-01-2020 04:30,29.9,54.3,4.61,23.13,27.73,7.45,15.84
03-01-2020 04:45,29.9,54.3,5.2,25.01,30.21,7.92,13.76
03-01-2020 05:00,29.9,54.3,5.08,20.69,25.77,7.64,12.64
03-01-2020 05:15,30.2,52.2,6.01,21.4,27.42,7.28,10.85
03-01-2020 05:30,31,46.2,4.93,20.71,25.65,7.58,11.13
03-01-2020 05:45,31,46.2,4.28,24.08,28.36,7.34,14.39
03-01-2020 06:00,31,46.2,5.29,26.28,31.57,7.37,13.78
03-01-2020 06:15,30.6,47.5,4.62,21.69,26.3,7.09,16.07
03-01-2020 06:30,29.8,50.9,4.32,20.52,24.84,6.59,15.31
03-01-2020 06:45,29.8,50.9,4.75,23.59,28.35,6.71,15.51
03-01-2020 07:00,29.8,50.9,4.32,22.29,26.61,7.04,16.5
03-01-2020 07:15,59.6,104.6,5.14,27.89,33.02,6.97,11.92
03-01-2020 07:30,67,123.2,8.49,31.94,40.43,6.85,9.15
03-01-2020 07:45,67,123.2,16.13,34.28,50.42,8.94,8.72
03-01-2020 08:00,67,123.2,41.89,43.32,85.21,10.82,20.5
03-01-2020 08:15,73.6,132.4,24.79,38.9,63.69,None,15.08
03-01-2020 08:30,89,159.1,56.19,42.98,99.17,10.24,11.78
03-01-2020 08:45,89,159.1,28.93,45.03,73.95,9.57,12.5
03-01-2020 09:00,89,159.1,10.74,44.93,55.67,7.92,21.73
03-01-2020 09:15,93.7,164.1,4.51,33.6,38.11,7.52,35.97
03-01-2020 09:30,104.8,176.3,5.09,41.48,46.57,7.68,36.89
03-01-2020 09:45,104.8,176.3,5.21,43.65,48.86,7.27,44.56
03-01-2020 10:00,104.8,176.3,4.7,66.56,71.26,7.39,62.79
03-01-2020 10:15,98.7,171.1,3.95,47.99,51.95,7.11,68.95
03-01-2020 10:30,82.7,159,3.47,31.7,35.17,7.17,73.94
03-01-2020 10:45,82.7,159,4.85,29.61,34.46,7.23,74.81
03-01-2020 11:00,82.7,159,4.52,27.8,32.32,7.37,77.72
03-01-2020 11:15,79,149.8,4.1,21.79,25.89,6.8,87.04
03-01-2020 11:30,70.1,123.1,3.25,20.36,23.61,6.85,85.9
03-01-2020 11:45,70.1,123.1,4.46,26.78,31.24,7.12,80.24
03-01-2020 12:00,70.1,123.1,3.2,19.25,22.45,7.35,86.51
03-01-2020 12:15,64,118.2,3.85,15.52,19.36,None,87.35
03-01-2020 12:30,50,106.1,3.24,12.72,15.96,6.87,91.79
03-01-2020 12:45,50,106.1,2.99,14.47,17.45,6.75,93.87
03-01-2020 13:00,50,106.1,2.73,14.55,17.27,6.62,93.23
03-01-2020 13:15,49.2,94.9,3.56,13.71,17.27,7.08,92.27
03-01-2020 13:30,47,64.1,3.5,15.8,19.29,6.45,91.68
03-01-2020 13:45,47,64.1,3.5,15.47,18.97,6.81,90.03
03-01-2020 14:00,47,64.1,4.18,22.3,26.48,6.52,83.5
03-01-2020 14:15,44.8,65.8,3.12,15.53,18.65,6.29,95.11
03-01-2020 14:30,39.4,70.7,3.56,15.69,19.25,6.33,88.54
03-01-2020 14:45,39.4,70.7,2.72,14.25,16.96,6.43,91.19
03-01-2020 15:00,39.4,70.7,3.45,12.95,16.4,6.21,86.47
03-01-2020 15:15,34.2,70.5,3.06,15.01,18.07,6.29,87.18
03-01-2020 15:30,22.5,69.8,4.19,23.46,27.65,6.28,75.02
03-01-2020 15:45,22.5,69.8,3.25,14.69,17.94,6.29,84.6
03-01-2020 16:00,22.5,69.8,3.36,13.16,16.52,6.19,85.14
03-01-2020 16:15,25.1,64.6,3.35,12.17,15.52,None,81.96
03-01-2020 16:30,31.7,49.2,2.74,15.11,17.85,5.81,78.67
03-01-2020 16:45,31.7,49.2,3.06,15.87,18.94,5.69,84.18
03-01-2020 17:00,31.7,49.2,3.59,18.22,21.81,6.17,69.12
03-01-2020 17:15,30.6,51.7,3.64,27.9,31.54,5.98,57.48
03-01-2020 17:30,27.9,59,3.41,37.72,41.12,6.22,36.33
03-01-2020 17:45,27.9,59,29.68,65.26,94.94,6.69,17.55
03-01-2020 18:00,27.9,59,74.03,88.97,163,8.16,8.69
03-01-2020 18:15,29.9,64.8,111.21,92.96,204.17,9.51,10.44
03-01-2020 18:30,34.4,77.6,83.03,89.58,172.62,9.58,12.92
03-01-2020 18:45,34.4,77.6,102.44,84.17,186.61,10.05,15.32
03-01-2020 19:00,34.4,77.6,199.07,88.73,287.8,12.26,16.97
03-01-2020 19:15,41.9,103.9,271.45,95.74,367.19,14.67,17.29
03-01-2020 19:30,61.4,176.2,213.64,85.96,299.6,14.7,16.39
03-01-2020 19:45,61.4,176.2,109.59,73.6,183.19,12.36,13.75
03-01-2020 20:00,61.4,176.2,104.41,69.54,173.95,12.7,13.51
03-01-2020 20:15,69.1,177.8,75.51,67.14,142.65,None,13.24
03-01-2020 20:30,86.9,182.3,148.09,64.69,212.79,14.18,23.48
03-01-2020 20:45,86.9,182.3,78.33,65.64,143.97,12.28,17.29
03-01-2020 21:00,86.9,182.3,65.33,63.27,128.61,10.7,14.41
03-01-2020 21:15,93.3,190.9,80.68,61.3,141.98,11.08,15.85
03-01-2020 21:30,109.9,210,67.32,55.46,122.78,10.84,12.98
03-01-2020 21:45,109.9,210,115.8,52.58,168.38,11.13,13.11
03-01-2020 22:00,109.9,210,97.63,57.29,154.93,10.09,10.45
03-01-2020 22:15,105.9,206.8,85.92,51.78,137.69,8.94,10.6
03-01-2020 22:30,95.2,197.3,74.43,50.34,124.77,8.61,17.77
03-01-2020 22:45,95.2,197.3,61.51,46.52,108.02,8.39,7.75
03-01-2020 23:00,95.2,197.3,59.43,52.96,112.39,8.62,7.47
03-01-2020 23:15,92.1,191.7,31.46,49.38,80.84,7.22,5.86
03-01-2020 23:30,85.3,178.2,10.02,47.15,57.17,6.54,7.15
03-01-2020 23:45,85.3,178.2,13.76,47.12,60.88,6.44,8
04-01-2020 00:00,None,None,None,None,None,None,None
04-01-2020 00:15,77.2,163.3,6.32,37.17,43.49,None,11.5
04-01-2020 00:30,57.5,130.3,5.07,31.21,36.28,5.55,15.48
04-01-2020 00:45,57.5,130.3,4.4,29.24,33.64,5.7,22.96
04-01-2020 01:00,57.5,130.3,3.96,23.6,27.57,5.8,35.58
04-01-2020 01:15,53.5,123.2,3.39,18.69,22.08,5.75,28.28
04-01-2020 01:30,44.8,102.4,2.88,20.88,23.76,5.47,25.31
04-01-2020 01:45,44.8,102.4,3.89,23.88,27.76,5.65,19.48
04-01-2020 02:00,44.8,102.4,3.44,22.44,25.88,5.6,19.75
04-01-2020 02:15,47,98.1,3.38,19.93,23.31,5.37,22.49
04-01-2020 02:30,52.1,87.4,3.53,18.69,22.22,5.49,24.88
04-01-2020 02:45,52.1,87.4,3.1,18.72,21.82,5.93,26.55
04-01-2020 03:00,52.1,87.4,2.98,18.02,20.99,5.79,28.86
04-01-2020 03:15,54,90.8,3.61,17.34,20.95,5.88,25.09
04-01-2020 03:30,58.8,98.4,4.02,17.38,21.4,5.61,19.32
04-01-2020 03:45,58.8,98.4,4.31,16.66,20.97,5.41,18.06
04-01-2020 04:00,58.8,98.4,4.1,17.22,21.32,5.6,16.53
04-01-2020 04:15,58.5,93.1,3.82,16.06,19.89,None,17.44
04-01-2020 04:30,57.8,77.8,3.76,15.81,19.57,6.68,16.09
04-01-2020 04:45,57.8,77.8,4.04,14.91,18.94,6.88,14.7
04-01-2020 05:00,57.8,77.8,3.21,16.62,19.83,6.93,12.84
04-01-2020 05:15,57.8,77.5,3.48,17.51,20.99,6.64,9.4
04-01-2020 05:30,57.9,76.9,3.72,16.27,19.99,6.54,10.71
04-01-2020 05:45,57.9,76.9,3.92,16.85,20.78,6.42,7.91
04-01-2020 06:00,57.9,76.9,4.21,16.02,20.23,6.33,7.73
04-01-2020 06:15,56.3,81.8,4.17,16.04,20.2,6.14,7.34
04-01-2020 06:30,52.1,92.6,6.23,19.16,25.39,6.09,5.13
04-01-2020 06:45,52.1,92.6,18.65,25.93,44.58,7.14,4.68
04-01-2020 07:00,52.1,92.6,10.96,23.71,34.67,6.74,4.33
04-01-2020 07:15,54.5,94.4,4.77,19.46,24.23,6.56,5.03
04-01-2020 07:30,60.2,99.7,6.08,23.9,29.99,7.21,8.96
04-01-2020 07:45,60.2,99.7,13.94,33.66,47.61,7.4,3.95
04-01-2020 08:00,60.2,99.7,5.44,26.56,32,6.92,6.24
04-01-2020 08:15,63.4,105.2,10.59,33.05,43.64,None,7.06
04-01-2020 08:30,71.3,118.9,43.65,42.38,86.03,9.23,12.29
04-01-2020 08:45,71.3,118.9,19.5,39.61,59.11,9.27,12.48
04-01-2020 09:00,71.3,118.9,27.83,45.35,73.18,9.72,11.5
04-01-2020 09:15,77.4,128.7,20.55,43.97,64.52,9.33,7.57
04-01-2020 09:30,92.5,157.2,17.86,52.69,70.56,9.34,9.79
04-01-2020 09:45,92.5,157.2,11.43,53.52,64.96,8.89,20.89
04-01-2020 10:00,92.5,157.2,8.42,56.74,65.16,9.13,25.7
04-01-2020 10:15,89.1,157.4,6.47,66.18,72.65,9.1,49.35
04-01-2020 10:30,81.7,157.9,5.18,33.69,38.87,8.96,52.72
04-01-2020 10:45,81.7,157.9,4.77,27.09,31.86,9.09,69.02
04-01-2020 11:00,81.7,157.9,4.22,24.65,28.87,8.61,64.96
04-01-2020 11:15,79.6,151.7,4.1,21.46,25.56,8.77,69.13
04-01-2020 11:30,73.6,136.4,4.43,21.23,25.67,8.66,66.81
04-01-2020 11:45,73.6,136.4,4.08,20.86,24.94,8.61,71.92
04-01-2020 12:00,73.6,136.4,4.45,21.47,25.92,8.83,76.83
04-01-2020 12:15,70.2,131.1,4.21,20.83,25.04,None,72.28
04-01-2020 12:30,62.1,115.8,4.59,21.65,26.23,7.59,71
04-01-2020 12:45,62.1,115.8,3.77,20.14,23.91,7.84,81.81
04-01-2020 13:00,62.1,115.8,4.61,20.48,25.09,7.53,81.72
04-01-2020 13:15,64.2,119.5,4.46,20.71,25.17,7.56,75.45
04-01-2020 13:30,69.2,130.3,3.45,21.48,24.93,7.66,74.95
04-01-2020 13:45,69.2,130.3,5.06,22.68,27.74,7.57,73.57
04-01-2020 14:00,69.2,130.3,4.1,22.12,26.22,7.6,81.25
04-01-2020 14:15,70.8,127.4,3.77,23.15,26.91,7.36,84.61
04-01-2020 14:30,75.4,120.7,3.46,24.57,28.03,7.52,89.19
04-01-2020 14:45,75.4,120.7,3.73,21.98,25.72,7.38,90.61
04-01-2020 15:00,75.4,120.7,3.81,24.03,27.83,7.24,84.57
04-01-2020 15:15,73.4,118.8,4.34,27.21,31.55,7.28,83.54
04-01-2020 15:30,68.7,113.5,4.34,26.63,30.98,7.32,85.07
04-01-2020 15:45,68.7,113.5,5.29,28.73,34.02,7.46,81.64
04-01-2020 16:00,68.7,113.5,3.96,25.85,29.82,7.8,87.42
04-01-2020 16:15,68.6,122,3.72,21.66,25.38,None,89.24
04-01-2020 16:30,68.1,146.8,4.44,26.01,30.45,7.3,77.89
04-01-2020 16:45,68.1,146.8,5.08,29.43,34.52,7.23,66.74
04-01-2020 17:00,68.1,146.8,5.03,32.9,37.93,7.24,57.22
04-01-2020 17:15,66.2,143.2,4.32,33.79,38.11,7.27,54.35
04-01-2020 17:30,60.8,134.8,5.1,46.88,51.98,7.48,42.72
04-01-2020 17:45,60.8,134.8,5.03,49.64,54.67,7.73,33.74
04-01-2020 18:00,60.8,134.8,5.11,51.81,56.92,7.3,28.4
04-01-2020 18:15,62.7,136,5.38,55.69,61.07,7.65,25.11
04-01-2020 18:30,67.4,139.2,9.21,65.04,74.25,8.06,14.81
04-01-2020 18:45,67.4,139.2,10.49,69.25,79.74,8.28,15.96
04-01-2020 19:00,67.4,139.2,14.9,64.08,78.98,8.39,8.88
04-01-2020 19:15,75.1,146.8,41.89,62.57,104.46,10.15,9.31
