dates,PM25,PM10,NO,NO2,NOx,SO2,Ozone
27-07-2020 21:45,22.2,50,6.03,13.85,19.88,8.07,38.04
27-07-2020 22:00,22.2,50,5.94,12.39,18.34,8.53,38.1
27-07-2020 22:15,20.4,60.1,5.99,11.49,17.48,7.87,38.67
27-07-2020 22:30,20.2,60.9,6.08,13.23,19.31,7.52,39.79
27-07-2020 22:45,20.2,60.9,6.29,13.79,20.08,8.19,32.05
27-07-2020 23:00,20.2,60.9,6.3,12.48,18.78,7.88,39.23
27-07-2020 23:15,22.4,45.9,6.1,11.53,17.63,7.49,34.25
27-07-2020 23:30,22.5,45.2,6.18,11.23,17.41,7.66,30.81
27-07-2020 23:45,22.5,45.2,6.41,15.92,22.32,7.95,26.61
28-07-2020 00:00,None,None,None,None,None,None,None
28-07-2020 00:15,31.1,44.6,6.65,21.7,28.35,None,22
28-07-2020 00:30,31.9,44.6,6.22,21.72,27.94,7.19,24.73
28-07-2020 00:45,31.9,44.6,6.52,17.17,23.7,7.11,29.91
28-07-2020 01:00,31.9,44.6,6.2,14.86,21.06,7.34,36.74
28-07-2020 01:15,19.5,60.3,5.62,13.97,19.59,7.22,34.95
28-07-2020 01:30,18.9,61.8,6.06,12.84,18.9,7.32,34.07
28-07-2020 01:45,18.9,61.8,5.91,12.47,18.37,7.61,37.93
28-07-2020 02:00,18.9,61.8,5.97,11.58,17.55,7.54,34.96
28-07-2020 02:15,14,50.7,5.78,11.24,17.02,7.14,39.24
28-07-2020 02:30,13.8,50.1,5.53,12.19,17.72,7.71,37.57
28-07-2020 02:45,13.8,50.1,5.96,14.03,19.99,8.09,32.19
28-07-2020 03:00,13.8,50.1,6.2,13.34,19.54,7.78,35.03
28-07-2020 03:15,22.4,55.2,6.36,12.02,18.38,7.72,35.32
28-07-2020 03:30,23.3,55.4,6.27,11.35,17.62,7.62,36.83
28-07-2020 03:45,23.3,55.4,5.93,10.27,16.2,7.45,39.62
28-07-2020 04:00,23.3,55.4,6.49,9.82,16.31,7.22,35.25
28-07-2020 04:15,24.5,55.2,6.41,11.31,17.71,None,31.78
28-07-2020 04:30,24.5,55.2,6.52,11.37,17.89,8.34,30.02
28-07-2020 04:45,24.5,55.2,6.34,10.85,17.19,8.5,27.1
28-07-2020 05:00,24.5,55.2,6.25,12.65,18.9,8.28,26.09
28-07-2020 05:15,28.4,43.3,5.97,15.7,21.66,8.16,18.65
28-07-2020 05:30,28.7,42.6,6.37,19.16,25.53,8.18,16.02
28-07-2020 05:45,28.7,42.6,6.51,20.39,26.9,8.19,19.35
28-07-2020 06:00,28.7,42.6,6.51,20.2,26.71,7.82,14.14
28-07-2020 06:15,18.5,49.3,6.57,24.6,31.17,8.34,13.96
28-07-2020 06:30,17.5,49.6,7.43,24.88,32.31,8.94,15.32
28-07-2020 06:45,17.5,49.6,7.43,21.14,28.57,8.72,19.87
28-07-2020 07:00,17.5,49.6,7.42,19,26.42,7.9,21.82
28-07-2020 07:15,10.5,41.1,7.71,17.89,25.61,7.81,20.3
28-07-2020 07:30,10.3,40.2,7.07,17.97,25.03,8.32,22.71
28-07-2020 07:45,10.3,40.2,7.43,18.04,25.47,7.89,23.93
28-07-2020 08:00,10.3,40.2,7.78,17.69,25.46,7.61,19.91
28-07-2020 08:15,13.6,54.9,7.89,17.18,25.07,None,24.08
28-07-2020 08:30,13.8,55.6,7.39,15.94,23.33,8.15,28.44
28-07-2020 08:45,13.8,55.6,6.37,11.36,17.74,8.83,36.82
28-07-2020 09:00,13.8,55.6,5.86,9.91,15.77,8.53,35.2
28-07-2020 09:15,8.6,60.9,5.57,9.21,14.79,8.07,34.46
28-07-2020 09:30,8.4,61.4,5.85,8.67,14.52,8.57,41.04
28-07-2020 09:45,8.4,61.4,5.94,9.47,15.4,8.36,36.47
28-07-2020 10:00,8.4,61.4,6.16,8.78,14.94,8.79,42.89
28-07-2020 10:15,13.9,52.3,5.87,8.05,13.92,9,36.37
28-07-2020 10:30,14.1,51.4,5.75,7.88,13.63,8.56,30.03
28-07-2020 10:45,14.1,51.4,6.48,8.02,14.5,8.09,34.38
28-07-2020 11:00,14.1,51.4,5.32,8.15,13.48,8.88,34.27
28-07-2020 11:15,31.9,51.6,5.46,8.75,14.22,11.36,33.56
28-07-2020 11:30,33.6,51.6,5.86,9.4,15.26,11.67,35.41
28-07-2020 11:45,33.6,51.6,6.03,8.84,14.88,9.51,30.36
28-07-2020 12:00,33.6,51.6,6.31,7.79,14.1,8.7,32.64
28-07-2020 12:15,22,49.1,6.42,7.32,13.74,None,33.12
28-07-2020 12:30,21.4,48.9,6.28,6.87,13.15,8.87,32.2
28-07-2020 12:45,21.4,48.9,6.24,6.99,13.23,8.72,34.21
28-07-2020 13:00,21.4,48.9,6.42,7.27,13.7,8.96,29.45
28-07-2020 13:15,30.4,46.2,5.94,7.62,13.56,8.51,31.41
28-07-2020 13:30,31.1,46,5.86,9.11,14.98,None,18.37
28-07-2020 13:45,31.1,46,5.55,9.82,15.37,11.31,19.08
28-07-2020 14:00,31.1,46,5.2,10.1,15.3,13.2,20.71
28-07-2020 14:15,19.2,34.1,6.07,9.43,15.5,None,21.64
28-07-2020 14:30,18,33.5,5.95,9.61,15.56,None,None
28-07-2020 14:45,18,33.5,5.14,11.74,16.88,None,None
28-07-2020 15:00,18,33.5,5.53,10.84,16.37,None,None
28-07-2020 15:15,12,36,5.78,10.42,16.19,None,None
28-07-2020 15:30,11.7,36.2,5.3,10.07,15.37,None,None
28-07-2020 15:45,11.7,36.2,4.81,9.19,14,None,None
28-07-2020 16:00,11.7,36.2,5.48,9.16,14.64,None,None
28-07-2020 16:15,8.7,44.8,5.55,9.86,15.41,None,None
28-07-2020 16:30,8.3,44.8,5.35,9.6,14.95,None,None
28-07-2020 16:45,None,None,4.86,10.83,15.68,None,46.53
28-07-2020 17:00,None,None,4.78,11.66,16.44,5.43,31.67
28-07-2020 17:15,None,None,4.81,11.42,16.23,5.17,38.38
28-07-2020 17:30,None,None,5.15,10.74,15.84,7.23,37.88
28-07-2020 17:45,None,None,2.76,6.45,9.21,9.43,34.15
28-07-2020 18:00,None,None,None,None,None,8.62,36.34
28-07-2020 18:15,None,None,None,None,None,6.82,33.98
28-07-2020 18:30,None,None,None,None,None,5.46,30.87
28-07-2020 18:45,None,None,None,None,None,5.12,34.26
28-07-2020 19:00,None,None,None,None,None,5.5,34.1
28-07-2020 19:15,None,None,11.99,10.43,22.26,7.93,30.6
28-07-2020 19:30,None,None,3.47,11.67,15.14,9.66,32.58
28-07-2020 19:45,None,None,3.12,11.06,14.18,9.32,32.64
28-07-2020 20:00,None,0.1,2.94,10.32,13.27,8.78,31.11
28-07-2020 20:15,1.6,8.4,2.32,10.57,12.89,None,28.81
28-07-2020 20:30,1.7,8.4,2.7,9.92,12.62,6.24,28.11
28-07-2020 20:45,1.7,8.4,2.98,9.61,12.59,5.46,29.39
28-07-2020 21:00,1.7,8.4,3,10,13,5.19,28.95
28-07-2020 21:15,1.3,23.6,3.16,10.85,14.01,5.81,27.73
28-07-2020 21:30,1.3,24.3,3.36,10.65,14.02,6.07,26.83
28-07-2020 21:45,1.3,24.3,4.37,10.96,15.33,4.13,19.51
28-07-2020 22:00,1.3,24.3,3.55,11.19,14.74,3.43,25.33
28-07-2020 22:15,7,24.6,3.84,11.12,14.95,2.86,23.99
28-07-2020 22:30,7.3,24.6,4.05,10.78,14.84,3.25,20.89
28-07-2020 22:45,15.2,32.6,4.32,10.83,15.15,3.23,23.37
28-07-2020 23:00,17.3,34.6,4,10.47,14.47,4.55,29.02
28-07-2020 23:15,27.3,41.6,4.45,11.63,16.08,7.54,23.06
28-07-2020 23:30,27.4,41.6,4.84,17.12,21.96,9.18,16.19
28-07-2020 23:45,27.4,41.6,5.71,21.29,27,8.52,10.46
29-07-2020 00:00,None,None,None,None,None,None,None
29-07-2020 00:15,20.3,52.7,4.04,14.54,18.58,None,20.4
29-07-2020 00:30,20.3,53.3,3.95,11.86,15.81,4.61,20.27
29-07-2020 00:45,20.3,53.3,4.4,9.61,14,4.24,21.34
29-07-2020 01:00,20.3,53.3,4.7,9.83,14.53,4.71,21.42
29-07-2020 01:15,20.5,32.9,4.35,8.91,13.26,5.5,24.29
29-07-2020 01:30,20.5,32.9,4.65,7.5,12.15,3.65,24.54
29-07-2020 01:45,20.5,32.9,4.41,6.7,11.11,2.23,22.68
29-07-2020 02:00,20.5,33.2,4.42,5.96,10.38,1.92,22.86
29-07-2020 02:15,29.5,52.6,4.53,6.04,10.57,1.48,22.78
29-07-2020 02:30,29.5,52.6,4.67,6.25,10.92,1.76,21.52
29-07-2020 02:45,29.5,52.6,4.58,6.13,10.71,2.61,24.67
29-07-2020 03:00,29.5,52.6,4.7,6.38,11.08,3.91,24.32
29-07-2020 03:15,26.9,39.4,4.25,7.18,11.43,4.22,24.03
29-07-2020 03:30,26.8,38.8,4.17,6.76,10.93,3.52,23.09
29-07-2020 03:45,26.8,38.8,4.38,6.33,10.71,3.23,22.12
29-07-2020 04:00,26.8,38.8,3.93,6.57,10.5,2.74,23.77
29-07-2020 04:15,30.4,59.1,3.99,6.54,10.53,None,21.68
29-07-2020 04:30,30.5,59.3,4.13,6.69,10.82,5.86,22.13
29-07-2020 04:45,30.5,59.3,4.66,8.01,12.67,6.09,21.79
29-07-2020 05:00,30.5,59.2,4.76,9.79,14.54,7.59,17.96
29-07-2020 05:15,30.9,47.3,5.06,11.25,16.31,7.57,16.06
29-07-2020 05:30,30.9,47.3,5.19,13.65,18.84,6.12,11.88
29-07-2020 05:45,30.9,47.3,5,14.62,19.62,5.39,9.03
29-07-2020 06:00,30.9,47.3,4.69,16.43,21.11,4.97,6.69
29-07-2020 06:15,23,44.7,5.44,19.13,24.57,5,4.19
29-07-2020 06:30,22.7,44.6,6.04,20.38,26.42,6.3,5.28
29-07-2020 06:45,22.7,44.6,6.39,20.38,26.77,7.86,6.44
29-07-2020 07:00,22.7,44.6,6.39,19.63,26.02,8.02,8.34
29-07-2020 07:15,17.7,54.6,5.66,17.09,22.75,8.28,12.18
29-07-2020 07:30,17.7,54.6,6.11,14.6,20.71,8.95,10.99
29-07-2020 07:45,17.7,54.6,4.53,11.52,16.04,9.28,13.11
29-07-2020 08:00,17.7,54.6,4.48,10.73,15.21,9.69,14.86
29-07-2020 08:15,14.4,72,4.19,9.46,13.66,None,13.24
29-07-2020 08:30,14.4,72,4.18,10.73,14.91,6.56,15.95
29-07-2020 08:45,14.4,72,4.4,8.97,13.37,8.68,20.38
29-07-2020 09:00,14.4,72,4.42,9.25,13.67,12.34,18.93
29-07-2020 09:15,13.6,46.2,4.65,11.16,15.81,16,22.91
29-07-2020 09:30,13.6,45,4.43,11.24,15.67,19.56,24.49
29-07-2020 09:45,13.6,45,4.22,10.19,14.41,24.6,22.26
29-07-2020 10:00,13.6,44.9,4.27,9.65,13.92,30.17,25.7
29-07-2020 10:15,12,34.9,4.08,9.22,13.3,31.96,25.27
29-07-2020 10:30,12,34.9,3.74,8.62,12.36,28.48,25.68
29-07-2020 10:45,12,34.9,3.17,8.22,11.39,25.69,28.76
29-07-2020 11:00,11.9,34.9,2.88,8.31,11.18,24.29,26.84
29-07-2020 11:15,17.1,59.9,None,None,None,19.69,28.6
29-07-2020 11:30,21,60.8,None,None,None,15.04,27.02
29-07-2020 11:45,21,60.8,None,None,None,11.76,24.2
29-07-2020 12:00,21,60.8,None,None,None,10.14,30.13
29-07-2020 12:15,44.6,77.4,None,None,None,None,29.61
29-07-2020 12:30,45.7,78.2,None,None,None,9.59,27.93
29-07-2020 12:45,45.7,78.2,None,None,None,13.1,30.12
29-07-2020 13:00,45.7,77.9,5.84,13.17,19.01,13.85,27.45
29-07-2020 13:15,33.1,50.3,5.12,11.85,16.97,10.15,26.09
29-07-2020 13:30,32.9,50.3,5.3,11.95,17.25,6.27,29.95
29-07-2020 13:45,32.9,50.3,5.36,12.5,17.86,4.27,30.66
29-07-2020 14:00,32.9,50.3,4.93,13.06,17.98,5.53,37.2
29-07-2020 14:15,33.6,56.1,4.57,13.33,17.9,8.87,35.33
29-07-2020 14:30,33.6,56.3,3.22,10.47,13.68,8.84,34.42
29-07-2020 14:45,33.6,56.3,4.38,10.55,14.93,6.08,37.38
29-07-2020 15:00,33.6,56.3,4.68,11.01,15.69,4.22,31.65
29-07-2020 15:15,41.2,58.9,4.76,11.35,16.1,2.22,30.58
29-07-2020 15:30,41.6,59,4.97,12.07,17.04,1.39,31.98
29-07-2020 15:45,38.6,59,4.31,11.13,15.45,0.97,33.36
29-07-2020 16:00,31.6,59,4.03,11.65,15.67,0.74,39.57
29-07-2020 16:15,36.7,60.8,4.4,11.79,16.19,None,38.73
29-07-2020 16:30,36.7,60.8,5.08,12.01,17.09,6.75,35.35
29-07-2020 16:45,36.7,60.8,4.13,11.62,15.75,4.46,36.61
29-07-2020 17:00,36.7,60.8,4.09,10.79,14.88,3.53,37.4
29-07-2020 17:15,35.1,47.2,4.18,10.77,14.95,3.69,39.13
29-07-2020 17:30,35.1,46.8,3.51,10.78,14.3,3.33,40.04
29-07-2020 17:45,35.1,46.8,3.83,11.37,15.2,5.22,31.96
29-07-2020 18:00,35.1,46.8,4.01,12.54,16.55,9.41,35.92
29-07-2020 18:15,25.1,52.7,4.87,12.79,17.66,10.44,32.17
29-07-2020 18:30,24.8,52.7,3.41,13.46,16.87,8.61,25.67
29-07-2020 18:45,24.8,52.7,3.31,12.36,15.67,6.82,27.03
29-07-2020 19:00,24.9,53,3.77,10.71,14.48,5.57,24.89
29-07-2020 19:15,34.2,83.3,3.8,10.68,14.48,4.37,29.29
29-07-2020 19:30,34.2,83.3,3.28,10.87,14.16,4.03,31.55
29-07-2020 19:45,34.2,83.3,3.55,10.3,13.85,3.46,33.44
29-07-2020 20:00,34.2,83.3,3.11,9.7,12.8,5.16,37.61
29-07-2020 20:15,23,68.5,3.8,8.71,12.51,None,32.61
29-07-2020 20:30,22.5,67.8,3.5,7.82,11.32,6.18,32.53
29-07-2020 20:45,22.5,67.8,3.45,7.61,11.06,4.19,33.65
29-07-2020 21:00,22.5,67.8,3.23,7.85,11.08,3.61,30.29
29-07-2020 21:15,32.6,81.1,3.42,14.68,18.09,5.88,30.87
29-07-2020 21:30,32.6,81.7,3.34,14.72,18.06,9.62,32.67
29-07-2020 21:45,32.6,81.7,4.44,13.39,17.83,13.56,27.06
29-07-2020 22:00,32.5,81.4,3.31,12.8,16.1,13.81,27.13
29-07-2020 22:15,22.2,53.8,3.44,12.73,16.17,12.18,20.45
29-07-2020 22:30,22.2,53.8,3.48,11.35,14.83,10.34,23.33
29-07-2020 22:45,22.2,53.8,3.11,10.27,13.38,9.56,24.88
29-07-2020 23:00,22.2,53.8,3.33,9.77,13.1,8.49,21.08
29-07-2020 23:15,24.1,58.8,3.34,10.63,13.97,8.28,23.33
29-07-2020 23:30,24.2,59,3.45,9.93,13.38,7.5,24.64
29-07-2020 23:45,24.2,59,3.18,14.67,17.86,8.72,25.35
30-07-2020 00:00,None,None,None,None,None,None,None
30-07-2020 00:15,36.6,40.3,3.42,8.06,11.47,None,19.64
30-07-2020 00:30,36.6,40.3,3.45,7.59,11.04,5.09,23.37
30-07-2020 00:45,36.6,40.6,3.54,8.94,12.48,3.83,23.6
30-07-2020 01:00,36.6,50.5,3.56,8.84,12.39,3.3,23.06
30-07-2020 01:15,54.4,68.1,3.61,7.85,11.46,4.66,20.88
30-07-2020 01:30,55.2,68.1,3.82,13.57,17.39,7.74,16.46
30-07-2020 01:45,55.2,68.1,3.95,20.34,24.29,10.17,16.63
30-07-2020 02:00,55.2,68.1,3.73,11.48,15.22,10.42,19.95
30-07-2020 02:15,33.9,50.1,4.32,11.92,16.24,9.1,17.98
30-07-2020 02:30,32.9,49.3,3.9,11.86,15.76,8.38,18.73
30-07-2020 02:45,32.9,49.3,3.89,11.29,15.18,8.66,20.63
30-07-2020 03:00,32.9,49.3,3.45,10.6,14.06,8.51,14.64
30-07-2020 03:15,25.5,49.4,3.49,11.6,15.08,8.16,13.41
30-07-2020 03:30,25.5,49.4,4.7,14.88,19.58,8.9,19.34
30-07-2020 03:45,25.5,49.4,4.09,12.48,16.57,10.79,18.12
30-07-2020 04:00,25.5,49.3,4.1,10.62,14.72,9.9,16.37
30-07-2020 04:15,18.8,41.3,4.07,11.81,15.88,None,12.96
30-07-2020 04:30,18.5,41.3,4.06,11.02,15.08,4.71,14.7
30-07-2020 04:45,18.5,41.3,4.01,11.12,15.13,3.88,12.58
30-07-2020 05:00,18.5,41.3,3.99,11.04,15.03,3.8,10.9
30-07-2020 05:15,21,51.1,3.96,13.51,17.47,5.92,7.19
30-07-2020 05:30,21,51.6,4.24,12.01,16.25,8.17,7.17
30-07-2020 05:45,21,51.6,4.66,13.39,18.04,8.89,5.05
30-07-2020 06:00,21.1,51.6,4.74,14.86,19.6,8.18,4.01
30-07-2020 06:15,33.7,62.8,4.68,14.55,19.23,7.88,4.33
30-07-2020 06:30,33.7,62.8,4.45,12.93,17.38,7.5,7.51
30-07-2020 06:45,33.7,62.8,4.28,13,17.29,7.33,8.11
30-07-2020 07:00,33.7,62.8,4.51,13.28,17.79,6.72,7.07
30-07-2020 07:15,29.2,60.2,4.81,16.4,21.21,6.56,6.09
30-07-2020 07:30,28.9,60.2,5.47,14.57,20.03,7.78,6.32
30-07-2020 07:45,28.9,60.2,5.5,13.43,18.93,9.95,10.01
30-07-2020 08:00,28.9,60.2,6.33,14.95,21.28,8.37,10.61
30-07-2020 08:15,20.3,62.7,6.71,20.81,27.51,None,11.26
30-07-2020 08:30,20.3,62.8,5.91,16.55,22.45,5.64,17.1
30-07-2020 08:45,20.3,62.8,6.09,16.39,22.48,5.16,18.28
30-07-2020 09:00,20.3,62.8,5.26,19.52,24.78,7.43,17.46
30-07-2020 09:15,37.4,69.4,5.66,14.83,20.48,9.24,21.54
30-07-2020 09:30,37.4,69.4,5.67,16.34,22.01,8.91,20.84
30-07-2020 09:45,37.4,69.4,5.22,15.5,20.72,8.78,24.14
30-07-2020 10:00,37.4,69.4,5.13,13.19,18.32,8.56,23.4
30-07-2020 10:15,36.3,86.7,4.82,13,17.82,7.97,24.09
30-07-2020 10:30,36.2,87.3,3.75,10.81,14.56,8.26,31.43
30-07-2020 10:45,36.2,87.3,3.3,9.88,13.18,9.25,30.58
30-07-2020 11:00,36.2,87.3,3.48,11.42,14.9,9.98,42.19
30-07-2020 11:15,23.4,78.8,3.61,11.86,15.47,12.54,41.9
30-07-2020 11:30,23.4,78.4,3.01,11.56,14.58,12.13,32.95
30-07-2020 11:45,23.4,78.4,3.13,9.35,12.48,8.88,33.08
30-07-2020 12:00,23.4,78.4,2.98,8.14,11.12,6.8,33.67
30-07-2020 12:15,33.3,71.1,3.63,8.14,11.77,None,29.67
30-07-2020 12:30,33.8,71.1,3.89,9.87,13.75,7.24,30.98
30-07-2020 12:45,33.8,71.1,3.78,9.02,12.8,10.99,32.01
30-07-2020 13:00,33.8,71.1,4.77,9.88,14.66,14.41,34.24
30-07-2020 13:15,24,65.2,4.09,9.2,13.29,13.14,36.63
30-07-2020 13:30,23.6,65,3.39,8.07,11.46,10.44,38.56
30-07-2020 13:45,23.6,65,3.15,8.94,12.09,9.15,39.05
30-07-2020 14:00,23.7,65,3.28,7.66,10.95,8.12,36
30-07-2020 14:15,30,86.1,2.48,7.8,10.28,7.27,40.72
30-07-2020 14:30,30,87,2.65,7.94,10.59,6.84,39.37
30-07-2020 14:45,30,87,3.04,8.76,11.8,7.9,35.38
30-07-2020 15:00,30,86.9,3.21,9.59,12.8,12.56,41.49
30-07-2020 15:15,36.6,72.9,3.04,12.25,15.29,17.72,34
30-07-2020 15:30,36.9,72.9,2.37,10.26,12.62,24.59,46.27
30-07-2020 15:45,36.9,72.9,4.58,15.83,20.42,31.45,59.68
30-07-2020 16:00,36.8,72.9,3.98,11.84,15.82,39.71,67.01
30-07-2020 16:15,23.5,53.5,3.05,8.72,11.77,None,64.58
30-07-2020 16:30,23.5,52.9,3.55,9.07,12.62,None,54.51
30-07-2020 16:45,23.5,52.9,3.52,9.82,13.34,None,45.4
30-07-2020 17:00,23.4,52.9,4.09,10.04,14.13,None,35.67
30-07-2020 17:15,16.7,47.4,4.42,10.09,14.51,None,32.58
30-07-2020 17:30,16.7,47.2,3.86,12.61,16.47,None,26.52
30-07-2020 17:45,16.7,47.2,4.19,13.97,18.15,None,29.05
30-07-2020 18:00,16.7,47.6,3.29,14.53,17.83,None,28.15
30-07-2020 18:15,54.6,84.2,3.35,16.42,19.77,None,19.33
30-07-2020 18:30,56.4,84.2,3.92,19.86,23.78,None,23.56
30-07-2020 18:45,56.4,84.2,3.45,19.47,22.91,None,16.88
30-07-2020 19:00,56.4,84.2,3.57,17.27,20.84,None,15.55
30-07-2020 19:15,34.9,67.9,3.57,18.43,21.99,None,13.19
30-07-2020 19:30,34.9,67.3,3.28,32.59,35.87,0.16,23.62
30-07-2020 19:45,34.9,67.3,4.23,45.3,49.53,3.8,19.77
30-07-2020 20:00,34.8,67.3,4.49,30.61,35.1,4.09,20.47
30-07-2020 20:15,22.9,53.6,4.36,22.13,26.5,None,28.66
30-07-2020 20:30,22.9,52.7,3.2,18.98,22.18,7.43,30.78
30-07-2020 20:45,22.9,52.7,3.22,16.64,19.87,2.94,32.46
30-07-2020 21:00,22.9,52.9,3.27,13.95,17.23,0.2,35.13
30-07-2020 21:15,30.2,65.6,3.27,14.39,17.66,0.3,37.29
30-07-2020 21:30,30.6,65.6,2.98,15.24,18.22,None,38.46
30-07-2020 21:45,30.6,65.6,2.6,14.75,17.35,None,34.42
30-07-2020 22:00,30.6,65.6,2.49,14.5,16.98,None,37.45
30-07-2020 22:15,50.9,63.1,2.92,12.47,15.38,0.34,38
30-07-2020 22:30,50.9,63,3.35,11.99,15.34,1.77,41.72
30-07-2020 22:45,50.9,63,3.42,12.18,15.6,2.2,38.73
30-07-2020 23:00,50.9,63,3.77,12.53,16.3,3,42.86
30-07-2020 23:15,31.7,47,3.84,11.67,15.51,1.14,45.21
30-07-2020 23:30,30.8,46.8,3.61,10.61,14.22,None,41.5
30-07-2020 23:45,30.8,46.8,3.36,10.41,13.77,None,41.09
31-07-2020 00:00,None,None,None,None,None,None,None
31-07-2020 00:15,32,48.6,3.09,9.66,12.75,None,30.39
31-07-2020 00:30,32,48.6,2.92,9.76,12.68,17.34,36.28
31-07-2020 00:45,32,48.6,2.61,9.36,11.97,9.02,33.88
31-07-2020 01:00,32,48.6,2.47,9.02,11.48,7.77,31.1
31-07-2020 01:15,29.1,42.7,2.49,8.89,11.37,6.96,28.74
31-07-2020 01:30,29.1,42.4,2.69,9.5,12.2,5.88,23.2
31-07-2020 01:45,29.1,42.4,2.91,9.92,12.84,5.83,22.08
31-07-2020 02:00,29.1,42.5,3.13,10.24,13.37,5.68,26.77
31-07-2020 02:15,24.3,50.7,3.54,9.53,13.08,5.8,37.83
31-07-2020 02:30,24.2,50.7,4.21,8.61,12.83,5.41,39.93
31-07-2020 02:45,24.2,50.7,3.66,9.03,12.69,2.1,32.12
31-07-2020 03:00,24.2,50.7,3.62,7.79,11.41,0.45,28.35
31-07-2020 03:15,19.1,49,3.57,6.98,10.54,None,23.15
31-07-2020 03:30,18.8,49,3.87,7.08,10.95,None,16.26
31-07-2020 03:45,18.8,49,3.52,8.08,11.59,0.03,15.2
31-07-2020 04:00,19,49,4.14,8.59,12.72,2.22,12.97
31-07-2020 04:15,31.2,47.7,4.4,9.22,13.62,None,16.42
31-07-2020 04:30,31.2,47.6,4.6,10.69,15.29,8.72,25
31-07-2020 04:45,31.2,47.6,5.06,13.6,18.65,8.56,18.95
31-07-2020 05:00,31.2,47.6,4.23,13.57,17.8,7.15,13.75
31-07-2020 05:15,22.9,49.2,4.37,12.71,17.08,5.75,14.63
31-07-2020 05:30,22.5,49.2,3.45,12.44,15.89,5.26,12.74
31-07-2020 05:45,22.5,49.2,3.61,12.34,15.95,5.16,13.66
31-07-2020 06:00,22.5,49.3,4.31,12.96,17.27,5.95,12.27
31-07-2020 06:15,26,56.9,5.01,16.6,21.61,5.17,9.82
31-07-2020 06:30,26,56.9,4.73,17.93,22.66,1.98,10.72
31-07-2020 06:45,26,56.9,5.07,17.65,22.72,0.19,11.58
31-07-2020 07:00,26.2,56.9,5.14,15.8,20.94,None,9.45
31-07-2020 07:15,40.3,59.9,5.93,17.66,23.59,None,9.5
31-07-2020 07:30,40.3,60,6.04,18.27,24.31,None,9
31-07-2020 07:45,40.3,60,6.56,19.3,25.85,1.31,13.73
31-07-2020 08:00,40.3,60,6.25,19.62,25.88,5.51,18.47
31-07-2020 08:15,26.9,66.4,5.55,21.18,26.73,None,16.6
31-07-2020 08:30,26.3,66.4,4.88,22.5,27.37,4.35,20.14
31-07-2020 08:45,26.3,66.4,4.84,17.63,22.47,3.39,31.98
31-07-2020 09:00,26.2,66.4,4.71,13.65,18.35,3.16,31.9
31-07-2020 09:15,19.8,58.8,4.03,12.48,16.51,2,35.42
31-07-2020 09:30,19.8,58.7,4.37,11.9,16.27,1.7,35.3
31-07-2020 09:45,19.8,58.7,4.63,11.53,16.16,1.86,38.82
31-07-2020 10:00,19.8,58.7,4.31,10.98,15.29,2.54,42.04
31-07-2020 10:15,35.2,58.5,4.88,10.66,15.54,0.28,33.53
31-07-2020 10:30,35.7,58.5,4.18,10.54,14.72,None,39.49
31-07-2020 10:45,35.7,58.5,2.93,10.65,13.58,None,41.19
31-07-2020 11:00,35.7,58.6,3.84,11.98,15.81,11.53,34.87
31-07-2020 11:15,32.6,65.3,6.09,22.01,28.1,15.15,28.32
31-07-2020 11:30,32.4,65.3,5.02,21.12,26.13,17.79,38.23
31-07-2020 11:45,32.4,65.3,5.39,16.57,21.96,17.37,42.9
31-07-2020 12:00,32.4,65.3,4.76,13.3,18.06,17.68,49.91
31-07-2020 12:15,23,63.9,3.91,11.4,15.31,None,39.49
31-07-2020 12:30,23,63.8,3.24,10.72,13.97,8.09,41.07
31-07-2020 12:45,23,63.8,3.84,10.05,13.88,6.88,48.96
31-07-2020 13:00,23,63.8,3.48,9.64,13.11,5.56,42.73
31-07-2020 13:15,33.2,80.1,3.2,10.01,13.22,4.65,45.09
31-07-2020 13:30,33.7,80.9,3.42,10.52,13.94,4.79,46.11
31-07-2020 13:45,33.7,80.9,3.96,11.2,15.16,6.56,40.41
31-07-2020 14:00,None,80.9,None,9.95,14.31,5.19,None
31-07-2020 14:15,36.4,59.2,4.17,9.75,13.92,1.89,40.32
31-07-2020 14:30,36.5,59.2,5.74,12.5,18.24,0.31,29.21
31-07-2020 14:45,36.5,59.2,7.43,17.23,24.66,0.5,38.81
31-07-2020 15:00,36.5,59.2,4.19,19.29,23.48,3.51,34.8
31-07-2020 15:15,38.6,69,4.78,13.47,18.25,8,42.59
31-07-2020 15:30,38.6,69.4,4.79,14.34,19.13,10.08,42.21
31-07-2020 15:45,38.6,69.4,4.67,13.08,17.75,8.87,33.89
31-07-2020 16:00,38.6,69.4,4.21,9.24,13.45,7.95,42.33
31-07-2020 16:15,26.6,59.5,4.16,8.84,13,None,33.91
31-07-2020 16:30,26.1,59,3.84,8.7,12.54,7.64,42.59
31-07-2020 16:45,26.1,59,2.93,7.77,10.7,7.47,40.44
31-07-2020 17:00,26.1,59,2.37,8.33,10.7,7.54,110.46
31-07-2020 17:15,19.9,59.5,3.21,11.62,14.83,7.62,42.37
31-07-2020 17:30,19.9,59.5,4.14,10.77,14.9,9.09,44.21
31-07-2020 17:45,19.9,59.5,3.76,10.58,14.34,7.25,37.78
31-07-2020 18:00,20,59.5,3.64,11.07,14.72,3.71,39.73
31-07-2020 18:15,23.6,53.6,4.27,10.3,14.57,0.69,30.59
