,dates,PM25,PM10,NO,NO2,NOx,Ozone,SO2
96,2020-01-01 00:00:00,,,,,,,
97,2020-01-01 00:15:00,,,,,,,
98,2020-01-01 00:30:00,,,,,,,
99,2020-01-01 00:45:00,,,,,,,
100,2020-01-01 01:00:00,,,,,,,
101,2020-01-01 01:15:00,,,,,,,
102,2020-01-01 01:30:00,,,,,,,
103,2020-01-01 01:45:00,,,,,,,
104,2020-01-01 02:00:00,,,,,,,
105,2020-01-01 02:15:00,,,,,,,
106,2020-01-01 02:30:00,,,,,,,
107,2020-01-01 02:45:00,,,,,,,
108,2020-01-01 03:00:00,,,,,,,
109,2020-01-01 03:15:00,,,,,,,
110,2020-01-01 03:30:00,,,,,,,
111,2020-01-01 03:45:00,,,,,,,
112,2020-01-01 04:00:00,,,,,,,
113,2020-01-01 04:15:00,,,,,,,
114,2020-01-01 04:30:00,,,,,,,
115,2020-01-01 04:45:00,,,,,,,
116,2020-01-01 05:00:00,,,,,,,
117,2020-01-01 05:15:00,,,,,,,
118,2020-01-01 05:30:00,,,,,,,
119,2020-01-01 05:45:00,,,,,,,
120,2020-01-01 06:00:00,,,,,,,
121,2020-01-01 06:15:00,,,,,,,
122,2020-01-01 06:30:00,,,,,,,
123,2020-01-01 06:45:00,,,,,,,
124,2020-01-01 07:00:00,,,,,,,
125,2020-01-01 07:15:00,,,,,,,
126,2020-01-01 07:30:00,,,,,,,
127,2020-01-01 07:45:00,,,,,,,
128,2020-01-01 08:00:00,,,,,,,
129,2020-01-01 08:15:00,,,,,,,
130,2020-01-01 08:30:00,,,,,,,
131,2020-01-01 08:45:00,,,,,,,
132,2020-01-01 09:00:00,,,,,,,
133,2020-01-01 09:15:00,,,,,,,
134,2020-01-01 09:30:00,,,,,,,
135,2020-01-01 09:45:00,,,,,,,
136,2020-01-01 10:00:00,,,,,,,
137,2020-01-01 10:15:00,,,,,,,
138,2020-01-01 10:30:00,,,,,,,
139,2020-01-01 10:45:00,,,,,,,
140,2020-01-01 11:00:00,,,,,,,
141,2020-01-01 11:15:00,,,,,,,
142,2020-01-01 11:30:00,,,,,,,
143,2020-01-01 11:45:00,,,,,,,
144,2020-01-01 12:00:00,,,,,,,
145,2020-01-01 12:15:00,,,,,,,
146,2020-01-01 12:30:00,,,,,,,
147,2020-01-01 12:45:00,,,,,,,
148,2020-01-01 13:00:00,,,,,,,
149,2020-01-01 13:15:00,,,,,,,
150,2020-01-01 13:30:00,,,,,,,
151,2020-01-01 13:45:00,,,,,,,
152,2020-01-01 14:00:00,,,,,,,
153,2020-01-01 14:15:00,,,,,,,
154,2020-01-01 14:30:00,,,,,,,
155,2020-01-01 14:45:00,,,,,,,
156,2020-01-01 15:00:00,,,,,,,
157,2020-01-01 15:15:00,,,,,,,
158,2020-01-01 15:30:00,,,,,,,
