dates,PM25,PM10,NO,NOx,NO2,Ozone
01-01-2020 00:15,189.1,370.9,295.1,343.9,48.87,2.51
01-01-2020 00:30,190.9,369.7,276.4,332.5,56.08,2.3
01-01-2020 00:45,194.8,367,322.8,371.6,48.82,2.47
01-01-2020 01:00,194.8,367,319.6,371.3,51.72,2.63
01-01-2020 01:15,194.8,367,279.7,333.2,53.47,2.66
01-01-2020 01:30,192.8,365.1,288.3,335.7,47.38,2.48
01-01-2020 01:45,188.4,360.9,191,247,56.1,2.08
01-01-2020 02:00,188.4,360.9,150.8,214.7,63.95,2.32
01-01-2020 02:15,None,None,142,204.4,62.41,None
01-01-2020 02:30,190.9,361.6,186.1,245.9,59.77,2.49
01-01-2020 02:45,196.2,363,189.2,246.7,57.47,2.1
01-01-2020 03:00,196.2,363,231.6,276.9,45.31,1.87
01-01-2020 03:15,None,None,172.8,None,53.87,None
01-01-2020 03:30,194.3,361.1,198.1,244,45.91,1.99
01-01-2020 03:45,190.5,356.6,179.9,223.1,43.12,2.15
01-01-2020 04:00,190.5,356.6,100.1,152.5,52.39,1.71
01-01-2020 04:15,190.5,356.6,61.1,115.7,54.6,1.66
01-01-2020 04:30,184.3,339,34.1,95.2,61.09,1.89
01-01-2020 04:45,None,None,24.1,84.8,60.7,1.65
01-01-2020 05:00,171.5,299.9,16.1,78.9,62.82,1.92
01-01-2020 05:15,171.5,299.9,20.8,81.2,60.41,2.2
01-01-2020 05:30,163.6,290.6,26.6,82.6,55.97,1.82
01-01-2020 05:45,147,269.8,37.1,92.6,55.51,1.62
01-01-2020 06:00,None,None,47.8,None,None,None
01-01-2020 06:15,None,269.8,49.1,101.1,52.04,1.86
01-01-2020 06:30,None,None,None,None,None,None
01-01-2020 06:45,128.2,221.6,53.9,95.7,41.84,1.66
01-01-2020 07:00,128.2,221.6,52.6,93.6,40.97,1.7
01-01-2020 07:15,128.2,221.6,45.2,86.2,41.06,2.23
01-01-2020 07:30,126,218.3,41.8,86.4,44.51,2.73
01-01-2020 07:45,121.4,211.1,41,92,51.03,3.27
01-01-2020 08:00,121.4,211.1,36.9,96.5,59.57,3.4
01-01-2020 08:15,121.4,211.1,32.1,96.7,64.61,4.96
01-01-2020 08:30,123.6,215,34.1,105.9,71.83,4.88
01-01-2020 08:45,None,223.8,35.9,118.4,82.49,7.07
01-01-2020 09:00,128.4,223.8,34.2,123.7,89.51,7.52
01-01-2020 09:15,128.4,223.8,22.6,118,95.42,9.97
01-01-2020 09:30,131.6,230.9,13.1,101.3,88.23,18.92
01-01-2020 09:45,138.3,246.8,10.1,82,71.88,29.72
01-01-2020 10:00,138.3,246.8,7,56.3,49.38,57.46
01-01-2020 10:15,138.3,246.8,4.9,40.3,35.4,64.95
01-01-2020 10:30,132.9,245.4,4.9,44.2,39.24,55.76
01-01-2020 10:45,121.6,242.2,4.9,47.7,42.76,69.5
01-01-2020 11:00,121.6,242.2,4.3,36.3,31.97,89.52
01-01-2020 11:15,121.6,242.2,4.7,41.9,37.22,97.22
01-01-2020 11:30,115.9,240.4,3.5,36.2,32.68,104.85
01-01-2020 11:45,103.9,236.4,2.9,27,24.17,111.32
01-01-2020 12:00,103.9,236.4,3,26.8,23.84,112.42
01-01-2020 12:15,103.9,236.4,2.6,22.9,20.3,115.06
01-01-2020 12:30,102,223.8,3.4,23.8,20.45,118.68
01-01-2020 12:45,98.1,195.8,3.2,24.9,21.66,113.14
01-01-2020 13:00,98.1,195.8,2.7,21.1,18.41,118.12
01-01-2020 13:15,98.1,195.8,2.8,19.4,16.63,121.62
01-01-2020 13:30,92.7,193.9,2,21.5,19.52,120.76
01-01-2020 13:45,81.2,189.7,2,23.7,21.73,124.4
01-01-2020 14:00,81.2,189.7,2,22.6,20.56,124.01
01-01-2020 14:15,81.2,189.7,2.1,22.2,20.08,125.36
01-01-2020 14:30,82.1,186.2,2,22.8,20.83,124.25
01-01-2020 14:45,83.9,178.4,1.7,20.9,19.17,121.49
01-01-2020 15:00,None,None,None,None,None,None
01-01-2020 15:15,83.9,178.4,1.9,23.8,21.96,117.7
01-01-2020 15:30,80.8,178.3,1.8,27.3,25.47,110.58
01-01-2020 15:45,74.3,178.2,1.8,29.8,28,101.33
01-01-2020 16:00,74.3,178.2,2.2,39.9,37.69,84.55
01-01-2020 16:15,74.3,178.2,2.5,49.3,46.78,77.56
01-01-2020 16:30,None,None,2.4,None,None,None
01-01-2020 16:45,80.5,188.5,3.4,67.4,64,39.12
01-01-2020 17:00,None,None,10.2,100.2,89.9,None
01-01-2020 17:15,80.5,188.5,12.5,121.2,108.78,4.79
01-01-2020 17:30,None,None,18.4,None,None,None
01-01-2020 17:45,87.9,223.7,7.3,120.2,112.92,5.27
01-01-2020 18:00,None,None,7,117.6,110.66,None
01-01-2020 18:15,87.9,223.7,13.3,124,110.68,6.74
01-01-2020 18:30,90.3,228.1,34.5,155.5,121,4.47
01-01-2020 18:45,95.3,237.7,32.7,149.9,117.22,4.02
01-01-2020 19:00,95.3,237.7,28.4,141.3,112.92,3.88
01-01-2020 19:15,95.3,237.7,71.6,183.3,111.71,4.13
01-01-2020 19:30,101.3,245.3,195.5,293.1,97.57,3.68
01-01-2020 19:45,113.8,262.1,200.3,302.6,102.21,3.24
01-01-2020 20:00,113.8,262.1,258.3,363.9,105.66,3.51
01-01-2020 20:15,113.8,262.1,288,386.7,98.71,3.64
01-01-2020 20:30,126.8,279.9,270.1,364.8,94.7,3.17
01-01-2020 20:45,154,317.2,175,276.8,101.8,3
01-01-2020 21:00,154,317.2,160,265.1,105.07,3.72
01-01-2020 21:15,154,317.2,186.6,281.6,94.96,3.64
01-01-2020 21:30,157.4,329.3,136.5,240.7,104.25,3.16
01-01-2020 21:45,164.5,356.3,119.8,221.9,102.09,3.44
01-01-2020 22:00,None,356.3,179.1,266.2,87.11,3.1
01-01-2020 22:15,164.5,356.3,207.8,281.1,73.25,2.85
01-01-2020 22:30,169.3,365.1,169.5,254.7,85.17,2.78
01-01-2020 22:45,179.4,384.4,131.3,220.2,88.85,3.22
01-01-2020 23:00,179.4,384.4,87.4,172.1,84.73,3.23
01-01-2020 23:15,179.4,384.4,54.7,136.9,82.22,2.68
01-01-2020 23:30,181.1,375.1,44.8,126.3,81.47,2.94
01-01-2020 23:45,None,None,None,None,None,None
02-01-2020 00:00,None,None,None,None,None,None
02-01-2020 00:15,184.5,354.5,28.6,93.3,64.67,2.39
02-01-2020 00:30,183.2,332.9,24,83.1,59,2.59
02-01-2020 00:45,180.4,285.1,23.4,79.9,56.49,2.3
02-01-2020 01:00,180.4,285.1,19.4,74.1,54.73,2.24
02-01-2020 01:15,180.4,None,None,None,None,None
02-01-2020 01:30,173.5,277.8,20.4,67.7,47.22,2.41
02-01-2020 01:45,158.9,261.7,21.5,67.9,46.42,2.12
02-01-2020 02:00,158.9,261.7,18.8,65,46.27,2.11
02-01-2020 02:15,158.9,261.7,18.1,63.1,45,2.37
02-01-2020 02:30,153.4,256.6,18.3,61.4,43.18,2.23
02-01-2020 02:45,None,None,None,None,None,None
02-01-2020 03:00,141.7,245.3,19.9,61.1,41.16,1.99
02-01-2020 03:15,141.7,245.3,21.3,65.3,43.98,1.95
02-01-2020 03:30,138.6,242.4,21.8,64.8,43,1.88
02-01-2020 03:45,132,235.8,23.4,63.4,40.01,2.04
02-01-2020 04:00,132,235.8,26.2,62,35.84,1.66
02-01-2020 04:15,None,None,None,None,None,None
02-01-2020 04:30,127.5,233.1,45.9,79,33.13,1.33
02-01-2020 04:45,117.9,227.2,56.8,86.4,29.68,1.21
02-01-2020 05:00,117.9,227.2,48.7,79.2,30.51,1.47
02-01-2020 05:15,117.9,227.2,30.1,61.9,31.8,1.72
02-01-2020 05:30,118.7,225.2,17.6,49.8,32.17,1.48
02-01-2020 05:45,120.2,220.8,12.2,45.2,33,1.51
02-01-2020 06:00,None,None,None,None,None,None
02-01-2020 06:15,120.2,220.8,None,None,None,2.06
02-01-2020 06:30,None,None,None,None,None,None
02-01-2020 06:45,111.4,216.8,34.3,71.1,36.77,2.69
02-01-2020 07:00,111.4,216.8,29.7,67,37.35,2.67
02-01-2020 07:15,111.4,216.8,23.9,61,37.04,2.89
02-01-2020 07:30,112.2,218.1,20.9,60.2,39.29,3.1
02-01-2020 07:45,113.8,220.9,21.9,60.8,38.97,3.12
02-01-2020 08:00,None,None,None,None,None,None
02-01-2020 08:15,113.8,220.9,19.1,60.2,41.12,3.23
02-01-2020 08:30,115.9,218.3,17.4,57.8,40.39,3.76
02-01-2020 08:45,120.3,212.6,18.9,60.6,41.65,4.46
02-01-2020 09:00,120.3,212.6,18.8,60.9,42.05,5.53
02-01-2020 09:15,120.3,212.6,15.2,57,41.84,8.3
02-01-2020 09:30,120.7,220.6,14.5,60.9,46.35,11
02-01-2020 09:45,121.5,238.3,13,59.9,46.89,15.47
02-01-2020 10:00,121.5,238.3,10,55,45.01,20.72
02-01-2020 10:15,121.5,238.3,11,61.2,50.22,23.89
02-01-2020 10:30,None,None,None,None,None,None
02-01-2020 10:45,119.2,236.6,7.1,61.8,54.67,47
02-01-2020 11:00,119.2,236.6,6.4,61.4,54.97,53.8
02-01-2020 11:15,119.2,236.6,5.5,62.6,57.05,70
02-01-2020 11:30,117.8,233.9,4.7,55.2,50.55,79.28
02-01-2020 11:45,114.9,227.9,3.3,40.7,37.4,95.52
02-01-2020 12:00,114.9,227.9,3,38.2,35.19,105.12
02-01-2020 12:15,114.9,227.9,3.5,42.5,39.02,93.35
02-01-2020 12:30,115.3,221,3.9,45.6,41.75,100.63
02-01-2020 12:45,115.9,205.6,3.7,43.4,39.71,106.54
02-01-2020 13:00,115.9,205.6,None,None,None,None
02-01-2020 13:15,115.9,205.6,2.3,31.5,29.18,121.09
02-01-2020 13:30,113.5,201.1,2.2,33.2,30.97,127.77
02-01-2020 13:45,108.4,191.2,2.7,32.3,29.56,140.26
02-01-2020 14:00,108.4,191.2,3,32.1,29.08,140.63
02-01-2020 14:15,None,None,None,None,None,None
02-01-2020 14:30,102.4,184.9,3.3,29.1,25.8,134.96
02-01-2020 14:45,None,None,None,None,None,None
02-01-2020 15:00,89.7,170.9,2.4,34.8,32.36,113.48
02-01-2020 15:15,89.7,170.9,2.7,41.3,38.65,110.16
02-01-2020 15:30,83.8,162.4,None,None,None,106.03
02-01-2020 15:45,71.5,143.6,None,None,None,79.1
02-01-2020 16:00,71.5,143.6,None,None,None,69.25
02-01-2020 16:15,71.5,143.6,None,None,None,57.71
02-01-2020 16:30,79.4,152.1,None,None,None,35.83
02-01-2020 16:45,95.9,171,None,None,None,10.53
02-01-2020 17:00,95.9,171,26.7,113.1,86.45,3.78
02-01-2020 17:15,95.9,171,17.6,139.2,121.66,4.68
02-01-2020 17:30,96.7,181.1,9,128.8,119.77,4.6
02-01-2020 17:45,None,None,None,None,None,None
02-01-2020 18:00,98.4,203.5,17.9,131.9,114,3.24
02-01-2020 18:15,98.4,203.5,24.5,137.8,113.3,4.21
02-01-2020 18:30,101.1,214.5,37.3,152.9,115.67,3.65
02-01-2020 18:45,106.9,238.9,32.5,146.8,114.32,4.23
02-01-2020 19:00,106.9,238.9,42.2,150.3,108.13,4.08
02-01-2020 19:15,106.9,238.9,45.7,156.2,110.5,3.96
02-01-2020 19:30,108.6,240.4,40.2,147.5,107.28,3.59
02-01-2020 19:45,112.1,243.5,70.1,177.3,107.17,4.02
02-01-2020 20:00,112.1,243.5,59.2,165,105.79,4.2
02-01-2020 20:15,112.1,243.5,102.3,207.1,104.75,3.8
02-01-2020 20:30,None,None,None,None,None,None
02-01-2020 20:45,119.6,243.1,151.3,247.2,95.88,4.22
02-01-2020 21:00,None,None,None,None,None,None
02-01-2020 21:15,119.6,243.1,239.9,326.1,86.21,4.01
02-01-2020 21:30,125.9,251.1,347.1,432.4,85.29,4.32
02-01-2020 21:45,139,268.6,296.6,392.8,96.26,4
02-01-2020 22:00,139,268.6,326.5,412.5,85.91,4.13
02-01-2020 22:15,139,268.6,344,417.1,73.14,3.64
02-01-2020 22:30,144.1,276.2,343.3,420.1,76.75,3.22
02-01-2020 22:45,154.8,293,252.1,337.9,85.83,3.74
02-01-2020 23:00,154.8,None,None,None,None,None
02-01-2020 23:15,154.8,293,122.6,198.8,76.11,3.17
02-01-2020 23:30,None,297.7,62,135.2,73.19,2.37
02-01-2020 23:45,None,308.2,56.2,121.1,64.86,1.96
03-01-2020 00:00,None,None,None,None,None,None
03-01-2020 00:15,153,308.2,53.6,114.3,60.76,2.28
03-01-2020 00:30,150.2,298.6,41.5,100.2,58.65,1.98
03-01-2020 00:45,144.3,277.4,37.6,93.7,56.1,1.94
03-01-2020 01:00,144.3,277.4,15.9,71.3,55.36,1.69
03-01-2020 01:15,144.3,277.4,16,70.5,54.57,2.03
03-01-2020 01:30,141.6,262.9,14.4,65.8,51.36,1.84
03-01-2020 01:45,135.9,230.9,9.3,59.4,50.07,2.77
03-01-2020 02:00,135.9,230.9,6.7,53.1,46.4,4.04
03-01-2020 02:15,135.9,230.9,6,45.7,39.73,6.75
03-01-2020 02:30,128.4,226,5.6,40.2,34.6,8.68
03-01-2020 02:45,112.7,215.2,4.8,38.8,34,8.21
03-01-2020 03:00,112.7,215.2,4.9,40.2,35.31,6.58
03-01-2020 03:15,112.7,215.2,6.3,44.1,37.86,5.17
03-01-2020 03:30,108.4,206.8,5.2,39.6,34.44,9.2
03-01-2020 03:45,99.3,188.2,4.5,32.2,27.71,18.28
03-01-2020 04:00,99.3,188.2,4,28.9,24.98,23.82
03-01-2020 04:15,99.3,188.2,3.8,26.1,22.37,28.29
03-01-2020 04:30,91.6,171.6,3.3,23.7,20.33,21.19
03-01-2020 04:45,75.4,134.8,2.8,20.7,17.89,23.65
03-01-2020 05:00,75.4,134.8,2.8,19.1,16.35,23.95
03-01-2020 05:15,75.4,134.8,3.3,20,16.67,21.82
03-01-2020 05:30,72,122.4,3.3,20.3,16.98,23.02
03-01-2020 05:45,64.8,94.8,2.8,19.3,16.53,29.02
03-01-2020 06:00,64.8,94.8,2.5,16.4,13.83,31.47
03-01-2020 06:15,64.8,94.8,3.2,17.4,14.23,29
03-01-2020 06:30,60.3,85.9,3.4,19.1,15.66,26.09
03-01-2020 06:45,50.9,66.2,3.3,19.4,16.08,23.38
03-01-2020 07:00,50.9,66.2,3.4,23.3,19.98,19.56
03-01-2020 07:15,50.9,66.2,3.7,25.1,21.4,21.74
03-01-2020 07:30,47.8,66.9,3.3,25.3,22.05,24
03-01-2020 07:45,41.4,68.6,2.9,25.7,22.74,25.65
03-01-2020 08:00,41.4,68.6,3.3,27.9,24.6,26.98
03-01-2020 08:15,41.4,68.6,3.1,26.7,23.59,31.99
03-01-2020 08:30,39,63.5,3.4,23.7,20.33,36
03-01-2020 08:45,34,52.3,3.8,24.3,20.55,33.74
03-01-2020 09:00,34,52.3,4.2,25.4,21.16,34.36
03-01-2020 09:15,34,52.3,4.9,23.7,18.81,36.11
03-01-2020 09:30,32.1,48.3,4.6,26.2,21.66,35.06
03-01-2020 09:45,28.2,39.5,3.7,26.6,22.9,34.68
03-01-2020 10:00,28.2,39.5,4.7,29.9,25.25,30.85
03-01-2020 10:15,28.2,39.5,4.5,34.3,29.75,27.55
03-01-2020 10:30,26.4,41.1,4.5,29.8,25.21,35.37
03-01-2020 10:45,22.4,44.7,4.8,27.8,22.92,37.23
03-01-2020 11:00,22.4,44.7,5.3,31.4,26.1,32.87
03-01-2020 11:15,22.4,44.7,4.5,32.7,28.21,32.25
03-01-2020 11:30,23.4,42.3,4.8,33.3,28.53,29.5
03-01-2020 11:45,25.3,37.1,4.2,33.2,28.98,33.75
03-01-2020 12:00,25.3,37.1,4.7,34.4,29.73,28.61
03-01-2020 12:15,25.3,37.1,4,35,30.98,25.22
03-01-2020 12:30,23.7,33.9,7.6,45.3,37.78,20.95
03-01-2020 12:45,20.4,26.9,10.8,55.6,44.85,15.25
03-01-2020 13:00,20.4,26.9,9.7,55.5,45.8,12.71
03-01-2020 13:15,20.4,26.9,8,49.3,41.33,16.34
03-01-2020 13:30,21,28.8,6.3,40,33.67,22.38
03-01-2020 13:45,22.2,33,5.8,33.7,27.95,24.15
03-01-2020 14:00,22.2,33,5.4,34.9,29.47,23.03
03-01-2020 14:15,22.2,33,3.9,31.1,27.25,24.15
03-01-2020 14:30,23.4,32.7,3.7,32.7,28.99,27.52
03-01-2020 14:45,26,32,3.4,29.4,26.07,31.25
03-01-2020 15:00,None,None,4,33.9,29.92,25.6
03-01-2020 15:15,None,None,5.1,39.7,34.62,None
03-01-2020 15:30,None,None,6,44.4,38.43,None
03-01-2020 15:45,None,None,5.4,42.6,37.13,None
03-01-2020 16:00,None,None,3.7,36.5,32.79,None
03-01-2020 16:15,None,None,None,None,None,None
03-01-2020 16:30,None,None,None,None,None,8.36
03-01-2020 16:45,None,None,None,None,None,7.76
03-01-2020 17:00,None,None,None,None,None,8.72
03-01-2020 17:15,None,None,None,None,None,None
03-01-2020 17:30,39.8,43.6,5.1,48.6,43.46,10.25
03-01-2020 17:45,38.1,47.7,4.3,45,40.68,9.97
03-01-2020 18:00,35.6,53.4,3.6,44.5,40.9,7.67
03-01-2020 18:15,35.6,53.4,10.2,53.7,43.54,4.4
03-01-2020 18:30,35.6,53.4,37.6,87.9,50.26,2.21
03-01-2020 18:45,35.2,55.5,45,95.9,50.92,1.83
03-01-2020 19:00,34.6,58.4,38.8,90.3,51.49,2.05
03-01-2020 19:15,34.6,58.4,52.2,102.2,50.03,1.99
03-01-2020 19:30,None,None,53.8,103.5,49.74,None
03-01-2020 19:45,33.2,58.9,50.9,102.3,51.39,2.02
03-01-2020 20:00,31.1,59.6,52.1,103.7,51.66,2.01
03-01-2020 20:15,31.1,59.6,53.9,104.1,50.19,2.05
03-01-2020 20:30,31.1,59.6,57.2,104,46.85,2.46
03-01-2020 20:45,30.2,61.1,43.3,87.5,44.25,2.3
03-01-2020 21:00,28.9,63.2,31.6,74.3,42.71,1.91
03-01-2020 21:15,28.9,63.2,24.4,66.4,41.99,1.97
03-01-2020 21:30,28.9,63.2,21,64.5,43.48,2.21
03-01-2020 21:45,None,None,None,None,None,None
03-01-2020 22:00,30.7,68.4,6.7,49.1,42.34,3.11
03-01-2020 22:15,None,None,None,None,None,None
03-01-2020 22:30,30.7,68.4,15.6,58.9,43.27,2.08
03-01-2020 22:45,29.4,66.7,9.2,50.6,41.34,1.69
03-01-2020 23:00,27.6,64.3,17.5,59.9,42.4,1.76
03-01-2020 23:15,None,None,None,None,None,None
03-01-2020 23:30,27.6,64.3,43.6,82.7,39.14,1.83
03-01-2020 23:45,26.5,61.3,45.4,80.8,35.32,1.82
04-01-2020 00:00,None,None,None,None,None,None
04-01-2020 00:15,25,57,25.7,61.2,35.54,1.69
04-01-2020 00:30,25,57,37.9,71.9,33.98,1.96
04-01-2020 00:45,26.1,57.3,37.2,72,34.79,2
04-01-2020 01:00,27.7,57.7,34.5,66.8,32.26,1.69
04-01-2020 01:15,27.7,57.7,34.3,65.7,31.42,1.89
04-01-2020 01:30,27.7,57.7,34.6,65.1,30.5,2.06
04-01-2020 01:45,29.8,59.6,36.6,65.7,29.1,1.98
04-01-2020 02:00,32.9,62.2,35.1,64,28.84,1.84
04-01-2020 02:15,32.9,62.2,31.8,60.8,28.97,1.8
04-01-2020 02:30,32.9,62.2,33.4,60.7,27.28,1.85
04-01-2020 02:45,35,74.5,39.4,66.6,27.15,1.72
04-01-2020 03:00,38.1,93,41.8,67.1,25.28,1.42
04-01-2020 03:15,38.1,93,37.5,62.1,24.61,1.45
04-01-2020 03:30,38.1,93,33.5,58,24.56,1.42
04-01-2020 03:45,39.6,92,29.3,55.3,26.03,1.45
04-01-2020 04:00,41.7,90.6,28.8,53,24.13,1.52
04-01-2020 04:15,41.7,90.6,28.6,51.8,23.21,1.85
04-01-2020 04:30,41.7,90.6,28.7,51.3,22.62,1.95
04-01-2020 04:45,43.4,88.9,32.1,55.7,23.56,2.18
04-01-2020 05:00,45.9,86.4,34.5,58.4,23.86,2.03
04-01-2020 05:15,45.9,86.4,40.4,67.1,26.69,2.14
04-01-2020 05:30,45.9,86.4,27.8,55.9,28.05,2
04-01-2020 05:45,46.1,85.9,16.5,45.8,29.31,1.86
04-01-2020 06:00,46.5,85.1,15.1,44.7,29.59,1.7
04-01-2020 06:15,46.5,85.1,None,40.9,29.73,1.78
04-01-2020 06:30,None,None,None,None,None,None
04-01-2020 06:45,46,89.4,19.4,51.5,32.06,1.86
04-01-2020 07:00,45.4,95.7,15.9,45,29.11,1.97
04-01-2020 07:15,45.4,95.7,15.8,44.4,28.54,1.98
04-01-2020 07:30,45.4,95.7,16.1,46.2,30.13,2.45
04-01-2020 07:45,46.2,98.4,15.3,47.9,32.63,2.9
04-01-2020 08:00,47.4,102.6,13.9,47.9,34.04,3.11
04-01-2020 08:15,47.4,102.6,12.7,47.6,34.82,3.65
04-01-2020 08:30,47.4,102.6,14.3,50.1,35.86,3.31
04-01-2020 08:45,51.7,106.6,13.5,47.9,34.44,3.78
04-01-2020 09:00,58.3,112.6,7.1,38.2,31.13,5.25
04-01-2020 09:15,58.3,112.6,6.5,34.4,27.94,6.21
04-01-2020 09:30,None,None,7.5,38.2,None,None
04-01-2020 09:45,59.3,109.9,8.8,43.4,34.55,4.9
04-01-2020 10:00,60.9,106.1,8.6,39.3,30.69,7.36
04-01-2020 10:15,60.9,106.1,7.1,37.5,30.31,8.76
04-01-2020 10:30,60.9,106.1,6.3,35.9,29.64,9.36
04-01-2020 10:45,55.5,102.3,6.4,36.8,30.38,10.27
04-01-2020 11:00,47.3,96.8,6.9,36,29.1,9.77
04-01-2020 11:15,47.3,96.8,6,34.5,28.54,13.83
04-01-2020 11:30,47.3,96.8,6,33.9,27.83,16.73
04-01-2020 11:45,45.2,97.2,8.6,41.5,32.92,14.22
04-01-2020 12:00,41.9,97.8,7.9,39.7,31.78,14.86
04-01-2020 12:15,41.9,97.8,9.4,41.6,32.21,14.57
04-01-2020 12:30,41.9,97.8,8.4,39.3,30.82,15.7
04-01-2020 12:45,41.9,89.5,6.6,35.6,29.01,16.38
04-01-2020 13:00,41.8,77.6,6.5,36.3,29.83,15.66
04-01-2020 13:15,41.8,77.6,5.5,32.4,26.98,23.31
04-01-2020 13:30,41.8,77.6,5,27.5,22.57,26.21
04-01-2020 13:45,39.2,76.7,4.7,27.6,22.89,32.78
04-01-2020 14:00,35.2,75.4,3.8,28.1,24.24,28.98
04-01-2020 14:15,35.2,75.4,3.3,30.1,26.8,21.97
04-01-2020 14:30,35.2,75.4,4,40.3,36.22,15.9
04-01-2020 14:45,34.9,78.8,6.7,51.7,45.05,10.57
04-01-2020 15:00,34.3,83.7,5.9,48.8,42.94,13.36
04-01-2020 15:15,34.3,83.7,5.4,47.3,41.82,12.7
04-01-2020 15:30,34.3,83.7,5.3,47.3,42.06,12.63
04-01-2020 15:45,35.1,87.7,4.7,47.1,42.32,11.92
04-01-2020 16:00,36.3,93.4,5.1,48.7,43.62,10.66
04-01-2020 16:15,36.3,93.4,7.1,55.8,48.66,9.15
04-01-2020 16:30,36.3,93.4,7.3,58.1,50.8,9.06
04-01-2020 16:45,37.2,90.5,7.6,56.7,49.11,7.19
04-01-2020 17:00,38.5,86.3,8.3,56.8,48.48,4.49
04-01-2020 17:15,38.5,86.3,31,78.7,47.71,3.02
04-01-2020 17:30,38.5,86.3,33.3,79.7,46.47,2.24
04-01-2020 17:45,41.2,94.6,69.7,114.7,44.96,1.88
04-01-2020 18:00,45.1,106.3,49.3,93.3,43.91,1.88
04-01-2020 18:15,45.1,106.3,42.1,88.8,46.64,1.93
04-01-2020 18:30,45.1,106.3,141.6,189.3,47.67,2.13
04-01-2020 18:45,48.9,118.8,170.4,213.8,43.43,2.37
04-01-2020 19:00,54.7,136.7,215.1,255.7,40.61,2.36
04-01-2020 19:15,54.7,136.7,164.7,204.2,39.42,2.76
04-01-2020 19:30,54.7,136.7,141.7,179.6,37.98,2.24
04-01-2020 19:45,59.2,152.8,156.9,188.9,31.94,2.28
04-01-2020 20:00,65.9,175.7,201.9,233,31.09,2.36
04-01-2020 20:15,65.9,175.7,219,243.1,24.11,2.67
04-01-2020 20:30,65.9,175.7,276.2,292.8,16.73,2.26
04-01-2020 20:45,72,194.6,285.1,299.1,14.04,2.19
04-01-2020 21:00,80.9,221.7,332.8,354,21.22,2.67
04-01-2020 21:15,80.9,221.7,338.2,353.3,15.08,2.43
04-01-2020 21:30,80.9,221.7,384.4,390.2,6.51,1.87
04-01-2020 21:45,92.7,242.2,417.6,422.1,4.59,2.12
04-01-2020 22:00,110.4,271.5,409.6,415.4,5.78,1.85
04-01-2020 22:15,110.4,271.5,419.8,426.5,6.74,2.2
04-01-2020 22:30,110.4,271.5,438.9,440.2,2.9,2.15
04-01-2020 22:45,114.2,272.6,442.9,439.4,0.52,1.88
04-01-2020 23:00,120,274.2,497.3,491.6,1.02,2.42
04-01-2020 23:15,120,274.2,497.3,488,None,2.33
04-01-2020 23:30,120,274.2,None,None,None,2.43
04-01-2020 23:45,126.2,295.8,475.8,474.3,1.76,2.5
05-01-2020 00:00,None,None,None,None,None,None
05-01-2020 00:15,135.5,326.7,440.4,430.1,0.68,2.6
05-01-2020 00:30,135.5,326.7,438.7,430.1,None,2.08
05-01-2020 00:45,146.1,329.5,407.2,401.7,0.23,1.98
05-01-2020 01:00,162,333.4,383.8,374,0.09,2.27
05-01-2020 01:15,162,333.4,300.7,300.3,1.64,2.11
05-01-2020 01:30,162,333.4,320.7,314.2,0.01,2.03
05-01-2020 01:45,161.7,320.8,279,284.8,5.82,2.16
05-01-2020 02:00,161.1,301.8,276.2,280.3,5.34,2.37
05-01-2020 02:15,161.1,301.8,307.3,307.3,3.7,2.05
05-01-2020 02:30,161.1,301.8,249.8,259.5,9.78,1.82
05-01-2020 02:45,153.4,294.9,215.9,222.5,6.71,1.71
05-01-2020 03:00,141.7,285,165.4,176.9,11.46,1.74
05-01-2020 03:15,141.7,285,159.2,168.6,9.42,1.73
05-01-2020 03:30,141.7,285,133.8,145.3,11.58,1.58
05-01-2020 03:45,139.5,278.8,97,113,16.03,1.54
05-01-2020 04:00,136.1,270.1,88.9,104.4,15.54,1.18
05-01-2020 04:15,136.1,270.1,72.1,88.4,16.27,1.22
05-01-2020 04:30,136.1,270.1,59.9,75.2,15.29,1.14
05-01-2020 04:45,130.1,250.1,40.8,60.8,20,1.12
05-01-2020 05:00,121.1,221.5,30.3,50.8,20.5,1.5
05-01-2020 05:15,121.1,221.5,26,46.9,20.91,1.32
05-01-2020 05:30,121.1,221.5,26,45.9,19.88,1.4
05-01-2020 05:45,108.7,208.4,22.1,42.1,20.02,1.72
05-01-2020 06:00,90.1,189.8,20.9,41.7,20.79,1.82
05-01-2020 06:15,90.1,189.8,33.7,53.4,19.68,1.7
05-01-2020 06:30,90.1,189.8,56.9,77.9,21.02,1.41
05-01-2020 06:45,83.1,171.5,52.8,73.1,20.35,1.7
05-01-2020 07:00,72.5,145.4,47.4,68.1,20.73,2.05
05-01-2020 07:15,72.5,145.4,47.7,70,22.29,2.09
05-01-2020 07:30,72.5,145.4,40.1,66.6,26.56,2.21
05-01-2020 07:45,71,142.8,34.1,61.9,27.89,1.9
05-01-2020 08:00,68.8,139,31.6,59.9,28.34,2.14
05-01-2020 08:15,68.8,139,28.6,56.9,28.32,2.81
05-01-2020 08:30,68.8,139,21.9,50.2,28.29,3.56
05-01-2020 08:45,68,134,17.8,46.9,29.07,3.63
05-01-2020 09:00,66.7,126.9,18.4,48.4,30.01,3.74
05-01-2020 09:15,66.7,126.9,20.8,52.6,31.8,3.59
05-01-2020 09:30,66.7,126.9,19,53.5,34.51,5.3
