dates,PM25,PM10,NO,NOx,NO2,Ozone
16-09-2020 19:00,7.4,16,3.4,22.6,19.2,27.01
16-09-2020 19:15,11,15.2,3.3,21.2,17.95,25.52
16-09-2020 19:30,11,15.2,5.4,27.1,21.71,22.19
16-09-2020 19:45,11,15.2,4.6,24.8,20.17,25.48
16-09-2020 20:00,10.9,15.3,3.8,20.8,17,27.26
16-09-2020 20:15,10.2,16,3.4,18.6,15.19,100.71
16-09-2020 20:30,10.2,16,2.8,16.8,13.95,29.19
16-09-2020 20:45,10.2,16,2.9,15.7,12.8,29.21
16-09-2020 21:00,10.4,16.9,2.5,16.2,13.74,29.15
16-09-2020 21:15,11.4,23.1,2.3,16.3,14.06,29.13
16-09-2020 21:30,11.4,23.1,2.9,18.6,15.68,26.76
16-09-2020 21:45,11.4,23.1,3.1,19.1,16.02,27.22
16-09-2020 22:00,11.5,23.2,2,18.4,16.32,28.38
16-09-2020 22:15,12.3,23.9,1.9,19.4,17.48,27.64
16-09-2020 22:30,12.3,23.9,2.3,20.2,17.88,28.9
16-09-2020 22:45,12.3,23.9,2.1,19.6,17.51,27.16
16-09-2020 23:00,11.9,23.9,3.5,22,18.53,25.06
16-09-2020 23:15,9,24,3.4,23.5,20.12,23.39
16-09-2020 23:30,9,24,3.8,23.4,19.59,24.5
16-09-2020 23:45,9,24,3,21.8,18.79,24.35
17-09-2020 00:00,None,None,None,None,None,None
17-09-2020 00:15,13.1,27.1,2.9,19.1,16.2,93
17-09-2020 00:30,13.1,27.1,2.9,19.1,16.18,28.62
17-09-2020 00:45,13.1,27.1,3.6,20.4,16.89,26.29
17-09-2020 01:00,13.4,26.6,2.6,17.7,15.17,27.51
17-09-2020 01:15,15.3,23.5,2.6,18.3,15.66,26.18
17-09-2020 01:30,15.3,23.5,2.5,15.1,12.56,29.87
17-09-2020 01:45,15.3,23.5,2.1,10.4,8.35,32.3
17-09-2020 02:00,14.8,24.2,1.2,8,6.81,30.7
17-09-2020 02:15,11.4,29.7,1.3,9.6,8.23,30.6
17-09-2020 02:30,11.4,29.7,1.5,11.2,9.64,27.97
17-09-2020 02:45,11.4,29.7,1.9,13,11.15,26.36
17-09-2020 03:00,11.4,29.6,2.5,13.7,11.16,26.21
17-09-2020 03:15,10.9,28.8,2.2,13.4,11.23,25.69
17-09-2020 03:30,10.9,28.8,2.8,13.7,10.93,28.15
17-09-2020 03:45,10.9,28.8,2.6,12.3,9.69,28.64
17-09-2020 04:00,11.1,28.3,2.4,12.5,10.18,27.79
17-09-2020 04:15,12.2,24.7,2.1,12.1,10.05,111.16
17-09-2020 04:30,None,None,2.3,13.9,11.59,29.78
17-09-2020 04:45,12.2,24.7,2.1,13.5,11.36,26.42
17-09-2020 05:00,12.6,24.7,2,13.7,11.69,27.54
17-09-2020 05:15,15.2,25.1,1.6,14.1,12.44,28.15
17-09-2020 05:30,15.2,25.1,2.1,13.2,11.14,28.3
17-09-2020 05:45,15.2,25.1,2.5,12.4,9.97,28.45
17-09-2020 06:00,14.6,25,2.9,8.9,6.03,25.73
17-09-2020 06:15,10.7,24.5,3,9.1,6.08,25.73
17-09-2020 06:30,10.7,24.5,3.8,11.7,7.85,28.18
17-09-2020 06:45,10.7,24.5,4,13.4,9.35,31.02
17-09-2020 07:00,11,23.9,3.3,11.8,8.45,33.62
17-09-2020 07:15,13.1,19.7,3.4,11.8,8.45,33.73
17-09-2020 07:30,13.1,19.7,3.5,12.1,8.62,34.66
17-09-2020 07:45,13.1,19.7,4,12.5,8.55,34.54
17-09-2020 08:00,12.8,19.3,3.1,11.3,8.23,39.63
17-09-2020 08:15,9.9,16.3,2.7,10.1,7.38,107.08
17-09-2020 08:30,9.9,16.3,2.7,8.6,5.87,45.32
17-09-2020 08:45,9.9,16.3,2.7,8,5.33,47.36
17-09-2020 09:00,9.8,16.4,3,8.3,5.37,47.85
17-09-2020 09:15,9.1,16.6,2.4,7.4,4.99,51.71
17-09-2020 09:30,9.1,16.6,2.3,7.5,5.2,51.82
17-09-2020 09:45,9.1,16.6,2.9,9.5,6.59,47.34
17-09-2020 10:00,9,17.1,2.9,8.1,5.22,50.65
17-09-2020 10:15,8.8,20.6,3.3,8.2,4.88,50.3
17-09-2020 10:30,8.8,20.6,3.4,7.4,3.99,50.23
17-09-2020 10:45,8.8,20.6,3.2,6.7,3.58,49.64
17-09-2020 11:00,8.5,20.9,2.6,6.9,4.34,52.96
17-09-2020 11:15,6.2,23.3,2.7,7,4.33,53.74
17-09-2020 11:30,6.2,23.3,1.9,6.7,4.76,54.75
17-09-2020 11:45,6.2,23.3,2,5.7,3.71,56.56
17-09-2020 12:00,6.3,23,2.1,6.3,4.15,59.36
17-09-2020 12:15,7,20.3,3.3,7.2,3.89,105.27
17-09-2020 12:30,7,20.3,2.8,6.7,3.83,51.7
17-09-2020 12:45,7,20.3,2.7,8.7,6.02,74.31
17-09-2020 13:00,7.5,19.8,2.5,9.4,6.95,75.11
17-09-2020 13:15,11.5,16,2.7,11.9,9.24,66.17
17-09-2020 13:30,11.5,16,2.6,11.3,8.73,68.09
17-09-2020 13:45,11.5,16,2.6,9.3,6.66,70.79
17-09-2020 14:00,12.5,16.4,1.6,8.1,6.48,72.23
17-09-2020 14:15,None,None,1.9,9.3,7.4,70.15
17-09-2020 14:30,None,None,1.8,7.9,6.06,74.26
17-09-2020 14:45,None,None,1.5,7.2,5.65,77.97
17-09-2020 15:00,19.1,20.3,2.6,7.9,5.36,76.39
17-09-2020 15:15,14.5,31.4,2.3,8.7,6.38,76.83
17-09-2020 15:30,14.5,31.4,2.4,10.8,8.41,73.98
17-09-2020 15:45,14.5,31.4,2.2,12,9.89,68.81
17-09-2020 16:00,14,31.5,2.6,13.1,10.57,68.67
17-09-2020 16:15,10.5,32.5,2.6,14.7,12.07,107.62
17-09-2020 16:30,10.5,32.5,2.3,13.4,11.1,58.87
17-09-2020 16:45,10.5,32.5,2.7,12.6,9.93,52.84
17-09-2020 17:00,10.1,31.5,2.4,10.8,8.33,43.04
17-09-2020 17:15,7.4,24.2,2.5,13.5,10.99,38.34
17-09-2020 17:30,7.4,24.2,1.5,18,16.44,34.87
17-09-2020 17:45,7.4,24.2,1.8,20,18.16,30.13
17-09-2020 18:00,7.7,25.2,2.9,27.3,24.35,24.19
17-09-2020 18:15,10.1,32,2.4,22.6,20.21,30.75
17-09-2020 18:30,10.1,32,2.6,20.8,18.24,32.84
17-09-2020 18:45,10.1,32,2,16.5,14.52,37.78
17-09-2020 19:00,9.9,31.5,2.2,13.5,11.29,39.84
17-09-2020 19:15,8,28,2,12.1,10.1,40.21
17-09-2020 19:30,8,28,1.1,12.4,11.26,37.79
17-09-2020 19:45,8,28,2.1,14.2,12.14,36.99
17-09-2020 20:00,8.1,28.5,2.5,16.9,14.34,35.03
17-09-2020 20:15,9.3,31.6,2.9,17.2,14.27,93
17-09-2020 20:30,9.3,31.6,2.9,15.8,12.92,36.63
17-09-2020 20:45,9.3,31.6,2.5,15.2,12.72,36.78
17-09-2020 21:00,9.7,30.7,2,12.1,10.18,36.57
17-09-2020 21:15,12.6,24.6,2.5,10.9,8.36,37.36
17-09-2020 21:30,12.6,24.6,2.4,11.5,9.07,34.18
17-09-2020 21:45,12.6,24.6,2.2,11.6,9.34,35.23
17-09-2020 22:00,12.6,24.2,2.6,11.6,9.07,34.75
17-09-2020 22:15,12.4,21.7,2.2,13,10.83,31.85
17-09-2020 22:30,12.4,21.7,2.2,13,10.77,32.85
17-09-2020 22:45,12.4,21.7,2.5,12.5,10.02,31.54
17-09-2020 23:00,12,22.6,2,10.3,8.38,32.83
17-09-2020 23:15,9.2,28.4,2.4,8.9,6.47,32.87
17-09-2020 23:30,9.2,28.4,2.2,8,5.82,33.83
17-09-2020 23:45,9.2,28.4,1.9,7.5,5.63,30.27
18-09-2020 00:00,None,None,None,None,None,None
18-09-2020 00:15,14.3,28.1,2.1,7,4.96,93.77
18-09-2020 00:30,14.3,28.1,2,8.6,6.54,32.26
18-09-2020 00:45,14.3,28.1,2.5,11.1,8.59,30.5
18-09-2020 01:00,14.9,27.4,2.5,9.8,7.29,30.69
18-09-2020 01:15,19.3,22.2,2.1,8.4,6.34,32.85
18-09-2020 01:30,19.3,22.2,2.2,7.4,5.2,32.79
18-09-2020 01:45,19.3,22.2,2.4,7.2,4.79,32.12
18-09-2020 02:00,19.2,22.7,1.8,6.9,5.09,30.57
18-09-2020 02:15,18.5,25.6,3,6.8,3.79,31.16
18-09-2020 02:30,18.5,25.6,2.4,5.4,2.95,31
18-09-2020 02:45,18.5,25.6,1.7,5.7,3.95,29.87
18-09-2020 03:00,17.9,24.9,1.6,5.8,4.11,29.59
18-09-2020 03:15,13.4,19.6,1.8,6.3,4.43,27.87
18-09-2020 03:30,13.4,19.6,2.2,5.9,3.71,29.02
18-09-2020 03:45,13.4,19.6,1.8,5.6,3.89,29.98
18-09-2020 04:00,13.2,19.6,2.3,6.3,4.02,27.29
18-09-2020 04:15,11.5,19.8,2,6.9,4.94,95.47
18-09-2020 04:30,11.5,19.8,2.3,9.4,7.11,25.68
18-09-2020 04:45,11.5,19.8,2.5,8.6,6.08,26.35
18-09-2020 05:00,11.3,19.3,2.1,7.2,5.16,26.82
18-09-2020 05:15,9.5,16.1,1.8,7.6,5.8,27.99
18-09-2020 05:30,9.5,16.1,1.5,8.5,6.97,24.94
18-09-2020 05:45,9.5,16.1,2.4,10.1,7.73,25.19
18-09-2020 06:00,9.4,16.1,2.3,10.8,8.52,26.2
18-09-2020 06:15,8.3,16.5,2.2,10.6,8.4,25.96
18-09-2020 06:30,8.3,16.5,2.6,11.4,8.85,25.46
18-09-2020 06:45,8.3,16.5,3.7,15.6,11.84,22.97
18-09-2020 07:00,9.1,16.1,3.7,17.4,13.66,23.23
18-09-2020 07:15,None,None,5,19.1,14.12,24.64
18-09-2020 07:30,None,None,5.2,18.1,12.87,27.47
18-09-2020 07:45,None,None,5.2,18,12.85,28.2
18-09-2020 08:00,None,None,5.1,17.5,12.49,26.14
18-09-2020 08:15,11,18.2,4.8,17.2,12.43,105.54
18-09-2020 08:30,11,18.2,4.4,14.9,10.55,27.64
18-09-2020 08:45,11,18.2,4.5,14.6,10.08,27.37
18-09-2020 09:00,10.9,19.2,4.8,14.4,9.62,27.84
18-09-2020 09:15,10.4,26.3,6.4,19.8,13.46,28.37
18-09-2020 09:30,10.4,26.3,7,20.9,13.9,30.27
18-09-2020 09:45,10.4,26.3,3.9,14,10.1,45.06
18-09-2020 10:00,10.9,26.4,3.4,9.7,6.23,50.24
18-09-2020 10:15,14.9,27.1,3.2,9,5.81,53.01
18-09-2020 10:30,14.9,27.1,2.9,6.7,3.87,53.19
18-09-2020 10:45,14.9,27.1,2,6.5,4.46,58.21
18-09-2020 11:00,14.4,26.9,2.4,7.7,5.31,57.69
18-09-2020 11:15,11,25.4,1.9,7.2,5.31,64.96
18-09-2020 11:30,11,25.4,2.3,7.7,5.46,None
18-09-2020 11:45,11,25.4,2.1,8.1,5.96,None
18-09-2020 12:00,10.8,25.6,1.7,7.6,5.85,None
18-09-2020 12:15,9.7,26.8,1.6,8.9,7.28,None
18-09-2020 12:30,9.7,26.8,1.3,10.5,9.29,None
18-09-2020 12:45,9.7,26.8,1.9,11.3,9.45,None
18-09-2020 13:00,None,None,1.7,9.9,8.19,None
18-09-2020 13:15,9.1,21,1.4,9.5,8.09,None
18-09-2020 13:30,9.1,21,1.3,9.7,8.4,None
18-09-2020 13:45,9.1,21,2.1,9.1,7,None
18-09-2020 14:00,8.8,21.9,2.3,12.1,9.83,None
18-09-2020 14:15,7,28,1.7,11.7,10.03,None
18-09-2020 14:30,7,28,2.3,13,10.68,99.76
18-09-2020 14:45,7,28,2.7,12.5,9.76,90.03
18-09-2020 15:00,7.7,28.1,2,12.6,10.59,None
18-09-2020 15:15,12.4,28.9,1.8,13.6,11.79,None
18-09-2020 15:30,12.4,28.9,2.1,14.6,12.53,None
18-09-2020 15:45,12.4,28.9,2.4,13.6,11.23,None
18-09-2020 16:00,12.4,29.7,2.3,13.4,11.1,77.07
18-09-2020 16:15,12.2,35.6,2.6,17.7,15.09,69.54
18-09-2020 16:30,12.2,35.6,2.3,20.7,18.31,63.63
18-09-2020 16:45,12.2,35.6,2.3,21.9,19.62,58.96
18-09-2020 17:00,11.8,34.8,2.5,25.8,23.32,52.76
18-09-2020 17:15,9,29.2,1.5,30.6,29.12,47.47
18-09-2020 17:30,9,29.2,2.2,34.6,32.39,48.83
18-09-2020 17:45,9,29.2,2.1,34.9,32.83,46.63
18-09-2020 18:00,10.1,28.4,2.2,36.6,34.43,36.79
18-09-2020 18:15,18.4,22.6,2.4,39,36.58,38.79
18-09-2020 18:30,18.4,22.6,2.1,38.2,36.17,40.3
18-09-2020 18:45,18.4,22.6,2,38.8,36.84,34.7
18-09-2020 19:00,18.5,23.1,2.2,39.2,37,34.21
18-09-2020 19:15,19.8,27.2,2.1,43.5,41.43,29.33
18-09-2020 19:30,19.8,27.2,2.5,46.8,44.31,27.54
18-09-2020 19:45,19.8,27.2,2,45.3,43.24,25.68
18-09-2020 20:00,19.8,27.7,2.6,49.2,46.57,20.24
18-09-2020 20:15,19.5,31.2,2.9,53.5,50.66,21.74
18-09-2020 20:30,19.5,31.2,3.1,52.5,49.49,22
18-09-2020 20:45,19.5,31.2,7.3,67.3,60.04,13.96
18-09-2020 21:00,19.5,31.9,15.7,83.1,67.48,11.44
18-09-2020 21:15,19.9,36.8,8,66.4,58.44,12.66
18-09-2020 21:30,19.9,36.8,13.3,69.5,56.18,9.16
18-09-2020 21:45,19.9,36.8,12.8,64.8,52,9.13
18-09-2020 22:00,20.1,37.8,9.4,58.3,48.93,9.52
18-09-2020 22:15,21.8,44.8,4.9,46.6,41.64,13.21
18-09-2020 22:30,21.8,44.8,3.1,38,34.92,14.38
18-09-2020 22:45,21.8,44.8,2.8,32.2,29.47,16.49
18-09-2020 23:00,21.7,45.1,3,30.8,27.88,16.22
18-09-2020 23:15,21.3,47.2,3.5,30.8,27.3,14.86
18-09-2020 23:30,21.3,47.2,3.5,32.5,28.97,13.91
18-09-2020 23:45,21.3,47.2,2.5,32.4,29.84,13.89
19-09-2020 00:00,None,None,None,None,None,None
19-09-2020 00:15,18.8,46.8,26.6,62.4,35.86,11.17
19-09-2020 00:30,18.8,46.8,77.2,120.9,43.68,11.44
19-09-2020 00:45,18.8,46.8,50.3,89.9,39.54,10.75
19-09-2020 01:00,18.3,47.1,11,42.1,31.08,12.77
19-09-2020 01:15,15,49.5,6.1,38,31.88,10.83
19-09-2020 01:30,15,49.5,9,47.8,38.72,9.25
19-09-2020 01:45,15,49.5,9.9,49.1,39.28,10.55
19-09-2020 02:00,16,49.9,7.9,45.6,37.66,9.26
19-09-2020 02:15,23.1,52.3,5.5,38.2,32.74,10.33
19-09-2020 02:30,23.1,52.3,4.4,33.2,28.82,11.33
19-09-2020 02:45,23.1,52.3,3.8,30.5,26.73,11.57
19-09-2020 03:00,22.6,52,5.2,30.6,25.33,11.52
19-09-2020 03:15,18.7,49.5,11.6,39.4,27.85,11.74
19-09-2020 03:30,18.7,49.5,12.6,40.2,27.58,10.46
19-09-2020 03:45,18.7,49.5,10,36.3,26.22,9.45
19-09-2020 04:00,18.9,48.9,5.7,28.1,22.38,10.04
19-09-2020 04:15,20.2,44.6,3.5,22,18.54,12.75
19-09-2020 04:30,20.2,44.6,3.4,23.4,20.03,10.95
19-09-2020 04:45,20.2,44.6,2.9,24.3,21.46,10.33
19-09-2020 05:00,19.9,43.7,2.7,25.5,22.77,10.12
19-09-2020 05:15,18.2,36.9,4,29.5,25.5,9.01
19-09-2020 05:30,18.2,36.9,5.7,42.6,36.87,8.85
19-09-2020 05:45,18.2,36.9,7.9,39.1,31.23,9.4
19-09-2020 06:00,17.6,37.6,5.4,30.7,25.34,12.08
19-09-2020 06:15,13.3,42.2,3.6,26.6,23.01,14.02
19-09-2020 06:30,13.3,42.2,4.1,25.2,21.09,15.81
19-09-2020 06:45,13.3,42.2,3.4,21.1,17.74,21.18
19-09-2020 07:00,13.7,41,3.5,20.3,16.81,23.05
19-09-2020 07:15,16.5,32.2,5,21.4,16.41,24.07
19-09-2020 07:30,16.5,32.2,5,19.1,14.12,27.72
19-09-2020 07:45,16.5,32.2,3.8,18,14.2,31.64
19-09-2020 08:00,16,32.7,3.5,17.1,13.64,34.62
19-09-2020 08:15,12.3,36.9,4.4,17.1,12.68,38.92
19-09-2020 08:30,12.3,36.9,3.7,18.5,14.78,42.92
19-09-2020 08:45,12.3,36.9,2.4,20.5,18.08,45.58
19-09-2020 09:00,14.1,37.2,3.4,20.5,17.05,55.51
19-09-2020 09:15,27.6,39.7,2.7,18.3,15.66,59.4
19-09-2020 09:30,27.6,39.7,2.9,19.2,16.33,65.24
19-09-2020 09:45,27.6,39.7,3.2,16.4,13.24,73.82
19-09-2020 10:00,26.7,40.3,2.2,13.4,11.18,89.13
19-09-2020 10:15,20.1,44.7,2.3,14.7,12.4,85.66
19-09-2020 10:30,20.1,44.7,2.5,13.7,11.12,87.52
19-09-2020 10:45,20.1,44.7,2,11.1,9.16,92.69
19-09-2020 11:00,20.1,44.6,1.3,9.7,8.45,88.77
19-09-2020 11:15,19.8,44.2,1.5,10.6,9.1,93.42
19-09-2020 11:30,19.8,44.2,2.1,10.7,8.58,91.77
19-09-2020 11:45,19.8,44.2,2,11.6,9.55,96.46
19-09-2020 12:00,19.7,44.5,2.5,11.7,9.21,94.89
19-09-2020 12:15,19,46.7,2.1,11.5,9.43,92.48
19-09-2020 12:30,19,46.7,1.8,11.2,9.47,92.63
19-09-2020 12:45,19,46.7,1,10.5,9.45,94.69
19-09-2020 13:00,19.2,45.2,1.4,11.7,10.28,91.31
19-09-2020 13:15,21.2,34.3,2.3,13.2,10.91,86.98
19-09-2020 13:30,21.2,34.3,2.2,13.3,11.09,84.47
19-09-2020 13:45,21.2,34.3,2.4,14.3,11.9,86.53
19-09-2020 14:00,21,35.6,1.6,13.9,12.26,85.9
19-09-2020 14:15,19.4,44.8,1.8,13.1,11.33,96.03
19-09-2020 14:30,19.4,44.8,2.2,15.6,13.41,82.45
19-09-2020 14:45,19.4,44.8,2,15.1,13.13,90.42
19-09-2020 15:00,19.9,46.1,1.8,18.7,16.93,84.09
19-09-2020 15:15,23.7,54.9,2.4,25.4,22.97,81.15
19-09-2020 15:30,23.7,54.9,1.7,23.6,21.95,78.47
19-09-2020 15:45,23.7,54.9,2.1,23.6,21.53,60.13
19-09-2020 16:00,23.4,54.3,2.5,20.9,18.45,54.38
19-09-2020 16:15,21.4,49.5,2.2,28,25.85,45.41
19-09-2020 16:30,21.4,49.5,2.9,31.4,28.56,51.25
19-09-2020 16:45,21.4,49.5,2.5,33.8,31.29,48.07
19-09-2020 17:00,21.5,49.8,2.4,37.5,35.09,41.63
19-09-2020 17:15,22.1,52.1,1.8,34.3,32.44,38.03
19-09-2020 17:30,22.1,52.1,2.2,46.6,44.4,25.59
19-09-2020 17:45,22.1,52.1,2.5,57.2,54.7,28.46
19-09-2020 18:00,22.1,52.8,2.5,55.4,52.9,37.32
19-09-2020 18:15,22.3,58.2,3,50.9,47.91,35
19-09-2020 18:30,22.3,58.2,2.6,33.6,31,46.63
19-09-2020 18:45,22.3,58.2,2,29.6,27.61,46.89
19-09-2020 19:00,22.7,58.1,1.5,35.4,33.89,38.58
19-09-2020 19:15,26,57.4,2.4,42,39.64,34.59
19-09-2020 19:30,26,57.4,1.4,45.6,44.24,32.6
19-09-2020 19:45,26,57.4,2,47.9,45.85,30.46
19-09-2020 20:00,26.3,58,2.4,50.5,48.1,28.81
19-09-2020 20:15,28,62.3,2.7,55.4,52.73,22.62
19-09-2020 20:30,28,62.3,2.3,52.7,50.4,21.94
19-09-2020 20:45,28,62.3,2.1,49.8,47.69,26.06
19-09-2020 21:00,28.3,63.7,1.8,44.7,42.97,24.98
19-09-2020 21:15,30.8,73.7,3,46.7,43.64,22.22
19-09-2020 21:30,30.8,73.7,2.9,41.3,38.4,30.02
19-09-2020 21:45,30.8,73.7,1.8,33.8,32,29.96
19-09-2020 22:00,30.6,71.4,2.4,39.3,36.87,24.39
19-09-2020 22:15,29.2,54.4,1.8,40.6,38.76,21.02
19-09-2020 22:30,29.2,54.4,2.6,43.1,40.48,20.69
19-09-2020 22:45,29.2,54.4,2.1,34.9,32.8,30.07
19-09-2020 23:00,29.4,54.9,2.2,30.3,28.1,29.78
19-09-2020 23:15,30.2,58.8,2,31,28.98,25.59
19-09-2020 23:30,30.2,58.8,2.1,32.7,30.61,21.85
19-09-2020 23:45,30.2,58.8,1.8,31.1,29.34,20.09
20-09-2020 00:00,None,None,None,None,None,None
20-09-2020 00:15,25.8,65.3,1.7,29.1,27.43,30.84
20-09-2020 00:30,25.8,65.3,1.7,21,19.27,37.86
20-09-2020 00:45,25.8,65.3,2.2,19,16.82,35.54
20-09-2020 01:00,26.3,62.7,2.4,20.3,17.96,29.71
20-09-2020 01:15,30,44.6,1.5,25.1,23.53,29.78
20-09-2020 01:30,30,44.6,1.9,30.1,28.25,30.97
20-09-2020 01:45,30,44.6,1.7,33.5,31.82,29.28
20-09-2020 02:00,29.8,45.2,2,33.7,31.71,37.57
20-09-2020 02:15,28.2,49.1,0.4,24.7,25.59,46.66
20-09-2020 02:30,28.2,49.1,1.3,23.3,22.05,53.25
20-09-2020 02:45,28.2,49.1,2.1,27.4,25.26,48.11
20-09-2020 03:00,28.4,50,2.2,26.5,24.23,48.76
20-09-2020 03:15,30.1,56.3,2,22.6,20.54,47.46
20-09-2020 03:30,30.1,56.3,1.3,21.3,20.06,44.43
20-09-2020 03:45,30.1,56.3,1.1,20,18.88,41.84
20-09-2020 04:00,30,56.9,2,20.2,18.17,39.66
20-09-2020 04:15,29.6,60.6,2,20.1,18.14,34.28
20-09-2020 04:30,29.6,60.6,2.5,21.1,18.62,34.27
20-09-2020 04:45,29.6,60.6,2.4,21.4,19.02,33.8
20-09-2020 05:00,30.2,60.9,1.6,19,17.35,34.91
20-09-2020 05:15,34.3,63.2,2.1,19,16.95,32.92
20-09-2020 05:30,34.3,63.2,1.4,20,18.53,29.93
20-09-2020 05:45,34.3,63.2,1.4,22.8,21.38,27.38
20-09-2020 06:00,33.7,62.8,1.9,24.3,22.39,25.2
20-09-2020 06:15,29.4,59.8,2.6,27.5,24.95,21.71
20-09-2020 06:30,29.4,59.8,2.7,29.5,26.84,19.92
20-09-2020 06:45,29.4,59.8,2.1,29.2,27.18,25.22
20-09-2020 07:00,29.4,59.8,3,28.9,25.99,26.35
20-09-2020 07:15,29.2,59.5,2.9,24.1,21.29,27.29
20-09-2020 07:30,29.2,59.5,2,20.1,18.13,39.6
20-09-2020 07:45,29.2,59.5,1.5,19.6,18.07,39.13
20-09-2020 08:00,28.5,57.7,1.9,21.1,19.12,35.41
20-09-2020 08:15,23.9,44.9,2.7,23.8,21.11,33.59
20-09-2020 08:30,23.9,44.9,2.6,24.7,22.1,31.82
20-09-2020 08:45,23.9,44.9,2.5,22.3,19.72,30.79
20-09-2020 09:00,23,44.9,2.6,22,19.34,28.09
20-09-2020 09:15,16.8,44.3,2.7,24,21.34,23.83
20-09-2020 09:30,16.8,44.3,10.5,46.3,35.78,17.17
20-09-2020 09:45,16.8,44.3,13.4,56.5,43.04,13.31
20-09-2020 10:00,17,42.9,12.2,53.1,40.94,13.27
20-09-2020 10:15,18.1,32.7,11.5,48.7,37.24,14.31
20-09-2020 10:30,18.1,32.7,8.2,41.3,33.08,21.53
20-09-2020 10:45,18.1,32.7,6.5,32.2,25.62,26.73
20-09-2020 11:00,18.2,32.8,5.2,28.5,23.28,29.44
20-09-2020 11:15,19,34,5.3,28.8,23.58,32.22
20-09-2020 11:30,19,34,4.3,28.3,23.99,35.47
20-09-2020 11:45,19,34,3.1,27.4,24.26,41.77
20-09-2020 12:00,18.5,35,3.5,27.8,24.32,54.35
20-09-2020 12:15,15.2,42.2,3.3,25.6,22.33,54.95
20-09-2020 12:30,15.2,42.2,3.3,21.8,18.46,60.74
20-09-2020 12:45,15.2,42.2,2.7,20.5,17.79,73.99
20-09-2020 13:00,15,41.7,3.1,19.3,16.17,66.06
20-09-2020 13:15,14.3,38.8,3.6,18,14.43,58.12
20-09-2020 13:30,14.3,38.8,4,15.5,11.56,53.59
20-09-2020 13:45,14.3,38.8,3.1,14.8,11.7,58.01
20-09-2020 14:00,15,38,2.8,14.2,11.42,60.89
20-09-2020 14:15,20.2,32.9,2.6,14.5,11.89,57.4
20-09-2020 14:30,20.2,32.9,2.3,14.8,12.47,64.06
20-09-2020 14:45,20.2,32.9,2.1,13.8,11.66,56.51
20-09-2020 15:00,20.6,32.9,2.4,14.5,12.11,55.55
20-09-2020 15:15,23.2,33,2.6,13.2,10.66,58.74
20-09-2020 15:30,23.2,33,2.8,13.7,10.86,56.05
20-09-2020 15:45,23.2,33,2.9,14.3,11.42,59.23
20-09-2020 16:00,22.6,33.3,2.7,14.7,12,59.12
20-09-2020 16:15,18.2,35,2.2,15.1,12.98,56.65
20-09-2020 16:30,18.2,35,2.2,15.2,13,57.41
20-09-2020 16:45,18.2,35,2.1,15.6,13.47,56.65
20-09-2020 17:00,17.7,34.3,1.8,15.7,13.95,55.22
20-09-2020 17:15,14.1,29,1.2,12.1,10.86,57.52
20-09-2020 17:30,14.1,29,1.7,15.5,13.85,51.73
20-09-2020 17:45,14.1,29,1.7,20.1,18.33,44.48
20-09-2020 18:00,13.6,28.8,1.6,19.3,17.69,47.56
20-09-2020 18:15,10,27.6,2.1,15.5,13.42,47
20-09-2020 18:30,10,27.6,2.2,17.3,15.14,42.28
20-09-2020 18:45,10,27.6,2.3,23.2,20.9,37.45
20-09-2020 19:00,10.3,26.9,2.1,21.1,19.08,46.79
20-09-2020 19:15,12.6,21.6,2.4,21.8,19.44,42.6
20-09-2020 19:30,12.6,21.6,2.2,28.4,26.13,39.26
20-09-2020 19:45,12.6,21.6,2.9,30.5,27.61,37.59
20-09-2020 20:00,12.8,21.5,2.6,27.9,25.24,36.26
20-09-2020 20:15,14.9,21.3,2.2,26.1,23.81,34.2
20-09-2020 20:30,14.9,21.3,2.3,22.8,20.48,32.97
20-09-2020 20:45,14.9,21.3,3,22.6,19.56,30.84
20-09-2020 21:00,14.4,22.2,1.9,20.4,18.41,30.73
20-09-2020 21:15,10.9,28.5,1.5,21.2,19.7,28.75
20-09-2020 21:30,10.9,28.5,1.9,19,17.06,28.8
20-09-2020 21:45,10.9,28.5,3.1,14.5,11.46,29.58
20-09-2020 22:00,10.5,27.8,2.5,11.7,9.22,32.6
20-09-2020 22:15,8.1,22.4,2.1,10.1,7.99,33.21
20-09-2020 22:30,8.1,22.4,2.7,11.1,8.42,31.48
20-09-2020 22:45,8.1,22.4,2.8,11.7,8.87,30.13
20-09-2020 23:00,9,21.8,3.2,9.6,6.46,30.5
20-09-2020 23:15,None,None,2.2,None,None,None
20-09-2020 23:30,15.5,17.7,2,9.1,7.14,30.66
20-09-2020 23:45,15.5,17.7,2.2,8.5,6.32,29.77
21-09-2020 00:00,None,None,None,None,None,None
21-09-2020 00:15,11,20.9,1.6,6.9,5.35,28.99
21-09-2020 00:30,11,20.9,2.3,7.4,5.12,28.75
21-09-2020 00:45,11,20.9,2,6.3,4.36,29.05
21-09-2020 01:00,11.5,20.3,2.3,4.9,2.62,30.2
21-09-2020 01:15,14.9,16.4,2,4.2,2.18,31.21
21-09-2020 01:30,14.9,16.4,1.4,3.9,2.46,32.71
21-09-2020 01:45,14.9,16.4,1.5,2.3,0.8,33.88
21-09-2020 02:00,14.7,16.1,2.2,2.3,0.12,33.84
21-09-2020 02:15,13.5,13.6,2.6,2.8,0.28,33.89
