From Date,To Date,PM2.5,PM10,NO,NO2,NOx,Ozone
19-08-2020 21:15,19-08-2020 21:30,6.9,18.7,4.6,7.7,12.3,11.12
19-08-2020 21:30,19-08-2020 21:45,6.9,18.7,4.7,7.9,12.6,12.41
19-08-2020 21:45,19-08-2020 22:00,6.9,18.7,4.6,8.7,13.3,13.13
19-08-2020 22:00,19-08-2020 22:15,6.8,23.5,4.5,8.1,12.5,15.61
19-08-2020 22:15,19-08-2020 22:30,6.8,23.6,4.5,6.8,11.3,18.15
19-08-2020 22:30,19-08-2020 22:45,6.8,23.6,4.5,6.1,10.6,19.01
19-08-2020 22:45,19-08-2020 23:00,6.8,23.6,4.3,6,10.3,19.94
19-08-2020 23:00,19-08-2020 23:15,6.5,18.4,4.4,5.5,9.8,21.23
19-08-2020 23:15,19-08-2020 23:30,6.5,18.3,4.3,5,9.3,21.15
19-08-2020 23:30,19-08-2020 23:45,6.5,18.3,4.4,5,9.4,20.32
19-08-2020 23:45,20-08-2020 00:00,None,None,None,None,None,None
20-08-2020 00:00,20-08-2020 00:15,6.4,14.4,4.3,4.6,8.9,17.33
20-08-2020 00:15,20-08-2020 00:30,6.4,14.3,4.6,4.6,9.2,14.5
20-08-2020 00:30,20-08-2020 00:45,6.4,14.3,4.3,4,8.3,15.41
20-08-2020 00:45,20-08-2020 01:00,6.4,14.3,4.3,3.9,8.3,15.86
20-08-2020 01:00,20-08-2020 01:15,5.5,12,4.4,4,8.4,16.38
20-08-2020 01:15,20-08-2020 01:30,5.5,11.9,4.3,3.1,7.5,15.75
20-08-2020 01:30,20-08-2020 01:45,5.5,11.9,4.3,3.3,7.6,15.06
20-08-2020 01:45,20-08-2020 02:00,5.5,11.9,4.3,3.2,7.6,16.27
20-08-2020 02:00,20-08-2020 02:15,5.7,16.6,4.1,3.5,7.6,19.02
20-08-2020 02:15,20-08-2020 02:30,5.7,16.7,4.6,2.5,7.1,20.15
20-08-2020 02:30,20-08-2020 02:45,5.7,16.7,4.3,4,8.3,20.25
20-08-2020 02:45,20-08-2020 03:00,5.7,16.7,4.4,4.1,8.5,19.41
20-08-2020 03:00,20-08-2020 03:15,5.4,18,4.2,3.5,7.7,19.55
20-08-2020 03:15,20-08-2020 03:30,5.4,18.1,4.2,3.3,7.5,19.95
20-08-2020 03:30,20-08-2020 03:45,5.4,18.1,4.2,3.2,7.4,21.29
20-08-2020 03:45,20-08-2020 04:00,5.4,18.1,4.2,3.3,7.4,18.47
20-08-2020 04:00,20-08-2020 04:15,9.5,14.8,4,3.3,7.4,17.85
20-08-2020 04:15,20-08-2020 04:30,9.5,14.8,4,3.1,7.1,15.18
20-08-2020 04:30,20-08-2020 04:45,9.5,14.8,3.9,3.1,7,16.36
20-08-2020 04:45,20-08-2020 05:00,9.5,14.8,4,3.3,7.3,18.45
20-08-2020 05:00,20-08-2020 05:15,8.2,12.2,4.1,3,7.1,18.07
20-08-2020 05:15,20-08-2020 05:30,8.2,12.2,4.3,2.8,7,17.44
20-08-2020 05:30,20-08-2020 05:45,8.2,12.2,4.2,2.8,7,19.71
20-08-2020 05:45,20-08-2020 06:00,8.2,12.2,4.1,3.2,7.3,19.76
20-08-2020 06:00,20-08-2020 06:15,6.6,10.6,4,3.2,7.1,22.95
20-08-2020 06:15,20-08-2020 06:30,6.5,10.6,4.1,3,7.1,22.47
20-08-2020 06:30,20-08-2020 06:45,6.5,10.6,4.1,3.2,7.3,23.52
20-08-2020 06:45,20-08-2020 07:00,6.5,10.6,4.1,3.2,7.2,22.47
20-08-2020 07:00,20-08-2020 07:15,5.5,12.6,4.2,3.2,7.4,23.09
20-08-2020 07:15,20-08-2020 07:30,5.5,12.7,4.1,3.4,7.5,21.1
20-08-2020 07:30,20-08-2020 07:45,5.5,12.7,4.1,3.8,7.9,19.65
20-08-2020 07:45,20-08-2020 08:00,5.5,12.7,4,3.7,7.8,18.72
20-08-2020 08:00,20-08-2020 08:15,5.6,10.5,4.1,3.5,7.6,16.33
20-08-2020 08:15,20-08-2020 08:30,5.6,10.5,4.2,3.3,7.5,12.82
20-08-2020 08:30,20-08-2020 08:45,5.6,10.5,4.1,3.5,7.7,18.56
20-08-2020 08:45,20-08-2020 09:00,5.6,10.5,4.1,3.6,7.7,18.28
20-08-2020 09:00,20-08-2020 09:15,4.9,13.8,4.2,3.7,7.9,17.03
20-08-2020 09:15,20-08-2020 09:30,4.9,13.9,4.1,3.5,7.7,20.31
20-08-2020 09:30,20-08-2020 09:45,4.9,13.9,4.2,3.4,7.6,16.46
20-08-2020 09:45,20-08-2020 10:00,4.9,13.9,4.2,3.7,7.9,18.55
20-08-2020 10:00,20-08-2020 10:15,4.4,11.4,4.2,4.3,8.5,21.84
20-08-2020 10:15,20-08-2020 10:30,4.4,11.4,4.1,5,9.1,22.44
20-08-2020 10:30,20-08-2020 10:45,4.4,11.4,4.1,5,9.2,20.68
20-08-2020 10:45,20-08-2020 11:00,4.4,11.4,4.2,4.7,8.9,19.49
20-08-2020 11:00,20-08-2020 11:15,4.5,11.6,4.2,4.3,8.5,20.76
20-08-2020 11:15,20-08-2020 11:30,4.5,11.6,4.2,4.2,8.5,19.98
20-08-2020 11:30,20-08-2020 11:45,4.5,11.6,4.4,4.1,8.5,18.4
20-08-2020 11:45,20-08-2020 12:00,4.5,11.6,4.2,4.1,8.4,17.76
20-08-2020 12:00,20-08-2020 12:15,4.2,13.5,4.2,4.4,8.6,17.17
20-08-2020 12:15,20-08-2020 12:30,4.2,13.5,4.4,4.3,8.6,16.51
20-08-2020 12:30,20-08-2020 12:45,4.2,13.5,4.3,3.9,8.2,15.17
20-08-2020 12:45,20-08-2020 13:00,4.2,13.5,4.2,3.8,8,17.42
20-08-2020 13:00,20-08-2020 13:15,6.1,18.9,4.2,3.7,7.9,17.07
20-08-2020 13:15,20-08-2020 13:30,6.1,19,4.2,3.3,7.5,16.02
20-08-2020 13:30,20-08-2020 13:45,6.1,19,4.2,3,7.3,17.94
20-08-2020 13:45,20-08-2020 14:00,6.1,19,4.2,3.1,7.3,16.87
20-08-2020 14:00,20-08-2020 14:15,7.4,21.3,4.2,3,7.2,19.73
20-08-2020 14:15,20-08-2020 14:30,7.4,21.3,4.8,2.8,7.6,20.5
20-08-2020 14:30,20-08-2020 14:45,7.4,21.3,4.6,3.6,8.2,20.01
20-08-2020 14:45,20-08-2020 15:00,7.4,21.3,4.7,3.5,8.2,18.69
20-08-2020 15:00,20-08-2020 15:15,6.6,17.2,4.8,3.2,8,17.8
20-08-2020 15:15,20-08-2020 15:30,6.6,17.2,4.9,3,7.8,18
20-08-2020 15:30,20-08-2020 15:45,6.6,17.2,4.8,3.1,7.9,15.84
20-08-2020 15:45,20-08-2020 16:00,6.6,17.2,4.9,4.1,9.1,12.36
20-08-2020 16:00,20-08-2020 16:15,7.3,22.2,4.7,3.5,8.1,14.1
20-08-2020 16:15,20-08-2020 16:30,7.3,22.3,4.7,3.7,8.4,13.99
20-08-2020 16:30,20-08-2020 16:45,7.3,22.3,4.9,3.3,8.2,14.34
20-08-2020 16:45,20-08-2020 17:00,7.3,22.3,4.7,3.6,8.3,14.58
20-08-2020 17:00,20-08-2020 17:15,7.1,17.2,4.6,3.3,7.9,14.15
20-08-2020 17:15,20-08-2020 17:30,7,17.1,4.6,3.3,7.9,14.07
20-08-2020 17:30,20-08-2020 17:45,7,17.1,4.7,3.3,7.9,14.45
20-08-2020 17:45,20-08-2020 18:00,7,17.1,4.6,3.8,8.4,14.31
20-08-2020 18:00,20-08-2020 18:15,7.9,13.5,4.5,4.7,9.3,14.14
20-08-2020 18:15,20-08-2020 18:30,7.9,13.4,4.6,4.1,8.8,14.87
20-08-2020 18:30,20-08-2020 18:45,7.9,13.4,4.7,4,8.7,17.31
20-08-2020 18:45,20-08-2020 19:00,7.9,13.4,4.7,4.6,9.2,16.6
20-08-2020 19:00,20-08-2020 19:15,6.3,12.2,4.8,4.6,9.4,16.05
20-08-2020 19:15,20-08-2020 19:30,6.2,12.2,4.8,5,9.8,15.32
20-08-2020 19:30,20-08-2020 19:45,6.2,12.2,4.8,5.2,10,15.92
20-08-2020 19:45,20-08-2020 20:00,6.2,12.2,4.7,4.6,9.4,14.67
20-08-2020 20:00,20-08-2020 20:15,10.9,13.1,4.7,4.5,9.2,14.05
20-08-2020 20:15,20-08-2020 20:30,11,13.2,4.7,4.7,9.4,12.83
20-08-2020 20:30,20-08-2020 20:45,11,13.2,4.7,4.2,9,12.74
20-08-2020 20:45,20-08-2020 21:00,11,13.2,4.7,4.5,9.2,12.41
20-08-2020 21:00,20-08-2020 21:15,13.1,18.6,4.7,4.4,9.1,13.61
20-08-2020 21:15,20-08-2020 21:30,13.2,18.8,4.6,4.5,9.1,14.44
20-08-2020 21:30,20-08-2020 21:45,13.2,18.8,4.6,4.6,9.1,12.01
20-08-2020 21:45,20-08-2020 22:00,13.2,18.8,4.6,4.7,9.2,12.11
20-08-2020 22:00,20-08-2020 22:15,10.8,14.7,4.5,4.8,9.3,15.26
20-08-2020 22:15,20-08-2020 22:30,10.8,14.6,4.5,5.2,9.7,16.4
20-08-2020 22:30,20-08-2020 22:45,10.8,14.6,4.6,5.5,10.2,17.1
20-08-2020 22:45,20-08-2020 23:00,10.8,14.6,4.7,5.5,10.2,16.57
20-08-2020 23:00,20-08-2020 23:15,8.7,11.9,4.8,5.1,9.9,16.47
20-08-2020 23:15,20-08-2020 23:30,8.6,11.9,4.9,5.2,10.1,16.81
20-08-2020 23:30,20-08-2020 23:45,8.6,11.9,4.7,4.8,9.5,17.51
20-08-2020 23:45,21-08-2020 00:00,None,None,None,None,None,None
21-08-2020 00:00,21-08-2020 00:15,6.8,14.3,4.8,8.4,13.2,14.22
21-08-2020 00:15,21-08-2020 00:30,6.8,14.4,4.7,10.2,14.9,13.67
21-08-2020 00:30,21-08-2020 00:45,6.8,14.4,4.9,9.3,14.2,10.31
21-08-2020 00:45,21-08-2020 01:00,6.8,14.4,4.7,10.3,15,11.92
21-08-2020 01:00,21-08-2020 01:15,5.6,11.9,4.7,9.1,13.8,12.96
21-08-2020 01:15,21-08-2020 01:30,5.6,11.8,4.9,8.4,13.3,11.2
21-08-2020 01:30,21-08-2020 01:45,5.6,11.8,4.8,8.2,13.1,12.59
21-08-2020 01:45,21-08-2020 02:00,5.6,11.8,4.9,8,12.9,13.89
21-08-2020 02:00,21-08-2020 02:15,5.4,10.1,4.8,8.4,13.2,16.29
21-08-2020 02:15,21-08-2020 02:30,5.4,10.1,4.8,8.6,13.4,16.06
21-08-2020 02:30,21-08-2020 02:45,5.4,10.1,4.5,8,12.5,15.7
21-08-2020 02:45,21-08-2020 03:00,5.4,10.1,4.5,6.6,11.1,16.32
21-08-2020 03:00,21-08-2020 03:15,4.7,20.1,4.6,5.7,10.3,15.04
21-08-2020 03:15,21-08-2020 03:30,4.6,20.3,4.7,5.2,9.9,13.83
21-08-2020 03:30,21-08-2020 03:45,4.6,20.3,4.7,5,9.7,15
21-08-2020 03:45,21-08-2020 04:00,4.6,20.3,4.6,4.7,9.3,15.89
21-08-2020 04:00,21-08-2020 04:15,4.5,19.1,4.5,5.3,9.8,13.61
21-08-2020 04:15,21-08-2020 04:30,4.5,19,4.6,5.8,10.5,10.69
21-08-2020 04:30,21-08-2020 04:45,4.5,19,4.6,6.9,11.4,11.85
21-08-2020 04:45,21-08-2020 05:00,4.5,19,4.5,7.4,11.8,14.11
21-08-2020 05:00,21-08-2020 05:15,6.6,15,4.6,6.6,11.2,9.64
21-08-2020 05:15,21-08-2020 05:30,6.7,14.9,4.6,6.9,11.5,12.53
21-08-2020 05:30,21-08-2020 05:45,6.7,14.9,4.7,7.4,12.1,14.15
21-08-2020 05:45,21-08-2020 06:00,6.7,14.9,4.6,7.9,12.5,14.25
21-08-2020 06:00,21-08-2020 06:15,6.1,12.3,4.5,7.2,11.7,16.54
21-08-2020 06:15,21-08-2020 06:30,6,12.3,4.5,6.5,10.9,14.62
21-08-2020 06:30,21-08-2020 06:45,6,12.3,4.6,5.8,10.4,13.29
21-08-2020 06:45,21-08-2020 07:00,6,12.3,4.6,5.8,10.4,14.82
21-08-2020 07:00,21-08-2020 07:15,5.7,10.9,4.7,6.3,10.9,14.33
21-08-2020 07:15,21-08-2020 07:30,5.7,10.8,4.6,6.5,11,13.11
21-08-2020 07:30,21-08-2020 07:45,5.7,10.8,4.5,6.5,11.1,12.05
21-08-2020 07:45,21-08-2020 08:00,5.7,10.8,4.8,6.4,11.2,11.48
21-08-2020 08:00,21-08-2020 08:15,12.2,16.8,4.7,7.9,12.6,10.69
21-08-2020 08:15,21-08-2020 08:30,12.4,16.9,4.8,9.7,14.6,9.34
21-08-2020 08:30,21-08-2020 08:45,12.4,16.9,4.7,9.8,14.5,11.26
21-08-2020 08:45,21-08-2020 09:00,12.4,16.9,4.8,12.7,17.6,14.24
21-08-2020 09:00,21-08-2020 09:15,10.7,13.5,4.8,9.8,14.6,11.54
21-08-2020 09:15,21-08-2020 09:30,10.7,13.4,4.8,9.9,14.7,12.11
21-08-2020 09:30,21-08-2020 09:45,10.7,13.4,4.9,12,16.8,14.56
21-08-2020 09:45,21-08-2020 10:00,10.7,13.4,4.9,13.7,18.7,12.45
21-08-2020 10:00,21-08-2020 10:15,8.9,11.5,4.8,15.3,20.2,16.26
21-08-2020 10:15,21-08-2020 10:30,8.8,11.5,4.8,13.9,18.7,15.19
21-08-2020 10:30,21-08-2020 10:45,8.8,11.5,4.7,13.7,18.4,15.02
21-08-2020 10:45,21-08-2020 11:00,8.8,11.5,4.8,16.4,21.2,None
21-08-2020 11:00,21-08-2020 11:15,8,15.1,4.8,18.8,23.6,None
21-08-2020 11:15,21-08-2020 11:30,8,15.2,None,None,None,None
21-08-2020 11:30,21-08-2020 11:45,8,15.2,None,None,None,None
21-08-2020 11:45,21-08-2020 12:00,8,15.2,None,None,None,11.57
21-08-2020 12:00,21-08-2020 12:15,7.2,12.6,None,None,None,3.78
21-08-2020 12:15,21-08-2020 12:30,7.2,12.5,5.1,11.7,16.8,11.27
21-08-2020 12:30,21-08-2020 12:45,7.2,12.5,4.9,17.6,22.5,14.13
21-08-2020 12:45,21-08-2020 13:00,7.2,12.5,4.8,17.1,21.8,15.47
21-08-2020 13:00,21-08-2020 13:15,3.3,12.8,4.7,17,21.7,15.2
21-08-2020 13:15,21-08-2020 13:30,3,12.9,4.8,16.7,21.5,16.82
21-08-2020 13:30,21-08-2020 13:45,3,12.9,4.9,19.1,24,15.65
21-08-2020 13:45,21-08-2020 14:00,3,12.9,4.9,20,24.9,16
21-08-2020 14:00,21-08-2020 14:15,None,None,4.7,19.4,24.1,16.75
21-08-2020 14:15,21-08-2020 14:30,None,None,5,15.7,20.7,15.51
21-08-2020 14:30,21-08-2020 14:45,None,None,4.8,15.6,20.4,15.94
21-08-2020 14:45,21-08-2020 15:00,None,None,4.6,15.1,19.7,15.46
21-08-2020 15:00,21-08-2020 15:15,None,None,4.6,14.4,19,16.32
21-08-2020 15:15,21-08-2020 15:30,None,None,4.6,15.3,19.9,15.04
21-08-2020 15:30,21-08-2020 15:45,None,None,4.7,14.6,19.3,15.85
21-08-2020 15:45,21-08-2020 16:00,None,None,4.7,13.5,18.2,16.14
21-08-2020 16:00,21-08-2020 16:15,16.8,21.9,4.7,13.2,17.9,14.2
21-08-2020 16:15,21-08-2020 16:30,16.3,22,4.8,14.8,19.6,11.28
21-08-2020 16:30,21-08-2020 16:45,16.3,22,4.8,16.1,20.9,16.52
21-08-2020 16:45,21-08-2020 17:00,16.3,22,4.6,16.3,20.9,16.67
21-08-2020 17:00,21-08-2020 17:15,19.8,28,4.6,16.8,21.4,15.53
21-08-2020 17:15,21-08-2020 17:30,20.1,28.2,4.6,19.7,24.3,18.22
21-08-2020 17:30,21-08-2020 17:45,20.1,28.2,4.7,19.8,24.4,16.79
21-08-2020 17:45,21-08-2020 18:00,20.1,28.2,4.6,16.1,20.6,16.87
21-08-2020 18:00,21-08-2020 18:15,18,21.8,4.4,14.5,18.9,16.14
21-08-2020 18:15,21-08-2020 18:30,17.8,21.7,4.4,13.2,17.6,16.23
21-08-2020 18:30,21-08-2020 18:45,17.8,21.7,4.3,12.4,16.6,15.8
21-08-2020 18:45,21-08-2020 19:00,17.8,21.7,4.3,11,15.3,15.84
21-08-2020 19:00,21-08-2020 19:15,13.8,27.5,4.2,10.5,14.7,16.03
21-08-2020 19:15,21-08-2020 19:30,13.6,27.7,4.4,10.6,15.1,14.95
21-08-2020 19:30,21-08-2020 19:45,13.6,27.7,4.3,11.7,16,15.57
21-08-2020 19:45,21-08-2020 20:00,13.6,27.7,4.3,11.1,15.4,14.36
21-08-2020 20:00,21-08-2020 20:15,11.1,30.9,4.5,10.4,14.9,13.33
21-08-2020 20:15,21-08-2020 20:30,10.9,31,4.5,11.3,15.8,13.76
21-08-2020 20:30,21-08-2020 20:45,10.9,31,4.4,12.3,16.7,13.82
21-08-2020 20:45,21-08-2020 21:00,10.9,31,4.5,12.2,16.6,15.18
21-08-2020 21:00,21-08-2020 21:15,9.8,29.3,4.4,12.4,16.8,15.05
21-08-2020 21:15,21-08-2020 21:30,9.7,29.3,4.6,13.9,18.5,13.29
21-08-2020 21:30,21-08-2020 21:45,9.7,29.3,4.7,16.2,20.9,11.96
21-08-2020 21:45,21-08-2020 22:00,9.7,29.3,4.9,16.3,21.2,10.83
21-08-2020 22:00,21-08-2020 22:15,10.7,37.1,4.9,15.4,20.3,10.05
21-08-2020 22:15,21-08-2020 22:30,10.8,37.2,4.9,14.8,19.6,10.09
21-08-2020 22:30,21-08-2020 22:45,10.8,37.2,4.8,13.4,18.2,9.67
21-08-2020 22:45,21-08-2020 23:00,10.8,37.2,4.8,11.4,16.2,10.23
21-08-2020 23:00,21-08-2020 23:15,12.2,34.5,7.7,13.1,20.8,7.78
21-08-2020 23:15,21-08-2020 23:30,12.3,34.4,13.2,16.3,29.5,6.59
21-08-2020 23:30,21-08-2020 23:45,12.3,34.4,6.8,12.4,19.2,11.22
21-08-2020 23:45,22-08-2020 00:00,None,None,None,None,None,None
22-08-2020 00:00,22-08-2020 00:15,13.9,30.3,4.7,8.2,12.9,14.34
22-08-2020 00:15,22-08-2020 00:30,14,30.2,4.8,7.5,12.3,12.19
22-08-2020 00:30,22-08-2020 00:45,14,30.2,4.8,6.4,11.2,12.01
22-08-2020 00:45,22-08-2020 01:00,14,30.2,4.5,7.1,11.6,14.92
22-08-2020 01:00,22-08-2020 01:15,13.8,32.2,4.6,7.7,12.2,14.86
22-08-2020 01:15,22-08-2020 01:30,13.8,32.2,4.5,8.3,12.8,13.21
22-08-2020 01:30,22-08-2020 01:45,13.8,32.2,4.4,9.1,13.5,15.23
22-08-2020 01:45,22-08-2020 02:00,13.8,32.2,4.4,9.9,14.3,15.56
22-08-2020 02:00,22-08-2020 02:15,11.8,26.5,4.9,12.6,17.6,12.81
22-08-2020 02:15,22-08-2020 02:30,11.7,26.4,8.6,21,29.6,8
22-08-2020 02:30,22-08-2020 02:45,11.7,26.4,7.2,18.9,26.1,10.75
22-08-2020 02:45,22-08-2020 03:00,11.7,26.4,5,11.2,16.2,13.52
22-08-2020 03:00,22-08-2020 03:15,10.1,20.5,4.7,8.9,13.5,13.4
22-08-2020 03:15,22-08-2020 03:30,10,20.4,4.4,8.2,12.6,14.14
22-08-2020 03:30,22-08-2020 03:45,10,20.4,4.7,8.2,12.9,12.44
22-08-2020 03:45,22-08-2020 04:00,10,20.4,4.9,9.5,14.3,10.73
22-08-2020 04:00,22-08-2020 04:15,8.1,21.2,6.4,11.1,17.6,8.61
22-08-2020 04:15,22-08-2020 04:30,8,21.2,5.8,11.2,17,8.91
22-08-2020 04:30,22-08-2020 04:45,8,21.2,6.9,13.2,20.1,8.21
22-08-2020 04:45,22-08-2020 05:00,8,21.2,11,19.3,30.3,6.47
22-08-2020 05:00,22-08-2020 05:15,6.5,19.8,7,17.4,24.4,7.36
22-08-2020 05:15,22-08-2020 05:30,6.4,19.8,8.4,19.3,27.7,6.68
22-08-2020 05:30,22-08-2020 05:45,6.4,19.8,10.1,21,31.1,6.23
22-08-2020 05:45,22-08-2020 06:00,6.4,19.8,10.2,20.4,30.6,6.11
22-08-2020 06:00,22-08-2020 06:15,5.6,20.8,13.1,20.4,33.5,5.96
22-08-2020 06:15,22-08-2020 06:30,5.6,20.9,10.3,17.1,27.4,6.13
22-08-2020 06:30,22-08-2020 06:45,5.6,20.9,22.6,20.9,43.5,4.8
22-08-2020 06:45,22-08-2020 07:00,5.6,20.9,23.3,21.1,44.4,4.95
22-08-2020 07:00,22-08-2020 07:15,5.3,25.2,13,17.7,30.6,6.49
22-08-2020 07:15,22-08-2020 07:30,5.2,25.3,7.1,13.2,20.3,9.61
22-08-2020 07:30,22-08-2020 07:45,5.2,25.3,6.5,12.2,18.6,9.28
22-08-2020 07:45,22-08-2020 08:00,5.2,25.3,5.8,9.6,15.3,10.57
22-08-2020 08:00,22-08-2020 08:15,10.6,37.6,5.8,9.1,14.8,11.56
22-08-2020 08:15,22-08-2020 08:30,11,37.9,5.8,8.3,14.1,12.78
22-08-2020 08:30,22-08-2020 08:45,11,37.9,5.5,7.9,13.4,14.04
22-08-2020 08:45,22-08-2020 09:00,11,37.9,5.4,8.4,13.8,14.37
22-08-2020 09:00,22-08-2020 09:15,9.8,31.9,6,8.9,14.9,12.16
22-08-2020 09:15,22-08-2020 09:30,9.7,31.7,5.6,10.4,16,14.91
22-08-2020 09:30,22-08-2020 09:45,9.7,31.7,5.3,11.1,16.4,15.96
22-08-2020 09:45,22-08-2020 10:00,9.7,31.7,5.3,10.6,16,18.29
22-08-2020 10:00,22-08-2020 10:15,10.5,28.8,5,9.7,14.6,21.08
22-08-2020 10:15,22-08-2020 10:30,10.5,28.7,4.8,8.5,13.3,22.06
22-08-2020 10:30,22-08-2020 10:45,10.5,28.7,4.8,7.5,12.3,20.16
22-08-2020 10:45,22-08-2020 11:00,10.5,28.7,4.8,6.9,11.7,22.06
22-08-2020 11:00,22-08-2020 11:15,9.4,32.6,5.5,8.2,13.6,24.57
22-08-2020 11:15,22-08-2020 11:30,9.3,32.7,5.2,6.8,12,27
22-08-2020 11:30,22-08-2020 11:45,9.3,32.7,4.9,8.2,13.1,35.71
22-08-2020 11:45,22-08-2020 12:00,9.3,32.7,4.6,7,11.6,35.46
22-08-2020 12:00,22-08-2020 12:15,14.3,34.5,4.6,5.3,9.9,29.63
22-08-2020 12:15,22-08-2020 12:30,14.7,34.5,4.7,5,9.7,26.64
22-08-2020 12:30,22-08-2020 12:45,14.7,34.5,4.7,5.7,10.4,34.4
22-08-2020 12:45,22-08-2020 13:00,14.7,34.5,4.6,7.5,12.1,40.4
22-08-2020 13:00,22-08-2020 13:15,18.1,34.2,6.6,15.9,22.5,28.41
22-08-2020 13:15,22-08-2020 13:30,18.4,34.2,5.8,22.1,27.9,27.12
22-08-2020 13:30,22-08-2020 13:45,18.4,34.2,6.3,27.2,33.6,24.2
22-08-2020 13:45,22-08-2020 14:00,18.4,34.2,8.1,41.4,49.5,18.45
22-08-2020 14:00,22-08-2020 14:15,20.1,42.8,7.5,41.1,48.7,22.02
22-08-2020 14:15,22-08-2020 14:30,20.3,43,5.3,29.6,34.9,29.02
22-08-2020 14:30,22-08-2020 14:45,20.3,43,4.9,23.7,28.6,33.44
22-08-2020 14:45,22-08-2020 15:00,20.3,43,4.7,15.2,19.9,30.61
22-08-2020 15:00,22-08-2020 15:15,21.5,44.2,4.4,11,15.4,29.41
22-08-2020 15:15,22-08-2020 15:30,21.6,44.2,4.8,15.7,20.5,21.35
22-08-2020 15:30,22-08-2020 15:45,21.6,44.2,8.2,29.7,38,12.02
22-08-2020 15:45,22-08-2020 16:00,21.6,44.2,14.2,38.6,52.8,8.56
22-08-2020 16:00,22-08-2020 16:15,16.7,33.3,7.9,29.8,37.7,21.45
22-08-2020 16:15,22-08-2020 16:30,16.4,33.1,5.5,19.2,24.8,18.12
22-08-2020 16:30,22-08-2020 16:45,16.4,33.1,13.9,31.4,45.3,10.68
22-08-2020 16:45,22-08-2020 17:00,16.4,33.1,22.3,45.5,67.9,9.51
22-08-2020 17:00,22-08-2020 17:15,16.3,36.2,11.6,42.5,54.1,8.41
22-08-2020 17:15,22-08-2020 17:30,16.3,36.3,7,32,39,10.21
22-08-2020 17:30,22-08-2020 17:45,16.3,36.3,6.6,26.3,32.9,11.33
22-08-2020 17:45,22-08-2020 18:00,16.3,36.3,7.3,28.9,36.2,9.51
22-08-2020 18:00,22-08-2020 18:15,18.8,33.8,14.3,35.5,49.8,7.64
22-08-2020 18:15,22-08-2020 18:30,19,33.7,10.5,28.1,38.7,12.73
22-08-2020 18:30,22-08-2020 18:45,19,33.7,29.7,32.3,62,6.07
22-08-2020 18:45,22-08-2020 19:00,19,33.7,51.2,45.4,96.5,4.59
22-08-2020 19:00,22-08-2020 19:15,17.1,37.4,73.2,53.4,126.6,4.85
22-08-2020 19:15,22-08-2020 19:30,17,37.4,50.8,47.3,98.2,4.86
22-08-2020 19:30,22-08-2020 19:45,17,37.4,21.4,33.7,55.1,5.92
22-08-2020 19:45,22-08-2020 20:00,17,37.4,7.6,24.2,31.8,7.67
22-08-2020 20:00,22-08-2020 20:15,17.4,45.9,30.1,31.9,62.1,6.53
22-08-2020 20:15,22-08-2020 20:30,17.4,46.1,45.8,38.4,84.1,5.09
22-08-2020 20:30,22-08-2020 20:45,17.4,46.1,56.7,41.4,98.1,4.97
22-08-2020 20:45,22-08-2020 21:00,17.4,46.1,59.5,46,105.5,4.89
22-08-2020 21:00,22-08-2020 21:15,26.3,49.7,48.1,50.5,98.6,4.42
22-08-2020 21:15,22-08-2020 21:30,26.9,49.7,33.3,51.7,85,4.75
22-08-2020 21:30,22-08-2020 21:45,26.9,49.7,15.1,49.3,64.4,5.08
22-08-2020 21:45,22-08-2020 22:00,26.9,49.7,7.9,44.1,51.9,5.34
22-08-2020 22:00,22-08-2020 22:15,22.1,46.8,10.1,36.5,46.6,5.02
22-08-2020 22:15,22-08-2020 22:30,21.6,46.7,11.8,30.4,42.3,4.6
22-08-2020 22:30,22-08-2020 22:45,21.6,46.7,25.3,30.6,55.8,4.5
22-08-2020 22:45,22-08-2020 23:00,21.6,46.7,18.2,25.5,43.7,4.83
22-08-2020 23:00,22-08-2020 23:15,26.3,40.3,24.8,25,49.8,4.77
22-08-2020 23:15,22-08-2020 23:30,26.7,40.2,31.3,25.3,56.6,4.67
22-08-2020 23:30,22-08-2020 23:45,26.7,40.2,24.9,23.9,48.8,4.55
22-08-2020 23:45,23-08-2020 00:00,None,None,None,None,None,None
23-08-2020 00:00,23-08-2020 00:15,22.4,45.4,21.5,23,44.5,4.88
23-08-2020 00:15,23-08-2020 00:30,22,45.5,16,21.6,37.6,4.81
23-08-2020 00:30,23-08-2020 00:45,22,45.5,14.9,20.6,35.5,4.55
23-08-2020 00:45,23-08-2020 01:00,22,45.5,11.8,20,31.8,4.67
23-08-2020 01:00,23-08-2020 01:15,28.2,42.2,12.3,22,34.3,4.63
23-08-2020 01:15,23-08-2020 01:30,28.7,42.1,17.7,25.9,43.6,4.77
23-08-2020 01:30,23-08-2020 01:45,28.7,42.1,14.7,26.1,40.8,4.8
23-08-2020 01:45,23-08-2020 02:00,28.7,42.1,12.6,25.6,38.1,4.77
23-08-2020 02:00,23-08-2020 02:15,29.1,60.2,9,24.5,33.6,4.63
23-08-2020 02:15,23-08-2020 02:30,29.1,60.6,7.9,24.6,32.5,4.3
23-08-2020 02:30,23-08-2020 02:45,29.1,60.6,9.8,24.4,34.2,4.48
23-08-2020 02:45,23-08-2020 03:00,29.1,60.6,7.1,19.2,26.3,4.65
