From Date,To Date,PM2.5,PM10,NO,NO2,NOx,Ozone
18-04-2020 18:45,18-04-2020 19:00,None,36.6,3.4,None,11.5,61.05
18-04-2020 19:00,18-04-2020 19:15,20.1,36.6,3.4,8.3,11.7,59.26
18-04-2020 19:15,18-04-2020 19:30,18.9,36.1,3.4,None,11.9,40.56
18-04-2020 19:30,18-04-2020 19:45,14.1,33.7,3.3,8.7,12.1,34.46
18-04-2020 19:45,18-04-2020 20:00,14.1,33.7,3.4,8.6,12,40.63
18-04-2020 20:00,18-04-2020 20:15,14.1,33.7,3.5,10,13.4,25.79
18-04-2020 20:15,18-04-2020 20:30,13.2,33.2,3.4,11,14.4,37.14
18-04-2020 20:30,18-04-2020 20:45,9.8,30.9,3.4,11.7,15.1,27.17
18-04-2020 20:45,18-04-2020 21:00,9.8,30.9,3.4,11.1,14.5,33.14
18-04-2020 21:00,18-04-2020 21:15,9.8,30.9,3.3,10.9,14.2,22.31
18-04-2020 21:15,18-04-2020 21:30,9.8,30.6,3.3,10.5,13.8,29.32
18-04-2020 21:30,18-04-2020 21:45,9.4,29.1,3.4,9.7,13.1,48.57
18-04-2020 21:45,18-04-2020 22:00,9.4,29.1,3.4,9,12.4,50.75
18-04-2020 22:00,18-04-2020 22:15,9.4,29.1,3.3,8.7,12,53.31
18-04-2020 22:15,18-04-2020 22:30,8.9,28.5,3.2,9.6,12.8,65.94
18-04-2020 22:30,18-04-2020 22:45,6.7,25.9,3.4,10.7,14,66.62
18-04-2020 22:45,18-04-2020 23:00,6.7,25.9,3.4,10.6,13.9,68.33
18-04-2020 23:00,18-04-2020 23:15,6.7,25.9,3.3,10.2,13.5,58.64
18-04-2020 23:15,18-04-2020 23:30,6.3,26.7,3.4,9.5,12.9,50.9
18-04-2020 23:30,18-04-2020 23:45,4.8,29.7,3.3,9.7,13.1,43.98
18-04-2020 23:45,19-04-2020 00:00,None,None,None,None,None,None
19-04-2020 00:00,19-04-2020 00:15,4.8,29.7,3.3,11.5,14.8,31.61
19-04-2020 00:15,19-04-2020 00:30,4.8,29.5,3.3,12.9,16.2,47.5
19-04-2020 00:30,19-04-2020 00:45,5,28.9,3.4,11.4,14.8,36.37
19-04-2020 00:45,19-04-2020 01:00,5,28.9,3.4,9.6,12.9,38.91
19-04-2020 01:00,19-04-2020 01:15,5,28.9,3.3,8.9,12.2,38.62
19-04-2020 01:15,19-04-2020 01:30,5,27.7,3.3,8.4,11.7,53.91
19-04-2020 01:30,19-04-2020 01:45,5.1,23,3.3,7.6,10.9,57.94
19-04-2020 01:45,19-04-2020 02:00,5.1,23,3.3,7.4,10.7,46.07
19-04-2020 02:00,19-04-2020 02:15,5.1,23,3.3,7.4,10.7,29.67
19-04-2020 02:15,19-04-2020 02:30,5.2,22.8,3,7.2,10.3,50.98
19-04-2020 02:30,19-04-2020 02:45,5.2,21.8,3,7.4,10.4,44.37
19-04-2020 02:45,19-04-2020 03:00,5.2,21.8,3.1,7.2,10.3,31.13
19-04-2020 03:00,19-04-2020 03:15,5.2,21.8,3,7.5,10.5,43.46
19-04-2020 03:15,19-04-2020 03:30,6.1,23,3,7.5,10.5,38.63
19-04-2020 03:30,19-04-2020 03:45,9.8,28,3,7.6,10.6,40.24
19-04-2020 03:45,19-04-2020 04:00,9.8,28,3,7.6,10.6,34.91
19-04-2020 04:00,19-04-2020 04:15,9.8,28,3,7.7,10.7,26.46
19-04-2020 04:15,19-04-2020 04:30,10.8,28.9,3,7.7,10.7,35.26
19-04-2020 04:30,19-04-2020 04:45,14.9,32.9,3,7.8,10.8,24.27
19-04-2020 04:45,19-04-2020 05:00,14.9,32.9,3,7.9,10.9,31.8
19-04-2020 05:00,19-04-2020 05:15,14.9,32.9,3,8,11,26.56
19-04-2020 05:15,19-04-2020 05:30,15.2,33.5,3,8.2,11.2,28.98
19-04-2020 05:30,19-04-2020 05:45,16.3,35.9,3,8.2,11.2,27.31
19-04-2020 05:45,19-04-2020 06:00,16.3,35.9,3,9.6,12.6,31.29
19-04-2020 06:00,19-04-2020 06:15,16.3,35.9,3,9.2,12.2,35.21
19-04-2020 06:15,19-04-2020 06:30,15.5,35,3,9.4,12.4,38.53
19-04-2020 06:30,19-04-2020 06:45,12.4,31.2,3.1,9.3,12.4,42.19
19-04-2020 06:45,19-04-2020 07:00,12.4,31.2,3,9,12.1,40.35
19-04-2020 07:00,19-04-2020 07:15,12.4,31.2,3,9.5,12.6,47.16
19-04-2020 07:15,19-04-2020 07:30,12.3,32.3,3,9,12,52.74
19-04-2020 07:30,19-04-2020 07:45,11.9,36.6,3,8.4,11.4,51.7
19-04-2020 07:45,19-04-2020 08:00,11.9,36.6,3,7.7,10.7,62.58
19-04-2020 08:00,19-04-2020 08:15,11.9,36.6,3,7.8,10.8,60.82
19-04-2020 08:15,19-04-2020 08:30,11.7,36.4,3,8,11,70.17
19-04-2020 08:30,19-04-2020 08:45,10.9,35.5,3,7.6,10.6,63.59
19-04-2020 08:45,19-04-2020 09:00,10.9,35.5,3,7.2,10.2,71.23
19-04-2020 09:00,19-04-2020 09:15,10.9,35.5,3,7.5,10.5,62.26
19-04-2020 09:15,19-04-2020 09:30,11.3,35.9,3,7.4,10.4,68.67
19-04-2020 09:30,19-04-2020 09:45,12.8,37.7,3,7,10,73.68
19-04-2020 09:45,19-04-2020 10:00,12.8,37.7,3,6.7,9.7,69.84
19-04-2020 10:00,19-04-2020 10:15,None,None,None,6.4,None,None
19-04-2020 10:15,19-04-2020 10:30,14.3,38.6,3,6.4,9.4,77.85
19-04-2020 10:30,19-04-2020 10:45,20.6,42,3,6.3,9.3,74.2
19-04-2020 10:45,19-04-2020 11:00,20.6,42,3,6.5,9.5,76.92
19-04-2020 11:00,19-04-2020 11:15,20.6,42,3,6.4,9.4,73.18
19-04-2020 11:15,19-04-2020 11:30,20,41.9,3,6.5,9.5,67.87
19-04-2020 11:30,19-04-2020 11:45,17.5,41.4,3,7.4,10.4,58.45
19-04-2020 11:45,19-04-2020 12:00,17.5,41.4,3,7.6,10.6,56.33
19-04-2020 12:00,19-04-2020 12:15,17.5,41.4,3,7.9,10.9,65.8
19-04-2020 12:15,19-04-2020 12:30,16.9,41.8,3,7.9,10.9,59.79
19-04-2020 12:30,19-04-2020 12:45,14.4,43.5,3,8,11,68.68
19-04-2020 12:45,19-04-2020 13:00,14.4,43.5,3,8,11,73.44
19-04-2020 13:00,19-04-2020 13:15,14.4,43.5,3,7.8,10.8,66.04
19-04-2020 13:15,19-04-2020 13:30,13.8,43.1,3,7.7,10.7,73.17
19-04-2020 13:30,19-04-2020 13:45,11.2,41.1,3,7,10,59.78
19-04-2020 13:45,19-04-2020 14:00,11.2,41.1,3,6.6,9.6,51.26
19-04-2020 14:00,19-04-2020 14:15,11.2,41.1,3,6.6,9.6,58.41
19-04-2020 14:15,19-04-2020 14:30,12,40.5,3,6.5,9.5,61.1
19-04-2020 14:30,19-04-2020 14:45,15.4,37.8,3,7.3,10.3,58.14
19-04-2020 14:45,19-04-2020 15:00,15.4,37.8,3,7.1,10.1,58.21
19-04-2020 15:00,19-04-2020 15:15,15.4,37.8,3,7.8,10.8,59.58
19-04-2020 15:15,19-04-2020 15:30,14.9,36.8,3,8.2,11.2,61.57
19-04-2020 15:30,19-04-2020 15:45,13,32.9,3,7,10,57.56
19-04-2020 15:45,19-04-2020 16:00,13,32.9,3,6.2,9.2,63.49
19-04-2020 16:00,19-04-2020 16:15,13,32.9,3,6,9,56.53
19-04-2020 16:15,19-04-2020 16:30,12.4,34.1,3,6,9,58.7
19-04-2020 16:30,19-04-2020 16:45,9.9,38.9,3,6.1,9.1,55.56
19-04-2020 16:45,19-04-2020 17:00,9.9,38.9,3,6.3,None,56.5
19-04-2020 17:00,19-04-2020 17:15,9.9,38.9,3,6.3,9.3,54.19
19-04-2020 17:15,19-04-2020 17:30,9.7,38.5,3,6.6,9.6,51.46
19-04-2020 17:30,19-04-2020 17:45,9,36.7,3,6.2,None,57.03
19-04-2020 17:45,19-04-2020 18:00,9,36.7,3,6,9,50.58
19-04-2020 18:00,19-04-2020 18:15,9,36.7,3,6.3,9.3,51.09
19-04-2020 18:15,19-04-2020 18:30,8.7,35.7,3,6.4,9.4,47.7
19-04-2020 18:30,19-04-2020 18:45,7.4,31.6,3,6.5,9.5,45.25
19-04-2020 18:45,19-04-2020 19:00,7.4,31.6,3,6.6,9.6,40.44
19-04-2020 19:00,19-04-2020 19:15,7.4,31.6,3,7.4,10.4,37.01
19-04-2020 19:15,19-04-2020 19:30,8.6,32.4,3,7.5,10.5,36.12
19-04-2020 19:30,19-04-2020 19:45,13.1,35.6,3,7.4,10.4,30.75
19-04-2020 19:45,19-04-2020 20:00,13.1,35.6,3,7.1,10.1,29.92
19-04-2020 20:00,19-04-2020 20:15,13.1,35.6,3,7,10,28.4
19-04-2020 20:15,19-04-2020 20:30,13,35.4,3,7.3,10.3,24.98
19-04-2020 20:30,19-04-2020 20:45,12.5,34.6,3,7.8,10.8,23.55
19-04-2020 20:45,19-04-2020 21:00,12.5,34.6,3,7.6,10.7,22.88
19-04-2020 21:00,19-04-2020 21:15,12.5,34.6,3,7.5,10.5,23.4
19-04-2020 21:15,19-04-2020 21:30,12.5,33.3,3,7.6,10.6,21.36
19-04-2020 21:30,19-04-2020 21:45,12.4,27.8,3.1,7.7,10.8,20.18
19-04-2020 21:45,19-04-2020 22:00,12.4,27.8,3.1,7.6,10.7,19.19
19-04-2020 22:00,19-04-2020 22:15,12.4,27.8,3.1,7.7,10.8,19.09
19-04-2020 22:15,19-04-2020 22:30,12.4,28,3.1,7.5,10.6,19.25
19-04-2020 22:30,19-04-2020 22:45,12.1,28.8,3,7.6,10.6,18.83
19-04-2020 22:45,19-04-2020 23:00,12.1,28.8,3.1,7.3,10.4,18.81
19-04-2020 23:00,19-04-2020 23:15,12.1,28.8,3,7.1,10.2,17.94
19-04-2020 23:15,19-04-2020 23:30,12.1,28.3,3,7.4,10.5,16.41
19-04-2020 23:30,19-04-2020 23:45,12.3,26.6,3.1,7.4,10.5,15.34
19-04-2020 23:45,20-04-2020 00:00,None,None,None,None,None,None
20-04-2020 00:00,20-04-2020 00:15,12.3,26.6,3.1,7.3,10.3,16.9
20-04-2020 00:15,20-04-2020 00:30,11.7,27.3,3,6.9,9.9,15.98
20-04-2020 00:30,20-04-2020 00:45,9.5,30.3,3,6.8,9.9,15.45
20-04-2020 00:45,20-04-2020 01:00,9.5,30.3,3.1,6.6,9.7,16.23
20-04-2020 01:00,20-04-2020 01:15,9.5,30.3,3.1,6.6,9.7,15.54
20-04-2020 01:15,20-04-2020 01:30,9.1,28.9,3.1,6.7,9.8,13.12
20-04-2020 01:30,20-04-2020 01:45,7.4,22.7,3.1,7,10,16.77
20-04-2020 01:45,20-04-2020 02:00,7.4,22.7,3,7.1,10.1,14.94
20-04-2020 02:00,20-04-2020 02:15,7.4,22.7,3,7.2,10.3,15.51
20-04-2020 02:15,20-04-2020 02:30,7.1,23.9,3.1,7.8,10.9,14.85
20-04-2020 02:30,20-04-2020 02:45,5.6,28.6,3.3,7.5,10.8,13.76
20-04-2020 02:45,20-04-2020 03:00,5.6,28.6,3.4,7.9,11.3,13.68
20-04-2020 03:00,20-04-2020 03:15,5.6,28.6,3.3,8.2,11.5,16.63
20-04-2020 03:15,20-04-2020 03:30,5.9,27.3,3.2,8.2,11.4,19.55
20-04-2020 03:30,20-04-2020 03:45,7.2,21.8,3.3,8.2,11.5,16.55
20-04-2020 03:45,20-04-2020 04:00,7.2,21.8,3.4,8.2,11.5,18.17
20-04-2020 04:00,20-04-2020 04:15,7.2,21.8,3.3,8.8,12.1,15.55
20-04-2020 04:15,20-04-2020 04:30,7.1,22.8,3.4,9.5,12.8,17.96
20-04-2020 04:30,20-04-2020 04:45,6.8,26.7,3.3,10.8,14.1,13.8
20-04-2020 04:45,20-04-2020 05:00,6.8,26.7,3.6,11.9,15.5,10.1
20-04-2020 05:00,20-04-2020 05:15,6.8,26.7,3.6,13.7,17.3,14.9
20-04-2020 05:15,20-04-2020 05:30,6.5,26.2,3.6,14,17.6,14.19
20-04-2020 05:30,20-04-2020 05:45,5.3,24.2,3.8,13.8,17.6,16.11
20-04-2020 05:45,20-04-2020 06:00,5.3,24.2,3.7,17.1,20.8,16.03
20-04-2020 06:00,20-04-2020 06:15,5.3,24.2,3.8,18.9,22.7,15.77
20-04-2020 06:15,20-04-2020 06:30,6.4,25.2,3.7,17.1,20.8,18.49
20-04-2020 06:30,20-04-2020 06:45,10.7,29.7,3.9,16.7,20.6,19.87
20-04-2020 06:45,20-04-2020 07:00,10.7,29.7,3.8,14.4,18.1,24.64
20-04-2020 07:00,20-04-2020 07:15,10.7,29.7,3.7,12.7,16.3,25.97
20-04-2020 07:15,20-04-2020 07:30,11.1,30.7,3.5,10.5,14,28.34
20-04-2020 07:30,20-04-2020 07:45,12.7,34.5,3.6,10.3,13.8,26.34
20-04-2020 07:45,20-04-2020 08:00,12.7,34.5,3.7,10.6,14.2,26.17
20-04-2020 08:00,20-04-2020 08:15,12.7,34.5,3.7,10,13.7,28.52
20-04-2020 08:15,20-04-2020 08:30,12.5,35.1,3.8,10.2,13.9,30.7
20-04-2020 08:30,20-04-2020 08:45,11.6,37.7,3.6,10.1,13.7,30.26
20-04-2020 08:45,20-04-2020 09:00,11.6,37.7,3.5,9.9,13.4,33.36
20-04-2020 09:00,20-04-2020 09:15,11.6,37.7,3.4,9.6,13,29.38
20-04-2020 09:15,20-04-2020 09:30,13.6,37.9,3.5,9.3,12.7,35.71
20-04-2020 09:30,20-04-2020 09:45,21.6,38.7,3.6,10.3,13.8,39.65
20-04-2020 09:45,20-04-2020 10:00,21.6,38.7,3.5,9.4,12.8,43.6
20-04-2020 10:00,20-04-2020 10:15,21.6,38.7,3.4,8.2,11.6,47.46
20-04-2020 10:15,20-04-2020 10:30,20.5,38.7,3.2,7.7,10.9,49.63
20-04-2020 10:30,20-04-2020 10:45,16.3,38.4,3.3,8.3,11.6,49.11
20-04-2020 10:45,20-04-2020 11:00,16.3,38.4,3.2,7.3,10.5,50.85
20-04-2020 11:00,20-04-2020 11:15,16.3,38.4,3.2,7.3,10.5,55.78
20-04-2020 11:15,20-04-2020 11:30,16.6,38.7,3.3,8.6,11.8,57.28
20-04-2020 11:30,20-04-2020 11:45,18.1,39.9,3.2,8.1,11.3,56.16
20-04-2020 11:45,20-04-2020 12:00,18.1,39.9,3.2,7.7,10.8,60.25
20-04-2020 12:00,20-04-2020 12:15,18.1,39.9,3,7.6,10.7,61.12
20-04-2020 12:15,20-04-2020 12:30,17.7,38.9,3.2,7.6,10.8,53.93
20-04-2020 12:30,20-04-2020 12:45,15.8,34.8,3.2,7.6,10.8,60.2
20-04-2020 12:45,20-04-2020 13:00,15.8,34.8,3.2,7.7,10.9,61.15
20-04-2020 13:00,20-04-2020 13:15,15.8,34.8,3.1,8,11,59.44
20-04-2020 13:15,20-04-2020 13:30,16.4,36.8,3.1,7.5,10.7,52.98
20-04-2020 13:30,20-04-2020 13:45,19,45,3.2,7.2,10.4,55.02
20-04-2020 13:45,20-04-2020 14:00,19,45,3.2,7,10.2,50.22
20-04-2020 14:00,20-04-2020 14:15,19,45,3.1,6.8,9.9,50.84
20-04-2020 14:15,20-04-2020 14:30,19.9,44,3.1,6.9,10,49.39
20-04-2020 14:30,20-04-2020 14:45,23.5,40,None,None,None,50.14
20-04-2020 14:45,20-04-2020 15:00,23.5,40,3.2,6.6,9.8,46.83
20-04-2020 15:00,20-04-2020 15:15,23.5,40,3.2,6.1,9.3,46.02
20-04-2020 15:15,20-04-2020 15:30,23,39.6,3.1,6.3,9.4,42.23
20-04-2020 15:30,20-04-2020 15:45,21.2,37.8,3.2,6.2,9.4,39.81
20-04-2020 15:45,20-04-2020 16:00,21.2,37.8,3.1,6.2,9.4,40.53
20-04-2020 16:00,20-04-2020 16:15,None,None,None,None,None,None
20-04-2020 16:15,20-04-2020 16:30,20,39.4,3.1,6.5,9.6,39.36
20-04-2020 16:30,20-04-2020 16:45,15.2,45.8,3.1,6.5,9.5,38.46
20-04-2020 16:45,20-04-2020 17:00,15.2,45.8,3.1,6.4,9.4,37.82
20-04-2020 17:00,20-04-2020 17:15,15.2,45.8,3.1,6.5,9.5,37.49
20-04-2020 17:15,20-04-2020 17:30,14.8,44.6,3.1,6.8,9.9,35.94
20-04-2020 17:30,20-04-2020 17:45,None,None,None,None,None,35.43
20-04-2020 17:45,20-04-2020 18:00,13.1,40,3.1,6.8,9.9,37.93
20-04-2020 18:00,20-04-2020 18:15,13.1,40,3,None,None,38.16
20-04-2020 18:15,20-04-2020 18:30,13.3,38.7,3.1,6.6,9.7,37.9
20-04-2020 18:30,20-04-2020 18:45,14.1,33.4,3.2,6.6,9.8,34.5
20-04-2020 18:45,20-04-2020 19:00,14.1,33.4,3.2,7,10.2,33.71
20-04-2020 19:00,20-04-2020 19:15,14.1,33.4,3.1,6.9,10,33.9
20-04-2020 19:15,20-04-2020 19:30,13.4,34.9,3.2,7.6,10.8,31.62
20-04-2020 19:30,20-04-2020 19:45,10.8,41,3.1,7.5,10.6,31.12
20-04-2020 19:45,20-04-2020 20:00,10.8,41,3.2,8.1,11.3,28.13
20-04-2020 20:00,20-04-2020 20:15,10.8,41,3.2,8.2,11.4,28.3
20-04-2020 20:15,20-04-2020 20:30,11.6,38.5,3.1,7.6,10.7,28.85
20-04-2020 20:30,20-04-2020 20:45,14.9,28.7,3.2,7.2,10.4,27.9
20-04-2020 20:45,20-04-2020 21:00,14.9,28.7,3.2,7.1,10.3,15.65
20-04-2020 21:00,20-04-2020 21:15,14.9,28.7,3.4,7.2,10.6,10.17
20-04-2020 21:15,20-04-2020 21:30,14,29.4,3.3,7.3,10.6,15.52
20-04-2020 21:30,20-04-2020 21:45,10.4,32.1,3.3,7.5,10.8,25.78
20-04-2020 21:45,20-04-2020 22:00,10.4,32.1,3.2,7.8,11,30.97
20-04-2020 22:00,20-04-2020 22:15,10.4,32.1,3.2,7.8,11,36.07
20-04-2020 22:15,20-04-2020 22:30,10,32.4,3.3,None,None,36.68
20-04-2020 22:30,20-04-2020 22:45,8.3,33.6,3.3,7.8,11.1,48.84
20-04-2020 22:45,20-04-2020 23:00,8.3,33.6,3.3,7.6,10.9,40.82
20-04-2020 23:00,20-04-2020 23:15,8.3,33.6,3.4,7.4,10.8,24.89
20-04-2020 23:15,20-04-2020 23:30,7.8,32.5,3.5,7.3,10.8,15.52
20-04-2020 23:30,20-04-2020 23:45,5.8,28.2,3.3,7.6,10.9,31.93
20-04-2020 23:45,21-04-2020 00:00,None,None,None,None,None,None
21-04-2020 00:00,21-04-2020 00:15,5.8,28.2,3.2,7.6,10.8,32.18
21-04-2020 00:15,21-04-2020 00:30,6.6,28.2,3.1,7.9,11,26.86
21-04-2020 00:30,21-04-2020 00:45,9.9,28.3,3.1,7.9,11,21.93
21-04-2020 00:45,21-04-2020 01:00,9.9,28.3,3.2,8,11.2,20.67
21-04-2020 01:00,21-04-2020 01:15,9.9,28.3,3.2,8.3,11.5,20.56
21-04-2020 01:15,21-04-2020 01:30,10.2,26.8,3.3,8.6,11.9,18.35
21-04-2020 01:30,21-04-2020 01:45,11.6,20.8,3.3,8.6,12,13.99
21-04-2020 01:45,21-04-2020 02:00,11.6,20.8,3.4,8.8,12.2,12.97
21-04-2020 02:00,21-04-2020 02:15,11.6,20.8,3.3,8.8,12.2,21.21
21-04-2020 02:15,21-04-2020 02:30,11.1,20.4,3.5,9.1,12.5,11.45
21-04-2020 02:30,21-04-2020 02:45,9.2,18.9,3.7,8.6,12.3,12.25
21-04-2020 02:45,21-04-2020 03:00,9.2,18.9,3.7,8.5,12.3,17.84
21-04-2020 03:00,21-04-2020 03:15,9.2,18.9,3.6,9,12.6,19.66
21-04-2020 03:15,21-04-2020 03:30,8.9,19.1,3.7,8.9,12.5,17.42
21-04-2020 03:30,21-04-2020 03:45,7.8,19.9,3.7,8.9,12.6,20.56
21-04-2020 03:45,21-04-2020 04:00,7.8,19.9,3.8,9.9,13.7,14.5
21-04-2020 04:00,21-04-2020 04:15,7.8,19.9,3.7,10,13.7,10.22
21-04-2020 04:15,21-04-2020 04:30,7.7,20.2,3.7,11.5,15.3,9.28
21-04-2020 04:30,21-04-2020 04:45,7,21.3,4.1,12.8,17,7.37
21-04-2020 04:45,21-04-2020 05:00,7,21.3,4,11.7,15.6,12.44
21-04-2020 05:00,21-04-2020 05:15,7,21.3,3.8,10.6,14.4,18.38
21-04-2020 05:15,21-04-2020 05:30,7.8,21.1,3.7,10.3,13.9,12.57
21-04-2020 05:30,21-04-2020 05:45,11.2,20.2,3.6,9.8,13.3,10.21
21-04-2020 05:45,21-04-2020 06:00,11.2,20.2,3.4,9.7,13.1,14.11
21-04-2020 06:00,21-04-2020 06:15,11.2,20.2,3.3,9.2,12.6,14.4
21-04-2020 06:15,21-04-2020 06:30,10.6,21.5,3.3,8.9,12.2,13.57
21-04-2020 06:30,21-04-2020 06:45,7.9,26.6,3.4,8.7,12.1,12.31
21-04-2020 06:45,21-04-2020 07:00,7.9,26.6,3.4,8.6,12,12.18
21-04-2020 07:00,21-04-2020 07:15,7.9,26.6,3.4,8.5,11.8,12.85
21-04-2020 07:15,21-04-2020 07:30,7.6,26.8,3.3,8.4,11.7,13.98
21-04-2020 07:30,21-04-2020 07:45,6.6,27.7,3.4,8.2,11.6,16.19
21-04-2020 07:45,21-04-2020 08:00,6.6,27.7,3.3,8.3,11.6,16.57
21-04-2020 08:00,21-04-2020 08:15,6.6,27.7,3.3,8.5,11.8,18.68
21-04-2020 08:15,21-04-2020 08:30,6.2,26,3.3,8.7,12,19.54
21-04-2020 08:30,21-04-2020 08:45,4.9,19.4,3.4,8.9,12.3,19.14
21-04-2020 08:45,21-04-2020 09:00,4.9,19.4,3.5,9.7,13.2,16.45
21-04-2020 09:00,21-04-2020 09:15,4.9,19.4,3.6,10.8,14.4,17.28
21-04-2020 09:15,21-04-2020 09:30,5.2,18.4,3.5,10.4,13.9,17.18
21-04-2020 09:30,21-04-2020 09:45,6.4,14.2,3.5,10.2,13.7,17.85
21-04-2020 09:45,21-04-2020 10:00,6.4,14.2,3.6,9.8,13.4,14.87
21-04-2020 10:00,21-04-2020 10:15,6.4,14.2,3.6,10.1,13.7,12.05
21-04-2020 10:15,21-04-2020 10:30,6.3,16.8,3.5,10,13.5,18.25
21-04-2020 10:30,21-04-2020 10:45,5.8,28,3.5,9.6,13.1,16.55
21-04-2020 10:45,21-04-2020 11:00,5.8,28,3.6,10.2,13.9,11.32
21-04-2020 11:00,21-04-2020 11:15,5.8,28,3.7,10.5,14.2,12.18
21-04-2020 11:15,21-04-2020 11:30,6.2,26.3,3.6,9.7,13.3,12.36
21-04-2020 11:30,21-04-2020 11:45,8,19.8,3.5,9.6,13.1,15.85
21-04-2020 11:45,21-04-2020 12:00,8,19.8,3.5,9.5,13,13.04
21-04-2020 12:00,21-04-2020 12:15,8,19.8,3.5,9.9,13.3,27.94
21-04-2020 12:15,21-04-2020 12:30,8.8,21,3.4,9.9,13.2,19.77
21-04-2020 12:30,21-04-2020 12:45,11.9,25.8,3.4,9.5,12.9,17.56
21-04-2020 12:45,21-04-2020 13:00,11.9,25.8,3.4,10,13.4,18.58
21-04-2020 13:00,21-04-2020 13:15,11.9,25.8,3.4,10.5,13.9,14.53
21-04-2020 13:15,21-04-2020 13:30,11.5,24.2,3.3,10.8,14.1,19.91
21-04-2020 13:30,21-04-2020 13:45,9.8,18,3.3,10.8,14.2,17.99
21-04-2020 13:45,21-04-2020 14:00,9.8,18,3.4,10.1,13.4,19.82
21-04-2020 14:00,21-04-2020 14:15,9.8,18,3.4,9.4,12.8,25.64
21-04-2020 14:15,21-04-2020 14:30,10.1,20.2,3.2,8.5,11.7,34.85
21-04-2020 14:30,21-04-2020 14:45,11.3,28.9,3,8.3,11.3,36.67
21-04-2020 14:45,21-04-2020 15:00,11.3,28.9,3.1,10.4,13.4,38.4
21-04-2020 15:00,21-04-2020 15:15,11.3,28.9,3,10.6,13.6,38.55
21-04-2020 15:15,21-04-2020 15:30,10.9,28,3.2,9.8,13,29.75
21-04-2020 15:30,21-04-2020 15:45,9.2,23.9,3.9,13.1,17,20.4
21-04-2020 15:45,21-04-2020 16:00,9.2,23.9,3.5,10.5,14,16.7
21-04-2020 16:00,21-04-2020 16:15,9.2,23.9,3.3,10.9,14.2,25.03
21-04-2020 16:15,21-04-2020 16:30,10.6,24.7,3.3,11.2,14.5,17.89
21-04-2020 16:30,21-04-2020 16:45,16.1,28.2,3.2,11.2,14.4,19.86
21-04-2020 16:45,21-04-2020 17:00,16.1,28.2,3.1,12,15.1,24.52
21-04-2020 17:00,21-04-2020 17:15,16.1,28.2,3.1,11.6,14.7,17.25
21-04-2020 17:15,21-04-2020 17:30,15.8,27,3,11.8,14.8,19.36
21-04-2020 17:30,21-04-2020 17:45,14.2,22.2,3.2,12.1,15.3,20.86
21-04-2020 17:45,21-04-2020 18:00,14.2,22.2,3.1,12.1,15.2,15.46
21-04-2020 18:00,21-04-2020 18:15,14.2,22.2,3.2,12.9,16,20.49
21-04-2020 18:15,21-04-2020 18:30,14.6,23.2,3.2,12.9,16.1,14.73
21-04-2020 18:30,21-04-2020 18:45,16,27.3,3.3,12.5,15.7,21.32
21-04-2020 18:45,21-04-2020 19:00,16,27.3,3.4,12,15.4,12.36
21-04-2020 19:00,21-04-2020 19:15,16,27.3,3.4,11.8,15.2,20.54
21-04-2020 19:15,21-04-2020 19:30,None,None,3.5,None,15.9,None
21-04-2020 19:30,21-04-2020 19:45,16.5,31.9,3.5,11.9,15.4,15.82
21-04-2020 19:45,21-04-2020 20:00,None,None,3.6,None,16.6,None
21-04-2020 20:00,21-04-2020 20:15,16.5,31.9,3.5,13,16.5,12.28
21-04-2020 20:15,21-04-2020 20:30,None,None,3.5,None,16.3,None
21-04-2020 20:30,21-04-2020 20:45,16.6,36,3.5,12.3,15.8,14.86
21-04-2020 20:45,21-04-2020 21:00,None,None,3.4,None,15.8,None
21-04-2020 21:00,21-04-2020 21:15,16.6,36,3.3,12,15.2,15.34
21-04-2020 21:15,21-04-2020 21:30,None,None,3.2,None,14.8,None
21-04-2020 21:30,21-04-2020 21:45,20.5,34,3.2,11,14.2,17.05
21-04-2020 21:45,21-04-2020 22:00,None,None,3.2,None,13.8,None
21-04-2020 22:00,21-04-2020 22:15,20.5,34,3.2,11,14.2,15.22
21-04-2020 22:15,21-04-2020 22:30,None,34.8,3.2,None,14.1,26.27
21-04-2020 22:30,21-04-2020 22:45,24.9,38.1,3.1,10.1,13.2,27.66
21-04-2020 22:45,21-04-2020 23:00,24.9,38.1,3.3,9.5,12.8,14.36
21-04-2020 23:00,21-04-2020 23:15,24.9,38.1,3.4,8.7,12.1,15.07
21-04-2020 23:15,21-04-2020 23:30,24.3,37.6,3.4,8.6,12,14.64
21-04-2020 23:30,21-04-2020 23:45,21.6,35.3,3.3,8.5,11.8,19.08
21-04-2020 23:45,22-04-2020 00:00,None,None,None,None,None,None
22-04-2020 00:00,22-04-2020 00:15,21.6,35.3,3,7.9,10.9,31.32
22-04-2020 00:15,22-04-2020 00:30,20.6,34,3.1,7.9,11,14.56
22-04-2020 00:30,22-04-2020 00:45,16.3,28.6,3.2,8.2,11.4,11.14
22-04-2020 00:45,22-04-2020 01:00,16.3,28.6,3.1,8.3,11.4,12.43
22-04-2020 01:00,22-04-2020 01:15,16.3,28.6,3.1,8.2,11.3,17.4
22-04-2020 01:15,22-04-2020 01:30,16.4,28.8,3.1,7.8,11,20.49
22-04-2020 01:30,22-04-2020 01:45,17.1,29.6,3.1,7.9,10.9,18.7
